,Reaction,Hour 1,Hour 2,Hour 3,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12
15,v113,1.945816,3.449669,3.90011,3.979363,4.001155,3.810121,3.377247,3.817317,3.278495,3.272329,2.000698,0.9349779
16,v121,3.891631,6.89934,7.800221,7.958726,8.00231,7.620243,6.754477,7.634633,6.556301,6.544658,4.001396,1.869956
17,v122,1.945816,3.449669,3.90011,3.979363,4.001155,3.810121,3.377247,3.817317,3.278478,3.272329,2.000698,0.9349779
18,v123,1.945816,3.449669,3.90011,3.979363,4.001155,3.810121,3.377247,3.817317,3.27848,3.272329,2.000698,0.9349779
19,v124,1.945815,3.449671,3.900111,3.979363,4.001155,3.810122,3.37723,3.817317,3.277828,3.272329,2.000698,0.9349783
20,v131,1.945816,3.44967,3.900111,3.979363,4.001155,3.810122,3.377241,3.817317,3.278225,3.272329,2.000698,0.9349781
21,vlin,1.945816,3.449669,3.90011,3.979363,4.001155,3.810121,3.377247,3.817317,3.278488,3.272329,2.000698,0.9349779
22,v2out,3.891631,6.89934,7.800221,7.958726,8.00231,7.620243,6.754476,7.634633,6.556294,6.544658,4.001396,1.869956
23,v51,2.182295,3.440138,3.294494,3.148992,3.096064,3.388693,3.413592,3.382762,3.368354,3.362217,2.239786,1.079347
24,v52,2.182294,3.440137,3.294494,3.148992,3.096064,3.388693,3.41359,3.382762,3.368252,3.362217,2.239785,1.079347
25,v55,1.091147,1.720083,1.647246,1.574497,1.548032,1.694347,1.706825,1.691381,1.684067,1.681109,1.119893,0.5396737
26,v56,1.091147,1.72007,1.647247,1.574496,1.548032,1.694346,1.706788,1.691381,1.684106,1.681109,1.119893,0.5396735
27,v57,1.091147,1.72007,1.647247,1.574496,1.548032,1.694346,1.706788,1.691381,1.684114,1.681109,1.119893,0.5396735
28,v58,0.06640442,0.06100109,0.06150823,0.06204327,0.06224507,0.06117716,0.06109165,0.06119764,0.0612178,0.06126901,0.06610127,0.07372843
29,v59,0.06640518,0.06100131,0.06150828,0.06204315,0.06224493,0.06117713,0.06109162,0.06119764,0.06125661,0.06126902,0.06610141,0.0737282
30,v60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,v62,1.091147,1.720069,1.647247,1.574496,1.548032,1.694346,1.706789,1.691381,1.684137,1.681109,1.119893,0.5396735
32,vdhap_in,19.94805,17.49872,17.78181,18.06169,18.16303,17.59913,17.55057,17.61068,17.64101,17.65062,19.82976,22.76604
33,vgap_in,19.94805,17.49872,17.78181,18.06169,18.16303,17.59913,17.55057,17.61068,17.64101,17.65062,19.82976,22.76604
34,vpga_in,19.94805,17.49872,17.78181,18.06169,18.16303,17.59913,17.55057,17.61068,17.64101,17.65062,19.82976,22.76604
35,vpga_use,0.009994981,0.02181345,0.01871862,0.0167221,0.01604666,0.02018525,0.02161778,0.0200869,0.02121942,0.02115136,0.01045897,0.002959986
36,Vbf1,101.1157,180.2265,205.1561,209.8254,211.1396,200.0217,176.3308,200.4285,171.0398,170.7317,103.9758,48.53687
37,Vbf2,101.1157,180.2265,205.1561,209.8253,211.1396,200.0217,176.3309,200.4285,171.0399,170.7317,103.9758,48.53687
38,Vbf3,101.1157,180.2265,205.1561,209.8253,211.1396,200.0217,176.3309,200.4285,171.0399,170.7317,103.9758,48.53687
39,Vbf4,101.1157,180.2265,205.1561,209.8253,211.1396,200.0217,176.3309,200.4285,171.04,170.7317,103.9758,48.53687
40,Vbf5,37.65233,66.74857,75.47005,77.00606,77.42857,73.72683,65.34458,73.8662,63.42939,63.31659,38.71417,18.09407
41,Vbf6,63.46339,113.4779,129.6861,132.8193,133.711,126.2949,110.9672,126.5623,107.6103,107.4151,65.26162,30.4428
42,Vbf7,63.4634,113.4779,129.6857,132.8203,133.711,126.2949,110.9765,126.5623,107.61,107.4151,65.26162,30.44279
43,Vbf8,101.1157,180.2265,205.1561,209.8253,211.1396,200.0217,176.3309,200.4285,171.039,170.7317,103.9758,48.53687
44,Vbf9,101.1157,180.2265,205.1561,209.8254,211.1396,200.0217,176.3311,200.4285,170.0799,170.7317,103.9758,48.53687
45,Vbf10,101.1157,180.2265,205.1562,209.8255,211.1396,200.0217,176.3207,200.4285,170.1465,170.7317,103.9758,48.53692
46,Vbf11,59.55711,105.9979,120.4404,123.1036,123.849,117.4887,103.7265,117.723,100.6265,100.4499,61.24032,28.59697
47,Vqi,126.9268,226.9558,259.3722,265.6386,267.4221,252.5898,221.9584,253.1246,215.2211,214.8302,130.5232,60.88559
48,Vipc,12159.13,21729.27,24771.01,25347.68,25511.36,24143.51,21276.01,24191.84,29462.15,20575.21,12504.1,5830.189
49,Vicp,12156.53,21724.19,24764.61,25340.74,25504.21,24137.46,21271.05,24185.76,29455.39,20570.49,12501.43,5829.0
50,Vinc,49.37971,96.71612,121.9168,132.1333,136.0496,115.2761,94.50255,115.7869,128.7278,89.90513,50.91218,22.64656
51,Vinp,54.57757,106.8968,134.7501,146.0421,150.3706,127.4104,104.4502,127.975,142.2781,99.36882,56.27136,25.0304
52,Vdp,44.32393,88.1289,112.7443,123.1377,127.158,106.148,86.08408,106.6554,116.9571,81.68545,45.71992,20.16789
53,Vdc,44.31448,88.10831,112.7152,123.104,127.1224,106.1214,86.064,106.6286,116.9303,81.66671,45.71014,20.16378
54,Vfp,7.660251,13.68944,15.60574,15.96904,16.07215,15.21041,13.40389,15.24086,18.56115,12.96238,7.877583,3.673019
55,Vfc,7.658617,13.68624,15.6017,15.96467,16.06766,15.2066,13.40076,15.23703,18.55689,12.95941,7.875899,3.67227
56,Vsfd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,VsATP,1.47783,1.632125,1.891637,2.002535,2.041311,1.806888,1.613408,1.81278,1.59137,1.591388,1.480965,1.402393
58,VgPQH2,283.3947,597.3928,1070.129,680.5114,581.538,687.337,160.2489,1047.922,109.2778,650.9345,204.0722,187.3839
59,Vbf12,-1.689203e-08,1.865722e-07,2.273316e-08,-1.557381e-07,-1.533257e-07,-6.225324e-09,7.849843e-07,-4.608756e-09,-1.55603e-05,2.201105e-11,4.653373e-08,9.46276e-08
60,Vbf13,-4.468874e-09,5.194962e-08,6.611408e-09,-4.48369e-08,-4.454491e-08,-1.636157e-09,2.207487e-07,-1.290768e-09,-4.235475e-06,9.503028e-12,1.244028e-08,2.530841e-08
61,Vbf14,2.209087e-09,-2.247656e-08,-3.46405e-09,1.562241e-08,1.587913e-08,-1.474173e-10,-1.018438e-07,4.586368e-10,1.535173e-06,-8.490307e-12,-3.299243e-09,-9.555717e-09
62,Vbf15,101.1157,180.2265,205.1561,209.8253,211.1396,200.0217,176.3309,200.4285,171.0392,170.7317,103.9758,48.53687
63,Vbf16,101.1157,180.2265,205.1561,209.8253,211.1396,200.0217,176.3112,200.4285,170.9825,170.7317,103.9758,48.53687
64,vbfn2,37.65233,66.74857,75.47005,77.00606,77.42857,73.72683,65.34461,73.8662,63.42946,63.31659,38.71417,18.09407
65,VsNADPH,0.7563474,0.8509911,0.8572171,0.9091471,0.9315888,0.8827705,1.158887,0.8474887,1.355089,0.8213756,0.8162,0.6449449
66,vA_d,19.95351,44.81833,64.06102,75.11682,79.56591,58.97325,46.01357,58.70672,87.71086,40.29281,21.01634,8.528536
67,vA_f,0.68969,1.392364,1.773428,1.948296,2.011349,1.690107,1.432926,1.677816,2.783951,1.278786,0.7242267,0.310647
68,vA_U,5473.73,11050.51,14074.82,15462.67,15963.09,13413.55,11372.43,13316.0,22094.85,10149.09,5747.831,2465.452
69,vU_A,5400.944,10913.73,13909.98,15289.73,15787.25,13256.1,11241.07,13157.31,21941.79,10020.56,5673.243,2431.443
70,vU_f,0.6805189,1.37513,1.752658,1.926506,1.989193,1.670268,1.416375,1.657821,2.764665,1.26259,0.7148286,0.3063618
71,vU_d,17.1121,41.3024,60.97114,70.46751,74.19357,55.06485,38.17662,55.75612,76.47482,37.22687,17.42305,6.855931
72,v1,307.5669,963.2997,1840.461,1404.584,1283.929,1260.239,453.4528,1724.663,549.4504,946.5649,269.1221,112.4297
73,v_r1,232.2622,829.8023,1689.522,1250.568,1129.072,1112.785,322.7526,1576.93,422.5907,819.9318,191.6938,76.24155
74,vS1_S2,18.82617,33.37429,37.735,38.50302,38.7143,36.86342,32.6759,36.9331,31.71475,31.6583,19.35708,9.047034
75,vS2_S3,18.82617,33.37429,37.735,38.50302,38.7143,36.86342,32.6759,36.9331,31.71475,31.6583,19.35708,9.047034
76,vS3_S0,18.82617,33.37429,37.735,38.50302,38.7143,36.86342,32.6759,36.9331,31.71475,31.6583,19.35708,9.047034
77,vS0_S1,18.82617,33.37429,37.735,38.50302,38.7143,36.86342,32.6759,36.9331,31.71475,31.6583,19.35708,9.047034
78,vz_1,1.348011,4.427986,8.72758,6.510341,5.898282,5.834653,1.846247,8.17407,2.355693,4.387358,1.135269,0.4723259
79,v1z_1,0.3370027,1.106996,2.181895,1.627585,1.47457,1.458663,0.4615618,2.043517,0.5889234,1.096839,0.2838173,0.1180815
80,v2z_1,0.3370027,1.106996,2.181895,1.627585,1.47457,1.458663,0.4615618,2.043517,0.5889234,1.096839,0.2838173,0.1180815
81,v3z_1,0.3370027,1.106996,2.181895,1.627585,1.47457,1.458663,0.4615618,2.043517,0.5889234,1.096839,0.2838173,0.1180815
82,v0z_1,0.3370027,1.106996,2.181895,1.627585,1.47457,1.458663,0.4615618,2.043517,0.5889234,1.096839,0.2838173,0.1180815
83,vz_2,73.95665,129.0692,142.2124,147.5017,148.9589,141.619,128.8574,139.5583,124.5033,122.2458,76.29307,35.71581
84,v1z_2,18.48916,32.2673,35.55311,36.87544,37.23973,35.40475,32.21434,34.88958,31.12582,30.56146,19.07327,8.928953
85,v2z_2,18.48916,32.2673,35.55311,36.87544,37.23973,35.40475,32.21434,34.88958,31.12582,30.56146,19.07327,8.928953
86,v3z_2,18.48916,32.2673,35.55311,36.87544,37.23973,35.40475,32.21434,34.88958,31.12582,30.56146,19.07327,8.928953
87,v0z_2,18.48916,32.2673,35.55311,36.87544,37.23973,35.40475,32.21434,34.88958,31.12582,30.56146,19.07327,8.928953
88,v1z,18.82617,33.37429,37.735,38.50302,38.7143,36.86342,32.6759,36.9331,31.71474,31.6583,19.35708,9.047034
89,v2z,18.82617,33.37429,37.735,38.50302,38.7143,36.86342,32.6759,36.9331,31.71474,31.6583,19.35708,9.047034
90,v3z,18.82617,33.37429,37.735,38.50302,38.7143,36.86342,32.6759,36.9331,31.71474,31.6583,19.35708,9.047034
91,v0z,18.82617,33.37429,37.735,38.50302,38.7143,36.86342,32.6759,36.9331,31.71474,31.6583,19.35708,9.047034
92,vAB1,38.83758,67.52425,75.89426,77.65833,78.18363,74.4033,68.83143,74.30471,66.02658,64.01062,40.55932,19.22274
93,vBA1,1.185252,0.7756505,0.4242524,0.6522953,0.755039,0.6764658,3.479384,0.4385088,2.597087,0.6940296,1.845154,1.128664
94,vAB2,72.72961,81.52732,80.51025,88.42744,92.47725,85.37365,198.9025,79.16105,208.2302,75.63725,100.4077,54.45491
95,vBA2,35.07727,14.77872,5.040241,11.42141,15.04867,11.64682,133.5505,5.294854,144.8007,12.32066,61.69355,36.36083
96,v3,4.970357,4.41435,2.696853,3.886198,4.375685,4.002645,10.70066,2.774297,7.911747,4.009972,6.294969,3.406717
97,v_r3,0.1450168,0.09707117,0.0464047,0.07921739,0.09361629,0.0824567,0.3587244,0.04843275,0.2535952,0.08627094,0.204467,0.1188642
98,v3_n,33.69255,63.77749,74.12169,74.69411,74.69543,71.24154,56.62211,72.42709,57.3882,60.65321,33.55263,15.24956
99,v_r3_n,0.8655624,1.346135,1.302361,1.49448,1.54892,1.434889,1.613547,1.286744,1.617207,1.260315,0.9289674,0.4433385
100,v_pq_ox,2785.84,2491.948,2145.026,2405.538,2476.413,2410.661,2930.251,2164.641,3061.66,2461.145,2862.99,2882.904
101,Ic,20.45495,40.06348,50.50256,54.73462,56.35691,47.75172,39.14654,47.96332,53.32393,37.24211,21.08976,9.381062
102,Ia,93.42935,182.9927,230.6739,250.0041,257.414,218.1092,178.8045,219.0757,243.5607,170.1059,96.32889,42.84863
103,v2_1,73.98732,129.1202,142.2502,147.5642,149.0305,141.6742,129.0188,139.5956,124.7355,122.2879,76.33672,35.72567
104,v2_2,1978.677,1815.936,1226.404,1878.328,2179.489,1775.391,5830.58,1221.375,8583.371,1592.232,2725.017,1350.94
105,v2_00_1,1.293825,3.872557,6.585777,4.802455,4.277121,4.688449,1.415999,6.37667,0.8662792,3.932249,1.050149,0.4809052
106,v2_01_1,2.945939,7.711032,12.91522,9.512599,8.542649,9.272251,4.024473,12.49738,2.716191,7.785592,2.713189,1.316447
107,v2_02_1,69.74756,117.5366,122.7492,133.2492,136.2107,127.7135,123.5783,120.7216,121.153,110.5701,72.57338,33.92832
108,v2_00_2,34.60134,54.46334,56.77896,61.12991,62.55057,58.75334,63.99142,55.79191,59.6109,51.19927,37.48752,18.18508
109,v2_01_2,78.7846,108.4474,111.348,121.0848,124.9316,116.1953,181.8729,109.3444,186.9081,101.3711,96.85361,49.78047
110,v2_02_2,1865.291,1653.026,1058.277,1696.113,1992.007,1600.442,5584.716,1056.239,8336.852,1439.662,2590.676,1282.975
111,vr2_00_1,0.0004819483,0.001519542,0.001904133,0.002025089,0.002060115,0.00185454,0.001543518,0.001825479,0.001426911,0.001358056,0.0005199285,0.0001123563
112,vr2_01_1,0.0006837314,0.001389895,0.001530261,0.001746905,0.001846021,0.001612108,0.003379024,0.001473323,0.003409163,0.001215703,0.0009750931,0.0002411266
113,vr2_02_1,0.02950668,0.04804965,0.03475584,0.05724494,0.06768953,0.0516699,0.1584696,0.03395959,0.2269859,0.03953777,0.04215273,0.009513427
114,vr2_1,0.03067236,0.05095909,0.03819023,0.06101693,0.07159567,0.05513655,0.1633921,0.03725839,0.2318219,0.04211153,0.04364776,0.00986691
115,vr2_00_2,31.06934,54.0171,60.71238,62.12341,62.54357,59.51975,55.06258,59.44089,52.81795,51.20646,32.44665,15.37802
116,vr2_01_2,44.07752,49.40839,48.79165,53.58958,56.04383,51.7391,120.5414,47.97408,126.1922,45.83893,60.85166,33.00261
117,vr2_02_2,1902.182,1708.083,1108.173,1756.096,2055.004,1658.297,5653.153,1105.786,8402.016,1490.799,2630.583,1302.088
118,vr2_2,1977.329,1811.508,1217.677,1871.809,2173.592,1769.556,5828.757,1213.201,8581.027,1587.845,2723.881,1350.468
119,vP680qU,0.1438206,0.6707585,1.678166,1.26744,1.153692,1.008787,0.2081039,1.508182,0.2905644,0.653724,0.1118604,0.04008447
120,vP680qA,0.1457588,0.6791651,1.698053,1.281776,1.166541,1.020768,0.2105357,1.526373,0.2925913,0.6621093,0.113331,0.04064515
121,vU_P680,75.44848,134.1679,152.6182,155.2795,156.0109,148.4625,130.9115,149.2406,127.1499,127.2869,77.5402,36.22822
122,vP680_d,0.1438188,0.6707584,1.678186,1.267428,1.153663,1.008787,0.2081043,1.508183,0.2905624,0.6537239,0.1118599,0.04008486
123,vP680_f,-7.083826e-07,-0.0002232972,0.0009521625,-0.003520398,0.0001799425,-4.277871e-10,0.003227817,-6.082598e-05,-0.0003433349,1.128014e-08,-7.954969e-07,6.802536e-06
124,Vva,0.0,0.0,0.0001583772,0.007423727,0.009942114,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Vaz,0.0,0.0,8.303901e-07,0.001962507,0.003649159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,Vza,1.932681e-11,8.43573e-12,8.364539e-07,0.001962227,0.003649148,2.81898e-11,1.15701e-11,1.397275e-80,3.701668e-21,2.068105e-11,9.572757e-12,1.821253e-11
127,Vav,3.995561e-10,1.935816e-10,0.0001586335,0.00742294,0.009942084,5.777007e-10,2.52925e-10,2.358181e-78,1.796134e-19,4.293529e-10,2.146621e-10,3.803629e-10
128,Vvf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,Vv2ABA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,VABAdg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,ve2GAPDH,7.736161e-12,8.188697e-11,-4.331175e-11,-1.518108e-11,4.527727e-11,5.798694e-12,3.734445e-09,-1.375491e-12,9.14332e-13,4.568509e-13,-1.05733e-11,5.523495e-11
132,ve2FBPase,2.400264e-12,-5.125302e-13,-4.296526e-12,-1.688304e-12,4.664438e-12,2.983365e-12,5.571018e-11,-1.416163e-13,8.757313e-14,-4.349083e-13,-3.081226e-12,-3.013614e-12
133,ve2SBPase,1.045177e-11,-2.597906e-12,-1.924517e-11,-7.67618e-12,2.043608e-11,1.271583e-11,2.965809e-10,-6.300693e-13,3.888488e-13,-5.603612e-13,-1.403649e-11,-1.110129e-11
134,ve2PRK,-2.305209e-12,1.062939e-10,-4.262198e-11,-1.458263e-11,4.461494e-11,1.083907e-12,4.563617e-09,-1.348016e-12,9.162666e-13,9.687908e-14,-5.273925e-12,5.901915e-11
135,ve2ATPase,-2.627686e-13,1.196131e-11,-4.794205e-12,-1.640187e-12,5.018303e-12,1.21322e-13,5.135032e-10,-1.516267e-13,1.030585e-13,1.083285e-14,-5.92442e-13,6.642901e-12
136,ve2ATPGPP,1.731326e-11,2.017362e-11,-4.125859e-11,-1.517901e-11,4.297366e-11,1.761091e-11,1.870443e-09,-1.322013e-12,8.347683e-13,1.036735e-12,-2.190671e-11,2.585596e-11
137,ve2MDH,-6.889045e-14,4.439168e-13,-1.661127e-13,-5.585644e-14,1.741872e-13,9.283752e-16,1.965656e-11,-5.236995e-15,3.642892e-15,1.423286e-16,-7.295624e-15,2.267511e-13
138,ve2Fd,6.859855,11.59866,13.51394,12.91938,12.64748,13.1133,8.074398,13.46126,0.104777,11.10512,6.952535,3.385504
139,veFd2Thio,1.643779e-11,3.246431e-10,-1.998128e-10,-1.18503e-10,2.079401e-10,4.225646e-11,1.233647e-08,-6.268906e-12,2.927082e-12,7.437507e-13,-5.759126e-11,1.881722e-10
140,veFd2Calvin,0.8051371,1.652213,1.885954,2.110954,2.213844,1.92731,3.189901,1.815683,6.960349,1.491872,0.9104289,0.3336766
141,ve2RuACT,1.835714e-12,2.180489e-12,-4.387133e-12,-1.613452e-12,4.56958e-12,1.864675e-12,1.999587e-10,-1.405633e-13,8.879061e-14,1.09905e-13,-2.32147e-12,2.778431e-12
