,Reaction,Hour 1,Hour 2,Hour 3,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12
46,Vbf11,59.48738,105.9481,120.2741,123.1255,123.8373,117.5293,104.6143,117.393,122.414,100.3687,61.28636,28.60424
47,Vqi,126.7778,226.8469,258.9858,265.6905,267.3947,252.6823,223.922,252.372,264.0003,214.6532,130.6214,60.89889
48,Vipc,12144.87,21723.5,24737.19,25352.63,25504.6,24183.32,21440.44,24128.42,25198.44,20561.54,12513.39,5831.726
49,Vicp,12142.28,21718.42,24730.8,25345.7,25497.46,24177.27,21435.48,24122.34,25191.68,20556.82,12510.72,5830.535
50,Vinc,49.30615,96.77486,121.8873,132.0957,136.108,115.3364,94.56453,115.8344,128.7998,89.86239,50.92495,22.66256
51,Vinp,54.49627,106.9617,134.7176,146.0005,150.4352,127.477,104.5187,128.0275,142.3577,99.32158,56.28547,25.04809
52,Vdp,44.25548,88.19439,112.7346,123.0949,127.2238,106.1864,86.04566,106.7454,119.7219,81.64907,45.72751,20.18378
53,Vdc,44.24604,88.17376,112.7055,123.0613,127.1881,106.1598,86.02573,106.7185,119.6898,81.63033,45.71773,20.17966
54,Vfp,7.651267,13.6858,15.58443,15.97216,16.0679,15.23549,13.50748,15.20091,15.87502,12.95377,7.883437,3.673987
55,Vfc,7.649635,13.6826,15.5804,15.96779,16.0634,15.23168,13.50435,15.19708,15.87076,12.9508,7.881752,3.673237
56,Vsfd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,VsATP,1.477703,1.63166,1.885969,2.003577,2.040781,1.807793,1.620366,1.80458,1.969922,1.590887,1.481066,1.4024
58,VgPQH2,266.5878,283.0777,696.3853,656.4511,1424.498,201.8628,737.8626,375.0766,636.7323,288.07,260.4532,41.42654
59,Vbf12,1.394219e-08,4.133128e-09,-7.604575e-11,-3.147799e-09,3.215093e-08,4.895163e-07,5.100335e-08,4.696402e-10,4.608638e-07,1.189679e-07,4.113411e-07,3.071535e-07
60,Vbf13,4.06854e-09,9.822192e-10,-2.076322e-11,-9.14719e-10,9.160605e-09,1.372412e-07,1.406318e-08,1.234561e-10,1.312133e-07,3.26313e-08,1.084066e-07,8.213303e-08
61,Vbf14,-3.943184e-09,1.743523e-09,2.728587e-12,3.694966e-10,-2.353366e-09,-4.833099e-08,-5.413061e-09,1.011158e-11,-4.378586e-08,-1.199029e-08,-3.887265e-08,-3.349945e-08
62,Vbf15,100.9972,180.1413,204.8658,209.8638,211.1192,200.0922,177.8562,199.8558,208.6123,170.5928,104.054,48.54863
63,Vbf16,100.9972,180.1413,204.8658,209.8638,211.1192,200.0944,177.8562,199.8558,208.6123,170.5928,104.054,48.54863
64,vbfn2,37.60836,66.71787,75.37286,77.01856,77.42181,73.75155,65.89518,73.66981,76.61218,63.2663,38.7433,18.09914
65,VsNADPH,0.7641443,0.977329,0.8936584,0.9133163,0.8545057,1.154039,0.8248829,0.972647,0.9136083,0.9448172,0.7758949,0.9873828
66,vA_d,19.96924,46.14241,64.90606,75.13739,77.70039,61.62996,42.90605,60.83846,71.80562,41.50082,20.74662,9.586895
67,vA_f,0.6904907,1.432055,1.794522,1.949887,1.962655,1.768518,1.347082,1.732721,1.904271,1.316836,0.7153447,0.3490143
68,vA_U,5480.085,11365.51,14242.24,15475.3,15576.63,14035.86,10691.12,13751.75,15113.27,10451.08,5677.339,2769.954
69,vU_A,5407.454,11229.98,14078.32,15302.45,15398.77,13881.03,10556.45,13595.16,14943.28,10323.87,5602.448,2737.011
70,vU_f,0.6813392,1.414978,1.773869,1.928109,1.940245,1.74901,1.330113,1.71299,1.882853,1.300808,0.7059084,0.3448634
71,vU_d,17.02096,40.42191,60.76538,70.37451,74.77663,53.00868,39.93436,54.93696,67.0954,36.28457,17.65524,5.775901
72,v1,297.3879,613.5587,1337.58,1368.874,2534.107,605.2416,1087.735,850.7577,1314.332,575.3798,303.783,66.91569
73,v_r1,222.1708,480.123,1186.835,1214.837,2379.264,457.7394,955.9443,703.418,1161.11,448.8459,226.2963,30.71734
74,vS1_S2,18.80418,33.35894,37.68643,38.50928,38.71091,36.87552,32.94759,36.83491,38.30609,31.63311,19.37165,9.049594
75,vS2_S3,18.80418,33.35894,37.68643,38.50928,38.71091,36.87552,32.94759,36.83491,38.30609,31.63311,19.37165,9.049594
76,vS3_S0,18.80418,33.35894,37.68643,38.50928,38.71091,36.87552,32.94759,36.83491,38.30609,31.63311,19.37165,9.049594
77,vS0_S1,18.80418,33.35894,37.68643,38.50928,38.71091,36.87552,32.94759,36.83491,38.30609,31.63311,19.37165,9.049594
78,vz_1,1.294572,2.648064,6.199194,6.330887,12.1711,2.531588,5.073283,3.770498,6.063291,2.489762,1.318066,0.2255177
79,v1z_1,0.3236431,0.6620161,1.549799,1.582722,3.042775,0.632897,1.268321,0.9426246,1.515823,0.6224406,0.3295165,0.05637942
80,v2z_1,0.3236431,0.6620161,1.549799,1.582722,3.042775,0.632897,1.268321,0.9426246,1.515823,0.6224406,0.3295165,0.05637942
81,v3z_1,0.3236431,0.6620161,1.549799,1.582722,3.042775,0.632897,1.268321,0.9426246,1.515823,0.6224406,0.3295165,0.05637942
82,v0z_1,0.3236431,0.6620161,1.549799,1.582722,3.042775,0.632897,1.268321,0.9426246,1.515823,0.6224406,0.3295165,0.05637942
83,vz_2,73.92214,130.7877,144.5465,147.7062,142.6725,144.9705,126.7171,143.5691,147.1611,124.0427,76.16852,35.97286
84,v1z_2,18.48054,32.69692,36.13663,36.92656,35.66813,36.24263,31.67927,35.89228,36.79027,31.01067,19.04213,8.993214
85,v2z_2,18.48054,32.69692,36.13663,36.92656,35.66813,36.24263,31.67927,35.89228,36.79027,31.01067,19.04213,8.993214
86,v3z_2,18.48054,32.69692,36.13663,36.92656,35.66813,36.24263,31.67927,35.89228,36.79027,31.01067,19.04213,8.993214
87,v0z_2,18.48054,32.69692,36.13663,36.92656,35.66813,36.24263,31.67927,35.89228,36.79027,31.01067,19.04213,8.993214
88,v1z,18.80418,33.35894,37.68643,38.50928,38.71091,36.87552,32.94759,36.83491,38.30609,31.63311,19.37165,9.049594
89,v2z,18.80418,33.35894,37.68643,38.50928,38.71091,36.87552,32.94759,36.83491,38.30609,31.63311,19.37165,9.049594
90,v3z,18.80418,33.35894,37.68643,38.50928,38.71091,36.87552,32.94759,36.83491,38.30609,31.63311,19.37165,9.049594
91,v0z,18.80418,33.35894,37.68643,38.50928,38.71091,36.87552,32.94759,36.83491,38.30609,31.63311,19.37165,9.049594
92,vAB1,38.88556,68.44166,76.03158,77.69557,77.71785,76.33209,66.5208,74.92703,77.31909,64.92266,40.08916,34.15979
93,vBA1,1.277196,1.723784,0.6587189,0.6770118,0.296036,2.581028,0.6256115,1.257221,0.7068922,1.656431,1.345847,16.06058
94,vAB2,76.42761,120.6037,86.63186,89.22769,80.17256,170.3402,75.95561,107.7341,89.65799,114.1368,80.12757,387.2126
95,vBA2,38.81925,53.88583,11.25899,12.20913,2.750749,96.5891,10.06042,34.06433,13.04579,50.87054,41.38425,369.1134
96,v3,5.17437,7.626939,3.920298,4.007348,1.959219,9.748873,3.711604,6.388367,4.153337,7.327137,5.38933,7.645547
97,v_r3,0.1539928,0.2112402,0.07993207,0.08268106,0.02870439,0.293663,0.07609435,0.1589267,0.0867807,0.20347,0.1613157,0.6877993
98,v3_n,33.45935,60.81113,72.99208,74.59985,76.67635,66.03979,63.53405,69.03166,74.05379,57.57361,34.41526,12.0043
99,v_r3_n,0.8713175,1.508948,1.459581,1.505956,1.185056,1.743739,1.274364,1.591289,1.508441,1.430636,0.899787,0.8628303
100,v_pq_ox,2800.903,2755.901,2399.629,2422.848,1906.023,2855.514,2394.673,2654.732,2438.662,2754.5,2805.581,3157.332
101,Ic,20.42448,40.08782,50.49036,54.71903,56.3811,47.77669,39.17221,47.983,53.35377,37.22441,21.09505,9.387692
102,Ia,93.29018,183.1038,230.6181,249.9329,257.5245,218.2233,178.9217,219.1656,243.6969,170.025,96.35305,42.87892
103,v2_1,73.95466,130.8893,144.6036,147.7694,142.7032,145.1428,126.7578,143.6661,147.2245,124.1327,76.20368,36.00889
104,v2_2,2086.831,3567.476,1796.489,1940.722,984.1141,5400.974,1481.951,3073.601,1982.994,3321.227,2196.074,4898.529
105,v2_00_1,1.23653,2.2002,4.817246,4.675426,8.118236,1.845505,4.479594,2.954799,4.555934,2.127902,1.250868,0.2501915
106,v2_01_1,2.872498,4.948028,9.526252,9.275505,15.95827,4.631729,8.819363,6.205307,9.050218,4.771638,2.927881,1.844557
107,v2_02_1,69.84563,123.7411,130.2601,133.8184,118.6267,138.6655,113.4589,134.506,133.6184,117.2331,72.02493,33.91414
108,v2_00_2,34.89203,59.96793,59.84727,61.40447,55.98523,68.67394,52.37181,63.21515,61.36472,56.93299,36.04813,34.03521
109,v2_01_2,81.05532,134.8618,118.3498,121.8194,110.0519,172.3534,103.1089,132.7567,121.8991,127.6674,84.37709,250.9274
110,v2_02_2,1970.884,3372.646,1618.292,1757.498,818.077,5159.947,1326.47,2877.629,1799.73,3136.627,2075.649,4613.567
111,vr2_00_1,0.000482291,0.001560629,0.001938631,0.002028904,0.0019614,0.001947707,0.001467997,0.001893165,0.002010507,0.001397558,0.000513082,0.0002011011
112,vr2_01_1,0.0007181202,0.002083368,0.00167342,0.001765188,0.001532842,0.003292756,0.001269853,0.002062194,0.001766176,0.001861338,0.0007769048,0.00172693
113,vr2_02_1,0.0311335,0.09796851,0.05345118,0.05935137,0.02716908,0.1669536,0.03800394,0.09300544,0.06048382,0.08604567,0.03382292,0.03411829
114,vr2_1,0.03233392,0.1016125,0.05706323,0.06314546,0.03066332,0.1721941,0.04074179,0.09696079,0.06426051,0.08930457,0.03511291,0.03604632
115,vr2_00_2,31.10772,54.75087,60.82221,62.1532,62.17099,61.06242,53.21443,59.93862,61.85206,51.93595,32.07055,27.32746
116,vr2_01_2,46.31868,73.08988,52.50152,54.07455,48.58686,103.231,46.03179,65.29014,54.33535,69.1709,48.56099,234.6711
117,vr2_02_2,2008.108,3436.987,1676.966,1818.163,861.1852,5234.151,1377.631,2944.601,1860.749,3197.623,2114.126,4636.306
118,vr2_2,2085.534,3564.827,1790.29,1934.391,971.943,5398.444,1476.877,3069.83,1976.937,3318.73,2194.757,4898.304
119,vP680qU,0.1359046,0.3445321,1.122921,1.224876,2.682037,0.3416868,0.7859447,0.5878567,1.138203,0.3139079,0.1384016,0.01155913
120,vP680qA,0.13773,0.3486901,1.135995,1.238711,2.713016,0.3454978,0.795971,0.5946279,1.15115,0.3177757,0.1402516,0.01169826
121,vU_P680,75.35262,133.7803,151.8686,155.262,157.5257,147.8438,132.5763,147.9275,154.3626,126.8464,77.62498,36.20994
122,vP680_d,0.1359025,0.3445339,1.122921,1.224876,2.682037,0.3416923,0.7859424,0.5878567,1.138203,0.3139248,0.1383806,0.01156021
123,vP680_f,-0.0003818433,-1.503164e-05,-1.354015e-08,6.368575e-07,-1.624137e-06,-6.67234e-05,-1.161623e-05,-9.579146e-10,0.001986181,-0.001456699,-6.834678e-05,2.424021e-05
124,Vva,0.0,0.0,0.0003115136,0.007368183,0.01001537,0.0,0.0,0.0,0.005077965,0.0,0.0,0.0
125,Vaz,0.0,0.0,3.212454e-06,0.001932078,0.003707416,0.0,0.0,0.0,0.0008925854,0.0,0.0,0.0
126,Vza,7.322813e-12,2.353956e-11,3.21536e-06,0.00193208,0.003707447,2.822417e-11,2.656239e-11,6.580315e-79,0.0008923065,8.579296e-12,2.149642e-11,6.528548e-80
127,Vav,1.661946e-10,4.866889e-10,0.0003116297,0.007368185,0.01001543,5.806256e-10,5.558762e-10,1.069814e-76,0.0050773,1.933374e-10,4.393526e-10,1.080924e-77
128,Vvf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,Vv2ABA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,VABAdg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,ve2GAPDH,1.058215e-11,2.300623e-11,3.557972e-14,5.181582e-14,-1.412857e-12,-7.792926e-11,1.54812e-11,-4.660842e-14,7.45971e-12,3.562675e-11,1.585867e-10,1.716356e-09
132,ve2FBPase,7.10308e-12,2.383964e-12,-3.389783e-14,6.588739e-14,-1.651904e-12,-7.901006e-12,2.653477e-12,-2.114643e-13,-2.484883e-13,4.416881e-12,1.56243e-11,5.241558e-11
133,ve2SBPase,2.901946e-11,1.091562e-11,-8.43648e-14,5.630453e-14,-6.240361e-12,-3.554944e-11,1.147753e-11,-8.879625e-13,-4.241369e-13,1.913592e-11,7.157881e-11,2.521551e-10
134,ve2PRK,6.466528e-12,2.243734e-11,3.320282e-14,4.434576e-14,-1.557148e-12,-7.599394e-11,1.44009e-11,9.193125e-15,7.695812e-12,3.485984e-11,1.56698e-10,2.014512e-09
135,ve2ATPase,7.266306e-13,2.523717e-12,3.734153e-15,4.98617e-15,-1.750436e-13,-8.547248e-12,1.619659e-12,1.030098e-15,8.657024e-13,3.921088e-12,1.762859e-11,2.267232e-10
136,ve2ATPGPP,2.432249e-11,2.245046e-11,4.846727e-14,6.240432e-14,-3.099176e-12,-7.490498e-11,1.821504e-11,-7.52741e-13,5.589729e-12,3.521283e-11,1.532962e-10,1.024305e-09
137,ve2MDH,1.637023e-14,8.700603e-14,1.232196e-16,1.550409e-16,-5.795792e-15,-2.944684e-13,5.269757e-14,-1.314595e-17,3.059524e-14,1.351118e-13,6.089552e-13,8.152448e-12
138,ve2Fd,6.839837,10.6523,13.18917,12.87517,13.41006,8.938678,11.53398,12.24773,12.90151,10.35858,7.019016,3.253762
139,veFd2Thio,8.373043e-11,1.066282e-10,3.638717e-14,3.302149e-13,-1.581572e-11,-1.349725e-10,7.790649e-11,-1.97278e-12,2.717971e-11,2.087026e-10,7.310723e-10,7.180012e-09
140,veFd2Calvin,0.8139986,2.091527,2.008855,2.127683,1.925266,3.544016,1.561034,2.284982,2.117714,1.859711,0.8537382,0.5976044
141,ve2RuACT,2.569957e-12,2.386665e-12,5.134874e-15,6.624696e-15,-3.253634e-13,-7.964712e-12,1.933059e-12,-7.929963e-14,5.962362e-13,3.742601e-12,1.62967e-11,1.093066e-10
