,Reaction,Hour 1,Hour 2,Hour 3,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13
0,vc,5.678395,9.978757,17.19783,25.38457,26.27764,26.34126,26.38349,26.42096,26.3847,26.33433,13.67674,20.49044,9.439428
1,vo,2.060708,3.621323,6.241147,9.212143,9.536242,9.559328,9.574652,9.588252,9.575094,9.556812,4.963332,7.436048,3.425599
2,v2,14.44637,25.38575,43.74844,64.57584,66.84994,67.01178,67.11919,67.21451,67.12228,66.99414,68.06733,52.1236,24.01383
3,v3,14.44637,25.38575,43.74843,64.57584,66.84995,67.01178,67.11919,67.2145,67.12228,66.99414,37.31904,52.1236,24.01383
4,v5,2.603296,4.602744,8.016954,12.40768,13.11067,13.14403,13.16502,13.18356,13.16563,13.14054,6.40868,9.635173,4.351061
5,v6,2.603296,4.602744,8.016954,12.40768,13.11067,13.14403,13.16502,13.18356,13.16563,13.14054,6.570081,9.635173,4.351061
6,v7,2.579701,4.53336,7.812993,11.53224,11.93796,11.96686,11.98605,12.00308,11.9866,11.96371,6.592558,9.308831,4.288342
7,v8,2.579701,4.53336,7.812992,11.53224,11.93796,11.96686,11.98605,12.00307,11.9866,11.96371,6.329571,9.308831,4.288342
8,v9,2.579701,4.53336,7.812992,11.53224,11.93796,11.96686,11.98605,12.00221,11.9866,11.96371,6.555889,9.308831,4.288342
9,v10,2.579701,4.53336,7.812992,11.53224,11.93796,11.96686,11.98605,12.00308,11.9866,11.96371,6.327514,9.308831,4.288342
10,v13,7.739103,13.60008,23.43898,34.59672,35.81389,35.90059,35.95814,36.0092,35.95979,35.89114,38.25601,27.92649,12.86503
11,v23,0.03866723,0.08460059,0.2189236,0.8880924,1.184664,1.189163,1.191007,1.192562,1.191058,1.188816,0.118743,0.3408983,0.07793032
12,v24,0.03866723,0.08460059,0.2189236,0.8880924,1.184664,1.189163,1.191007,1.192562,1.191058,1.188816,0.1174684,0.3408983,0.07793032
13,v25,0.01507256,0.01521647,0.01496359,0.01265146,0.01195311,0.01199733,0.01203103,0.01206161,0.01203179,0.01199085,0.02106401,0.0145567,0.0152124
14,v112,2.060708,3.621323,6.241147,9.212143,9.536242,9.559328,9.574652,9.588252,9.575094,9.556812,5.260811,7.436048,3.425599
15,v113,1.030354,1.810662,3.120573,4.606072,4.768121,4.779664,4.787326,4.794125,4.787547,4.778406,2.473654,3.718024,1.712799
16,v121,2.060708,3.621323,6.241147,9.212143,9.536242,9.559328,9.574652,9.588251,9.575094,9.556812,4.942611,7.436048,3.425599
17,v122,1.030354,1.810662,3.120573,4.606072,4.768121,4.779664,4.787326,4.794125,4.787547,4.778406,2.479978,3.718024,1.712799
18,v123,1.030354,1.810662,3.120573,4.606072,4.768121,4.779664,4.787326,4.794125,4.787547,4.778406,2.47935,3.718024,1.712799
19,v124,1.030354,1.810662,3.120575,4.606072,4.768121,4.779664,4.787326,4.794127,4.787547,4.778406,2.459833,3.718024,1.7128
20,v131,1.030354,1.810662,3.120574,4.606072,4.768121,4.779664,4.787326,4.794125,4.787547,4.778406,2.426095,3.718024,1.712799
21,vlin,1.030354,1.810662,3.120573,4.606072,4.768121,4.779664,4.787326,4.794125,4.787547,4.778406,2.47513,3.718024,1.712799
22,v2out,2.060708,3.621323,6.241147,9.212143,9.536242,9.559328,9.574652,9.588251,9.575094,9.556812,4.952509,7.436048,3.425599
23,v51,0.7503378,1.290091,2.137773,2.581881,2.407357,2.411567,2.415503,2.419079,2.415617,2.410964,1.754044,2.46338,1.223343
24,v52,0.7503377,1.290091,2.137773,2.581881,2.407357,2.411567,2.415503,2.419079,2.415617,2.410964,1.809316,2.46338,1.223343
25,v55,0.375169,0.6450473,1.068887,1.290941,1.203678,1.205783,1.207751,1.20954,1.20781,1.205482,0.2343717,1.23169,0.6116714
26,v56,0.3751689,0.6450456,1.068887,1.290941,1.203679,1.205783,1.207751,1.20954,1.207808,1.205482,0.8974054,1.23169,0.6116713
27,v57,0.3751689,0.6450456,1.068887,1.290941,1.203679,1.205783,1.207751,1.209539,1.207808,1.205482,0.9158358,1.23169,0.6116713
28,v58,0.07665682,0.07206634,0.06664479,0.0644185,0.06525136,0.06523066,0.06521132,0.06519388,0.06521079,0.06523362,0.06980444,0.06497835,0.07257651
29,v59,0.07665673,0.07206632,0.06664448,0.0644185,0.06525136,0.06523066,0.06521133,0.06519376,0.06521077,0.06523362,0.06713252,0.06497835,0.07257647
30,v60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,v62,0.3751689,0.6450456,1.068887,1.290941,1.203679,1.205783,1.207751,1.209539,1.207808,1.205482,0.9683616,1.23169,0.6116713
32,vdhap_in,24.05,22.10024,20.04061,19.14946,19.49225,19.48389,19.47607,19.46897,19.47585,19.48508,21.06264,19.3814,22.30111
33,vgap_in,24.05,22.10024,20.04061,19.14946,19.49225,19.48389,19.47607,19.46897,19.47585,19.48508,21.06264,19.3814,22.30111
34,vpga_in,24.05,22.10024,20.04061,19.14946,19.49225,19.48389,19.47607,19.46897,19.47585,19.48508,21.06264,19.3814,22.30111
35,vpga_use,0.001481289,0.003747996,0.00894154,0.01152221,0.009705666,0.009733882,0.009762961,0.009789563,0.009763806,0.009729501,0.002855632,0.0113644,0.003421082
36,Vbf1,40.22795,71.31374,123.6402,184.1225,190.9435,191.217,191.3889,191.512,191.3919,191.1921,115.4985,147.6404,67.41816
37,Vbf2,40.22795,71.31374,123.6402,184.1225,190.9435,191.217,191.3889,191.512,191.3919,191.1921,120.8121,147.6404,67.41816
38,Vbf3,40.22795,71.31374,123.6402,184.1225,190.9435,191.217,191.3889,191.512,191.3919,191.1921,120.8121,147.6404,67.41816
39,Vbf4,40.22795,71.31374,123.6402,184.1225,190.9435,191.217,191.3889,191.512,191.3919,191.1921,119.5803,147.6404,67.41816
40,Vbf5,15.56738,27.29675,47.00642,69.39484,71.89596,72.08978,72.22419,72.34048,72.22827,72.07114,38.8233,56.0016,25.82982
41,Vbf6,24.66057,44.01699,76.63379,114.7276,119.0475,119.1272,119.1647,119.1715,119.1636,119.1209,80.54537,91.63884,41.58835
42,Vbf7,24.66056,44.01699,76.63323,114.7276,119.0482,119.1272,119.1647,119.1714,119.1636,119.1209,78.02135,91.63884,41.58836
43,Vbf8,40.22795,71.31374,123.6402,184.1225,190.9435,191.217,191.3889,191.512,191.3919,191.1921,121.1076,147.6404,67.41816
44,Vbf9,40.22795,71.31374,123.6401,184.1225,190.9435,191.217,191.3889,191.4481,191.3916,191.1921,119.4133,147.6404,67.41816
45,Vbf10,40.22794,71.31374,123.6407,184.1225,190.9435,191.217,191.3889,191.4216,191.3926,191.1921,118.7974,147.6404,67.41816
46,Vbf11,23.94649,42.32209,73.23891,108.8057,112.8066,113.0072,113.1387,113.2414,113.1417,112.9885,61801080000.0,87.40001,40.02059
47,Vqi,49.32113,88.03398,153.2676,229.4553,238.095,238.2544,238.3294,238.343,238.3272,238.2418,149.6549,183.2777,83.17668
48,Vipc,4831.443,8569.801,14876.09,22202.92,23044.19,23082.89,23110.74,23131.64,23112.49,23085.81,27179.57,17776.55,8101.295
49,Vicp,4830.432,8567.967,14872.76,22197.08,23035.85,23073.29,23100.19,23120.12,23101.9,23076.35,27172.51,17772.45,8099.563
50,Vinc,19.23765,34.92848,63.44441,111.1963,158.9499,183.18,201.5288,219.8776,202.1214,180.3534,134.415,78.1204,32.99075
51,Vinp,21.26267,38.60516,70.12277,122.9012,175.6814,202.4621,222.7424,243.0226,223.3973,199.338,148.5639,86.3436,36.46346
52,Vdp,17.20847,31.37178,57.41913,103.0763,152.8281,178.3189,197.6243,216.9348,198.2472,175.3405,124.3847,71.04226,29.62701
53,Vdc,17.20487,31.36507,57.40627,103.0492,152.7728,178.2448,197.534,216.8268,198.1564,175.2687,124.3524,71.02587,29.62067
54,Vfp,3.043809,5.398975,9.371938,13.98784,14.51784,14.54222,14.55977,14.57293,14.56087,14.54406,17.12313,11.19923,5.103816
