,Reaction,Hour 1,Hour 2,Hour 3,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13
0,vc,8.940691,14.92095,18.36164,21.58194,31.48948,33.25282,33.25363,33.25506,33.22139,32.71039,27.00095,17.25589,11.51436
1,vo,2.186582,3.649144,4.490618,5.278193,7.701231,8.132482,8.13268,8.133032,8.124796,7.999825,6.603494,4.220191,2.816012
2,v2,21.15741,35.30661,43.4466,51.065,74.51115,78.69022,78.69213,78.69554,78.6158,77.40442,63.88585,40.83066,27.24688
3,v3,21.15741,35.30661,43.4466,51.065,74.51115,78.69022,78.69213,78.69554,78.6158,77.40442,63.88585,40.83066,27.24688
4,v5,3.758991,6.314123,7.806019,9.229689,14.30313,15.71477,15.71524,15.71597,15.69464,15.24606,11.76278,7.324046,4.854451
5,v6,3.758991,6.314123,7.806019,9.229689,14.30313,15.71477,15.71524,15.71597,15.69464,15.24606,11.76278,7.324046,4.854451
6,v7,3.709091,6.19003,7.617418,8.953379,13.06357,13.7951,13.79544,13.79603,13.78206,13.57007,11.20148,7.158693,4.77679
7,v8,3.709091,6.19003,7.617418,8.953379,13.06356,13.7951,13.79544,13.79603,13.78206,13.57007,11.20148,7.158694,4.77679
8,v9,3.709091,6.19003,7.617418,8.953379,13.06356,13.7951,13.79544,13.79603,13.78206,13.57007,11.20148,7.158694,4.77679
9,v10,3.709091,6.19003,7.617418,8.953379,13.06356,13.7951,13.79544,13.79603,13.78206,13.57007,11.20148,7.158694,4.77679
10,v13,11.12727,18.57009,22.85225,26.86014,39.1907,41.3853,41.38631,41.3881,41.34619,40.71022,33.60445,21.47608,14.33037
11,v23,0.06420433,0.1384817,0.2029568,0.290587,1.253475,1.933843,1.933985,1.934121,1.926734,1.689979,0.5753482,0.1797255,0.0920293
12,v24,0.06420433,0.1384817,0.2029568,0.290587,1.253476,1.933843,1.933985,1.934121,1.926734,1.689979,0.5753482,0.1797255,0.0920293
13,v25,0.01430395,0.01438993,0.01435616,0.01427697,0.01390699,0.01417584,0.01417714,0.01417841,0.01415169,0.01398671,0.01405098,0.01437289,0.01436759
14,v112,2.186582,3.649144,4.490618,5.278193,7.701231,8.132482,8.13268,8.133032,8.124796,7.999825,6.603494,4.220191,2.816012
15,v113,1.093291,1.824572,2.245309,2.639097,3.850619,4.066241,4.06634,4.066516,4.062398,3.999912,3.301747,2.110095,1.408006
16,v121,2.186582,3.649144,4.490618,5.278193,7.701231,8.132482,8.13268,8.133032,8.124796,7.999825,6.603494,4.220191,2.816012
17,v122,1.093291,1.824572,2.245309,2.639097,3.850619,4.066241,4.06634,4.066516,4.062398,3.999912,3.301747,2.110095,1.408006
18,v123,1.093291,1.824572,2.245309,2.639097,3.850619,4.066241,4.06634,4.066516,4.062398,3.999912,3.301747,2.110095,1.408006
