,Reaction,Hour 1,Hour 2,Hour 3,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14
28,v58,0.07239182,0.0653086,0.06123569,0.06286188,0.06285139,0.06282691,0.06281885,0.06281231,0.06281748,0.0628275,0.06286058,0.06250159,0.06146921,0.07040886
29,v59,0.07239201,0.06530798,0.06123564,0.06286188,0.06285139,0.06282691,0.06281885,0.06281231,0.06281748,0.0628275,0.06286058,0.06250155,0.06146922,0.07040956
30,v60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,v62,0.6236323,1.197925,1.685901,1.470135,1.471423,1.474435,1.475428,1.476234,1.475597,1.474363,1.470294,1.515098,1.652715,0.7603093
32,vdhap_in,22.22815,19.5151,17.63199,18.46068,18.45576,18.44425,18.44046,18.43738,18.43982,18.44453,18.46007,18.28895,17.76067,21.46337
33,vgap_in,22.22815,19.5151,17.63199,18.46068,18.45576,18.44425,18.44046,18.43738,18.43982,18.44453,18.46007,18.28895,17.76067,21.46337
34,vpga_in,22.22815,19.5151,17.63199,18.46068,18.45576,18.44425,18.44046,18.43738,18.43982,18.44453,18.46007,18.28895,17.76067,21.46337
35,vpga_use,0.003795829,0.0117659,0.01990811,0.01417278,0.01418503,0.01423995,0.0142581,0.01427285,0.01426122,0.01423868,0.01416486,0.01523607,0.02059025,0.005341715
36,Vbf1,56.88926,113.6556,204.9828,218.5807,218.8231,218.8695,218.8758,218.8803,218.8788,218.8763,218.7823,216.644,168.7313,70.02666
37,Vbf2,56.88926,113.6556,204.9828,218.5807,218.8231,218.8695,218.8758,218.8803,218.8788,218.8763,218.7823,216.644,168.7313,70.02666
38,Vbf3,56.88926,113.6556,204.9828,218.5807,218.8231,218.8695,218.8758,218.8803,218.8788,218.8763,218.7823,216.644,168.7313,70.02666
39,Vbf4,56.88926,113.6556,204.9828,218.5807,218.8231,218.8695,218.8758,218.8803,218.8788,218.8763,218.7823,216.644,168.7313,70.02666
40,Vbf5,22.18308,43.88939,78.17005,82.99162,83.26241,83.4634,83.53128,83.59049,83.54624,83.46094,83.17829,82.23483,64.80348,27.21537
41,Vbf6,34.70618,69.76624,126.8127,135.5891,135.5607,135.4061,135.3445,135.2898,135.3326,135.4153,135.604,134.4092,103.9278,42.81154
42,Vbf7,34.70618,69.76613,126.813,135.589,135.5607,135.4062,135.3445,135.29,135.3325,135.4153,135.604,134.4093,103.9278,42.81262
43,Vbf8,56.88926,113.6556,204.9828,218.5807,218.8231,218.8695,218.8758,218.8803,218.8788,218.8763,218.7823,216.644,168.7313,70.02666
44,Vbf9,56.88926,113.6556,204.9827,218.5807,218.8231,218.8695,218.8758,218.8803,218.8788,218.8763,218.7823,216.644,168.7314,70.02701
45,Vbf10,56.88926,113.6557,204.9826,218.5808,218.8231,218.8696,218.8758,218.8803,218.8788,218.8763,218.7823,216.644,168.7318,70.02763
46,Vbf11,33.93663,67.61589,121.5248,129.4302,129.6504,129.7566,129.7884,129.8158,129.7962,129.7585,129.5968,128.2742,100.2295,41.73477
47,Vqi,69.41236,139.5325,253.6254,271.1781,271.1213,270.8122,270.689,270.5796,270.6651,270.8307,271.208,268.8184,207.8557,85.62278
48,Vipc,6834.492,13670.85,24746.74,26437.22,26492.99,26537.77,26557.98,26582.52,26563.85,26542.77,26475.72,26184.97,20331.22,8414.946
49,Vicp,6833.079,13667.9,24740.46,26427.79,26481.08,26523.37,26542.72,26566.52,26548.44,26528.48,26464.71,26177.24,20326.58,8413.185
50,Vinc,26.90343,56.02043,119.533,179.8103,227.3169,274.9939,291.6808,305.8136,294.5755,272.9506,210.1192,147.2878,88.37265,33.54415
51,Vinp,29.73537,61.91732,132.1154,198.7376,251.245,303.9406,322.3841,338.0046,325.5835,301.6822,232.237,162.7917,97.67504,37.07511
52,Vdp,24.0166,50.36258,110.2497,172.6523,222.6442,272.827,290.3892,305.259,293.4342,270.6718,204.5444,138.5661,80.22579,30.01191
53,Vdc,24.01163,50.35175,110.2217,172.5907,222.5441,272.679,290.2223,305.0753,293.264,270.5261,204.4593,138.5252,80.20748,30.00563
54,Vfp,4.30573,8.612633,15.59044,16.65545,16.69058,16.71879,16.73153,16.74699,16.73523,16.72194,16.67971,16.49653,12.80867,5.301416
55,Vfc,4.30484,8.61078,15.58649,16.64951,16.68308,16.70973,16.72191,16.73691,16.72552,16.71294,16.67277,16.49166,12.80574,5.300306
56,Vsfd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,VsATP,1.417594,1.489539,1.82334,2.15792,2.161055,2.1607,2.160578,2.160474,2.160547,2.160692,2.161075,2.08961,1.575187,1.438273
58,VgPQH2,156.3838,380.7268,741.1094,639.7079,726.9634,1057.744,1048.698,446.0556,640.7411,390.3468,1063.527,680.7866,503.9506,121.0082
59,Vbf12,1.333332e-09,1.639377e-07,-1.002818e-07,1.226365e-07,-1.560237e-10,-1.267125e-07,-6.489852e-10,-1.675599e-08,-3.09626e-08,-3.219435e-09,-1.748445e-10,-7.16217e-08,9.012798e-08,-2.769147e-07
60,Vbf13,3.453989e-10,4.426865e-08,-2.834072e-08,3.895815e-08,-1.745184e-11,-5.099612e-08,-3.38074e-10,-7.333922e-09,-1.312741e-08,-9.801781e-10,-5.436052e-11,-2.114277e-08,2.456614e-08,-7.486104e-08
61,Vbf14,-1.536729e-11,-1.709832e-08,1.074029e-08,-1.238778e-08,-5.088355e-11,1.272466e-08,1.869353e-10,1.688552e-09,3.13976e-09,-7.209365e-12,7.651303e-12,7.226094e-09,-7.952227e-09,2.778906e-08
62,Vbf15,56.88926,113.6556,204.9828,218.5807,218.8231,218.8695,218.8758,218.8803,218.8788,218.8763,218.7823,216.644,168.7313,70.02666
63,Vbf16,56.88926,113.6556,204.9828,218.5807,218.8231,218.8695,218.8758,218.8803,218.8788,218.8763,218.7823,216.644,168.7313,70.02666
64,vbfn2,22.18308,43.88939,78.17005,82.99162,83.26241,83.4634,83.53128,83.59049,83.54624,83.46094,83.17829,82.23483,64.80348,27.21537
65,VsNADPH,0.5164869,0.6157228,0.7737606,0.8133899,0.7744918,0.7166174,0.7102423,0.8181837,0.7618634,0.860883,0.7446463,0.8138958,0.7266505,0.6386767
66,vA_d,9.591943,21.23699,59.42655,124.6784,179.2067,232.4611,251.768,273.8876,258.1811,236.0934,157.751,87.52205,37.48751,12.61391
67,vA_f,0.3439315,0.7263582,1.680706,2.405499,2.686856,2.849035,2.901254,3.005181,2.944932,2.917142,2.572781,2.08393,1.197034,0.4456337
68,vA_U,2729.615,5764.747,13338.94,19091.26,21324.25,22611.39,23025.82,23850.64,23372.48,23151.92,20418.9,16539.13,9500.271,3536.775
69,vU_A,2688.648,5680.717,13173.88,18878.14,21076.05,22326.4,22728.61,23548.92,23076.25,22874.49,20181.67,16350.06,9371.749,3486.367
70,vU_f,0.3387696,0.7157703,1.659909,2.378645,2.655582,2.813126,2.863805,2.967164,2.907607,2.882186,2.54289,2.060107,1.18084,0.4392823
71,vU_d,7.368182,18.53822,55.47739,117.2962,170.0453,223.3246,241.8438,255.3104,244.2949,218.4451,151.3494,82.08037,33.86414,9.392875
72,v1,120.9351,401.0633,1345.637,1588.422,1896.052,2686.645,2705.001,1414.045,1833.838,1261.398,2493.729,1499.181,765.7641,137.4788
73,v_r1,76.56898,313.2849,1189.296,1422.438,1729.527,2519.718,2537.939,1246.863,1666.746,1094.477,2327.373,1334.711,636.1571,83.04555
74,vS1_S2,11.09154,21.94469,39.08503,41.49581,41.63121,41.7317,41.76564,41.79524,41.77312,41.73047,41.58915,41.11742,32.40174,13.60765
75,vS2_S3,11.09154,21.94469,39.08503,41.49581,41.63121,41.7317,41.76564,41.79524,41.77312,41.73047,41.58915,41.11742,32.40174,13.60765
76,vS3_S0,11.09154,21.94469,39.08503,41.49581,41.63121,41.7317,41.76564,41.79524,41.77312,41.73047,41.58915,41.11742,32.40174,13.60765
77,vS0_S1,11.09154,21.94469,39.08503,41.49581,41.63121,41.7317,41.76564,41.79524,41.77312,41.73047,41.58915,41.11742,32.40174,13.60765
78,vz_1,0.4849075,1.781879,6.196403,7.33104,8.85768,12.78798,12.87766,6.453303,8.542712,5.69577,11.83461,6.899092,3.445287,0.5327479
79,v1z_1,0.1212269,0.4454698,1.549101,1.83276,2.21442,3.196996,3.219415,1.613326,2.135678,1.423942,2.958652,1.724773,0.8613217,0.133187
80,v2z_1,0.1212269,0.4454698,1.549101,1.83276,2.21442,3.196996,3.219415,1.613326,2.135678,1.423942,2.958652,1.724773,0.8613217,0.133187
81,v3z_1,0.1212269,0.4454698,1.549101,1.83276,2.21442,3.196996,3.219415,1.613326,2.135678,1.423942,2.958652,1.724773,0.8613217,0.133187
82,v0z_1,0.1212269,0.4454698,1.549101,1.83276,2.21442,3.196996,3.219415,1.613326,2.135678,1.423942,2.958652,1.724773,0.8613217,0.133187
83,vz_2,43.88125,85.99689,150.1437,158.6522,157.6671,154.1388,154.1849,160.7276,158.5498,161.2261,154.522,157.5706,126.1617,53.89784
84,v1z_2,10.97031,21.49922,37.53592,39.66305,39.41679,38.53471,38.54622,40.18191,39.63744,40.30653,38.63049,39.39264,31.54042,13.47446
85,v2z_2,10.97031,21.49922,37.53592,39.66305,39.41679,38.53471,38.54622,40.18191,39.63744,40.30653,38.63049,39.39264,31.54042,13.47446
86,v3z_2,10.97031,21.49922,37.53592,39.66305,39.41679,38.53471,38.54622,40.18191,39.63744,40.30653,38.63049,39.39264,31.54042,13.47446
87,v0z_2,10.97031,21.49922,37.53592,39.66305,39.41679,38.53471,38.54622,40.18191,39.63744,40.30653,38.63049,39.39264,31.54042,13.47446
88,v1z,11.09154,21.94469,39.08503,41.49581,41.63121,41.7317,41.76564,41.79524,41.77312,41.73047,41.58915,41.11742,32.40174,13.60765
89,v2z,11.09154,21.94469,39.08503,41.49581,41.63121,41.7317,41.76564,41.79524,41.77312,41.73047,41.58915,41.11742,32.40174,13.60765
90,v3z,11.09154,21.94469,39.08503,41.49581,41.63121,41.7317,41.76564,41.79524,41.77312,41.73047,41.58915,41.11742,32.40174,13.60765
91,v0z,11.09154,21.94469,39.08503,41.49581,41.63121,41.7317,41.76564,41.79524,41.77312,41.73047,41.58915,41.11742,32.40174,13.60765
92,vAB1,24.23429,44.95089,78.87417,83.65912,83.79527,83.80172,83.86782,84.41449,84.11366,84.43437,83.54477,82.93207,65.81688,30.78584
93,vBA1,2.051214,1.061489,0.7041245,0.6674999,0.5328567,0.3383169,0.3365454,0.8240184,0.5674128,0.9734304,0.366475,0.697245,1.013402,3.570563
94,vAB2,86.09035,70.26439,89.50368,95.42147,92.24442,87.59078,87.67086,104.4548,94.24869,110.6164,87.61089,94.43668,86.34268,140.421
95,vBA2,63.90727,26.37499,11.33363,12.42985,8.982004,4.12738,4.139588,20.86436,10.70245,27.15545,4.432603,12.20185,21.5392,113.2057
96,v3,4.99703,5.020833,4.199731,3.975736,3.264794,2.182855,2.17059,4.653331,3.428749,5.300021,2.357096,4.153429,5.427346,6.84941
97,v_r3,0.1943347,0.1352971,0.08461076,0.08115319,0.06301735,0.03609138,0.03591696,0.1025123,0.06803489,0.1219769,0.03939298,0.08435245,0.1287785,0.29367
98,v3_n,17.945,39.97415,75.54884,80.71499,81.63148,82.72819,82.81018,80.75187,81.79195,80.03452,82.27637,79.75563,60.8573,21.38998
99,v_r3_n,0.5646191,0.9703649,1.493752,1.617964,1.570844,1.411516,1.413574,1.712121,1.606441,1.751623,1.415777,1.589807,1.352383,0.7296082
100,v_pq_ox,2912.294,2698.403,2367.303,2417.495,2343.277,2105.441,2106.848,2535.289,2387.306,2593.173,2118.29,2396.249,2568.458,2962.435
101,Ic,11.14442,23.20578,49.51508,74.48422,94.16329,113.9129,120.8253,126.6796,122.0243,113.0665,87.03933,61.01217,36.6073,13.89526
102,Ia,50.90289,105.994,226.1635,340.2117,430.0972,520.3048,551.8775,578.6177,557.3544,516.4388,397.558,278.6772,167.2063,63.46753
103,v2_1,43.89846,86.0287,150.2022,158.7279,157.7346,154.1861,154.2325,160.8365,158.6263,161.3489,154.5687,157.6408,126.2175,53.93203
104,v2_2,1908.019,1760.188,1754.497,2150.759,1928.339,1384.22,1396.454,3033.666,2175.25,3420.615,1369.475,2004.803,2040.513,2938.486
105,v2_00_1,0.5440321,1.903311,5.300359,4.867384,5.310785,6.934158,6.885371,3.6291,4.801844,3.275822,7.013383,5.133089,3.375816,0.5620257
106,v2_01_1,1.672324,4.029431,10.44198,9.67847,10.52283,13.68538,13.59267,7.395836,9.560568,6.779212,13.82097,10.16713,6.823219,2.024334
107,v2_02_1,41.68211,80.09595,134.4598,144.1821,141.901,133.5665,133.7544,149.8116,144.2639,151.2938,133.7344,142.3406,116.0185,51.34567
108,v2_00_2,23.64601,38.94266,61.91299,65.95291,64.92546,62.25207,62.34162,68.45137,65.84791,69.44781,62.13839,65.28024,54.57558,30.62197
109,v2_01_2,72.68649,82.44408,121.9718,131.143,128.6438,122.8618,123.0709,139.4988,131.1045,143.7201,122.4534,129.3009,110.3085,110.2958
110,v2_02_2,1811.686,1638.802,1570.613,1953.663,1734.769,1199.106,1211.041,2825.716,1978.297,3207.447,1184.883,1810.222,1875.629,2797.569
111,vr2_00_1,0.0001749351,0.0006538974,0.002096961,0.002365786,0.0023558,0.002303894,0.002306616,0.002420366,0.002378917,0.002428012,0.002301638,0.002326817,0.00144398,0.0002747071
112,vr2_01_1,0.0004707898,0.0007743418,0.001802696,0.002044251,0.001964649,0.001824291,0.001826675,0.002268917,0.002019362,0.002409778,0.001828529,0.002007274,0.001435078,0.0009492423
113,vr2_02_1,0.01656641,0.0305469,0.05420397,0.0713616,0.06313845,0.04300439,0.04343533,0.1038144,0.07220557,0.1179202,0.04262598,0.06573855,0.05298812,0.03154602
114,vr2_1,0.01721213,0.03197514,0.05810362,0.07577164,0.0674589,0.04713258,0.04756862,0.1085037,0.07660385,0.122758,0.04675614,0.07007264,0.05586718,0.03276997
115,vr2_00_2,19.38717,35.95976,63.09614,66.92334,67.03211,67.03716,67.09001,67.52724,67.28666,67.54316,66.83177,66.34193,52.65139,24.62824
116,vr2_01_2,52.17527,42.58336,54.24191,57.82777,55.90228,53.08198,53.13049,63.30188,57.1168,67.03594,53.0943,57.23114,52.32679,85.10217
117,vr2_02_2,1835.972,1679.865,1630.961,2018.677,1796.547,1251.313,1263.356,2896.38,2042.304,3280.34,1237.714,1874.33,1932.089,2828.187
118,vr2_2,1907.534,1758.408,1748.299,2143.428,1919.481,1371.432,1383.576,3027.21,2166.708,3414.919,1357.64,1997.903,2037.067,2937.917
119,vP680qU,0.03832366,0.203672,1.093871,1.953932,3.141294,5.843105,6.263352,2.945925,3.957702,2.245574,4.024688,1.473255,0.4771383,0.04043778
120,vP680qA,0.03890759,0.2066848,1.107576,1.975992,3.178287,5.917692,6.345254,2.98367,4.008506,2.272809,4.071998,1.490292,0.4836816,0.04102245
121,vU_P680,44.40448,87.98244,157.434,167.9372,169.6661,172.7699,173.3259,170.1269,171.0502,169.1675,170.3813,165.9429,130.0841,54.47108
122,vP680_d,0.03832366,0.2036729,1.093871,1.953932,3.141294,5.843105,6.263352,2.945924,3.957702,2.245574,4.024688,1.473255,0.4771448,0.04043249
123,vP680_f,1.196455e-10,0.0003530128,-0.0009188664,6.565126e-05,-7.64608e-07,-0.0002913179,-2.147628e-08,-0.000822787,0.0001675854,8.713927e-10,-4.4075e-08,-0.0004256371,-1.780324e-05,-0.002620593
124,Vva,0.0,0.0,0.0,0.02397114,0.02466402,0.0226753,0.02194773,0.02135836,0.02182542,0.02276933,0.02506366,0.01495511,0.0,0.0
125,Vaz,0.0,0.0,0.0,0.03515074,0.06248903,0.07768878,0.0813802,0.08405572,0.08195566,0.07717296,0.0544441,0.009083101,0.0,0.0
126,Vza,1.256469e-11,9.935288e-12,1.423897e-11,0.03515056,0.06248896,0.07768877,0.0813802,0.08405564,0.08195566,0.07717279,0.054444,0.00908298,1.879778e-11,1.616266e-11
127,Vav,2.681601e-10,2.184123e-10,3.101922e-10,0.02397091,0.02466393,0.02267528,0.02194773,0.0213583,0.02182541,0.02276917,0.02506355,0.0149549,3.899687e-10,3.357934e-10
128,Vvf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,Vv2ABA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,VABAdg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,ve2GAPDH,1.025578e-11,3.878111e-11,-6.322226e-12,-1.136217e-12,-5.220823e-15,1.64451e-12,7.923462e-13,-2.367175e-11,-6.177016e-13,-1.215751e-12,2.885234e-13,-7.598403e-12,-1.168108e-11,1.524401e-10
132,ve2FBPase,2.758863e-11,-9.680244e-12,-1.682371e-12,-1.255913e-13,9.550647e-14,2.510965e-13,6.705813e-13,-2.348139e-12,-7.971529e-14,-3.102301e-12,2.844142e-13,-8.070987e-13,-2.282948e-12,1.756472e-11
133,ve2SBPase,1.147024e-10,-3.767871e-11,-6.892381e-12,-7.146823e-13,2.782193e-14,8.852945e-13,2.586106e-12,-1.086454e-11,-4.479901e-13,-1.370502e-11,1.074518e-12,-3.739482e-12,-8.390109e-12,7.726803e-11
134,ve2PRK,5.361795e-12,3.554788e-11,-5.685187e-12,-1.091748e-12,-3.489648e-15,1.601482e-12,2.796942e-13,-2.318336e-11,-5.860812e-13,-2.70525e-13,2.51456e-14,-7.375118e-12,-1.076461e-11,1.505263e-10
135,ve2ATPase,6.030166e-13,3.998846e-12,-6.393733e-13,-1.227958e-13,-3.919215e-16,1.801371e-13,3.141997e-14,-2.60767e-12,-6.591925e-14,-3.036627e-14,2.810408e-15,-8.295412e-13,-1.210683e-12,1.693839e-11
136,ve2ATPGPP,8.357634e-11,2.821998e-11,-7.944643e-12,-1.173367e-12,-5.825013e-15,1.623954e-12,3.041943e-12,-2.276273e-11,-6.611126e-13,-1.18907e-11,1.293514e-12,-7.47984e-12,-1.221212e-11,1.541488e-10
137,ve2MDH,1.380162e-14,1.348838e-13,-2.091038e-14,-4.216896e-15,-6.234162e-18,6.213996e-15,7.009638e-16,-9.007403e-14,-2.237007e-15,-2.889128e-16,1.701113e-16,-2.842057e-14,-3.947987e-14,5.821597e-13
138,ve2Fd,4.016259,7.833186,13.99786,13.4103,13.70161,14.09416,14.13163,13.33345,13.77886,12.95609,13.92154,13.45215,11.26464,4.894931
139,veFd2Thio,2.537876e-10,9.225573e-11,-3.764397e-11,-5.711154e-12,8.608553e-14,8.027687e-12,7.855767e-12,-1.064698e-10,-3.45819e-12,-3.150593e-11,3.14687e-12,-3.406392e-11,-5.687178e-11,8.752511e-10
140,veFd2Calvin,0.3429866,0.7647027,1.702826,1.925174,1.814937,1.666383,1.652202,1.954257,1.7857,2.097061,1.731709,1.909338,1.315859,0.4927844
141,ve2RuACT,8.78689e-12,3.032947e-12,-8.42573e-13,-1.246624e-13,-6.201921e-16,1.726151e-13,3.216086e-13,-2.42025e-12,-7.021657e-14,-1.25278e-12,1.36728e-13,-7.951358e-13,-1.297922e-12,1.637863e-11
