,Reaction,Hour 1,Hour 2,Hour 3,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14
65,VsNADPH,0.4408098,0.6131506,0.9412298,0.8194322,0.734834,0.8448741,0.7489268,0.7861145,0.8017266,1.104822,0.7779134,0.7494091,0.7169106,0.51539
66,vA_d,9.18445,21.27719,61.27394,124.9842,177.6306,238.2335,254.34,272.828,260.0645,241.7634,159.3006,85.95305,37.37399,11.93745
67,vA_f,0.3290489,0.7265741,1.732838,2.407062,2.658203,2.915239,2.925751,2.987924,2.961102,2.985212,2.593349,2.043389,1.193607,0.4233843
68,vA_U,2611.499,5766.461,13752.69,19103.66,21096.85,23136.81,23220.24,23713.68,23500.81,23692.16,20582.13,16217.37,9473.074,3360.192
69,vU_A,2570.11,5682.471,13589.53,18890.84,20847.04,22857.66,22925.63,23410.88,23206.48,23420.47,20346.47,16026.69,9344.436,3309.086
70,vU_f,0.3238339,0.7159913,1.712281,2.380246,2.626727,2.880065,2.88863,2.949771,2.924017,2.950979,2.563655,2.019363,1.177399,0.4169448
71,vU_d,7.794942,18.59334,54.1651,117.3008,170.5244,221.081,241.4304,256.1382,243.4744,213.9298,151.139,82.5389,33.91003,9.900212
72,v1,173.7578,403.3872,764.231,1522.4,2554.827,1311.846,1960.521,1585.235,1506.108,818.9142,1879.178,2539.977,799.3555,191.8397
73,v_r1,129.4188,315.7066,607.9249,1356.63,2388.52,1145.13,1793.668,1418.269,1339.239,652.2388,1713.04,2375.67,669.7046,137.2331
74,vS1_S2,11.08471,21.92016,39.07661,41.44248,41.57673,41.67896,41.71324,41.74148,41.71726,41.66884,41.53449,41.07667,32.41273,13.65166
75,vS2_S3,11.08471,21.92016,39.07661,41.44248,41.57673,41.67896,41.71324,41.74148,41.71726,41.66884,41.53449,41.07667,32.41273,13.65166
76,vS3_S0,11.08471,21.92016,39.07661,41.44248,41.57673,41.67896,41.71324,41.74148,41.71726,41.66884,41.53449,41.07667,32.41273,13.65166
77,vS0_S1,11.08471,21.92016,39.07661,41.44248,41.57673,41.67896,41.71324,41.74148,41.71726,41.66884,41.53449,41.07667,32.41273,13.65166
78,vz_1,0.7699783,1.794545,3.282478,7.004062,12.13935,5.948358,9.175374,7.306845,6.913905,3.495471,8.777364,12.08894,3.616459,0.8233801
79,v1z_1,0.1924946,0.4486362,0.8206196,1.751015,3.034838,1.48709,2.293843,1.826711,1.728476,0.8738678,2.194341,3.022236,0.9041147,0.205845
80,v2z_1,0.1924946,0.4486362,0.8206196,1.751015,3.034838,1.48709,2.293843,1.826711,1.728476,0.8738678,2.194341,3.022236,0.9041147,0.205845
81,v3z_1,0.1924946,0.4486362,0.8206196,1.751015,3.034838,1.48709,2.293843,1.826711,1.728476,0.8738678,2.194341,3.022236,0.9041147,0.205845
82,v0z_1,0.1924946,0.4486362,0.8206196,1.751015,3.034838,1.48709,2.293843,1.826711,1.728476,0.8738678,2.194341,3.022236,0.9041147,0.205845
83,vz_2,43.56888,85.8861,153.024,158.7659,154.1676,160.7675,157.6776,159.6591,159.9551,163.1799,157.3606,152.2177,126.0345,53.78324
84,v1z_2,10.89222,21.47153,38.25599,39.69146,38.54189,40.19187,39.4194,39.91477,39.98878,40.79498,39.34014,38.05443,31.50861,13.44581
85,v2z_2,10.89222,21.47153,38.25599,39.69146,38.54189,40.19187,39.4194,39.91477,39.98878,40.79498,39.34014,38.05443,31.50861,13.44581
86,v3z_2,10.89222,21.47153,38.25599,39.69146,38.54189,40.19187,39.4194,39.91477,39.98878,40.79498,39.34014,38.05443,31.50861,13.44581
87,v0z_2,10.89222,21.47153,38.25599,39.69146,38.54189,40.19187,39.4194,39.91477,39.98878,40.79498,39.34014,38.05443,31.50861,13.44581
88,v1z,11.08471,21.92016,39.07661,41.44248,41.57673,41.67896,41.71324,41.74148,41.71726,41.66884,41.53449,41.07667,32.41273,13.65166
89,v2z,11.08471,21.92016,39.07661,41.44248,41.57673,41.67896,41.71324,41.74148,41.71726,41.66884,41.53449,41.07667,32.41273,13.65166
90,v3z,11.08471,21.92016,39.07661,41.44248,41.57673,41.67896,41.71324,41.74148,41.71726,41.66884,41.53449,41.07667,32.41273,13.65166
91,v0z,11.08471,21.92016,39.07661,41.44248,41.57673,41.67896,41.71324,41.74148,41.71726,41.66884,41.53449,41.07667,32.41273,13.65166
92,vAB1,22.88179,44.88663,79.95269,83.59179,83.50939,84.27115,83.94246,84.17823,84.18111,85.49032,83.60349,82.49161,65.77016,28.46308
93,vBA1,0.7123657,1.046303,1.799478,0.7068325,0.3559412,0.9132344,0.5159817,0.6952727,0.7465904,2.152638,0.5345229,0.3382695,0.9447005,1.159772
94,vAB2,40.40932,69.69106,133.0218,96.67904,87.46799,107.7908,92.43042,98.99485,100.9034,173.5577,91.89391,85.42622,83.92777,60.72451
95,vBA2,18.23989,25.85073,54.86858,13.79408,4.314535,24.43287,9.003937,15.5119,17.46889,90.22001,8.824934,3.272879,19.10231,33.4212
96,v3,3.068652,4.972393,8.290366,4.167374,2.292094,5.047703,3.160914,4.059499,4.303601,8.857871,3.279015,2.223543,5.156105,4.359708
97,v_r3,0.0897431,0.1335043,0.2221474,0.08663145,0.03818127,0.1143074,0.06093448,0.08545359,0.09238062,0.2483011,0.06308713,0.03343023,0.1196524,0.1374304
98,v3_n,19.6961,39.96933,71.8252,80.43851,82.3125,80.15871,81.90064,81.17413,80.90712,76.65957,81.41568,81.24429,61.12631,23.72185
99,v_r3_n,0.5055483,0.9678912,1.740523,1.634294,1.412967,1.734186,1.574125,1.665219,1.683819,1.931457,1.56263,1.281064,1.3373,0.6408179
100,v_pq_ox,2761.739,2695.377,2721.176,2443.861,2114.982,2572.331,2344.053,2472.758,2500.292,2824.087,2336.371,1941.203,2541.616,2814.25
101,Ic,11.14442,23.20578,49.51508,74.48422,94.16329,113.9129,120.8253,126.6796,122.0243,113.0665,87.03933,61.01217,36.6073,13.89526
102,Ia,50.90289,105.994,226.1635,340.2117,430.0972,520.3048,551.8775,578.6177,557.3544,516.4388,397.558,278.6772,167.2063,63.46753
103,v2_1,43.57772,85.91771,153.1575,158.8456,154.2143,160.8835,157.7476,159.7519,160.0534,163.4134,157.4264,152.2541,126.0869,53.8001
104,v2_2,980.1342,1742.252,3950.57,2262.361,1371.406,3242.484,1998.589,2615.899,2762.539,6423.041,1884.176,1086.477,1918.705,1515.172
105,v2_00_1,0.9060359,1.915012,2.688251,4.654915,6.980756,3.420043,5.139314,4.104502,3.918609,1.910403,5.405126,8.380337,3.55496,0.9255784
106,v2_01_1,1.986232,4.045324,5.925594,9.281734,13.76376,7.028558,10.20103,8.257851,7.918156,4.677303,10.69974,16.46099,7.133741,2.198192
107,v2_02_1,40.68545,79.95737,144.5436,144.909,133.4697,150.4349,142.4072,147.3896,148.2166,156.8257,141.3215,127.4128,115.3982,50.67633
108,v2_00_2,20.37823,38.83289,69.34121,66.29767,62.07888,68.92838,65.11275,67.21022,67.6356,75.08928,64.6919,59.80161,54.09695,26.06705
109,v2_01_2,44.67361,82.03166,152.8458,132.1952,122.3992,141.6553,129.2423,135.2203,136.6682,183.8436,128.0611,117.4647,108.5564,61.90767
110,v2_02_2,915.0824,1621.387,3728.383,2063.868,1186.928,3031.901,1804.234,2413.468,2558.235,6164.108,1691.423,909.2106,1756.051,1427.197
111,vr2_00_1,0.0001639934,0.0006520798,0.002166362,0.002365228,0.002295308,0.002416082,0.002360626,0.002397191,0.002401559,0.002487747,0.002345214,0.002235585,0.001441542,0.0002534692
112,vr2_01_1,0.0002194037,0.000766985,0.002730529,0.002072373,0.001821297,0.002341211,0.001969185,0.002135706,0.002180773,0.003826125,0.001952859,0.001753875,0.001393575,0.0004096693
113,vr2_02_1,0.008390565,0.03018686,0.1288026,0.07533622,0.0425866,0.1112408,0.06560737,0.08833097,0.09369117,0.2272109,0.0614659,0.03240847,0.04963533,0.01619409
114,vr2_1,0.008773962,0.03160593,0.1336995,0.07977382,0.0467032,0.1159981,0.06993718,0.09286387,0.0982735,0.2335248,0.06576398,0.03639793,0.05247044,0.01685722
115,vr2_00_2,18.3052,35.90836,63.95874,66.86947,66.80343,67.41261,67.14973,67.33828,67.34059,68.38762,66.87875,65.9896,52.61401,22.7701
116,vr2_01_2,24.49018,42.23589,80.61497,58.58989,53.00766,65.32357,56.0149,59.99304,61.14968,105.1794,55.68991,51.77057,50.86327,36.80214
117,vr2_02_2,936.5681,1662.313,3802.714,2129.897,1239.455,3103.8,1866.249,2481.26,2627.135,6245.978,1752.83,956.6277,1811.611,1454.776
118,vr2_2,979.3635,1740.457,3947.288,2255.356,1359.266,3236.536,1989.414,2608.592,2755.625,6419.545,1875.399,1074.388,1915.088,1514.348
119,vP680qU,0.07617928,0.2060398,0.4879705,1.853723,4.51371,2.392087,4.265102,3.427461,3.085719,1.200487,2.862744,2.828002,0.5076867,0.07817338
120,vP680qA,0.07740609,0.2090852,0.4938291,1.874606,4.567798,2.421301,4.319912,3.471792,3.124855,1.214414,2.895902,2.861648,0.5146757,0.07938072
121,vU_P680,44.41503,87.88668,156.7944,167.6236,170.8206,169.1079,171.1181,170.3934,169.9548,167.8759,169.0007,167.1347,130.1586,54.68479
122,vP680_d,0.07617865,0.2060338,0.4879688,1.853729,4.513711,2.392087,4.265102,3.42746,3.085719,1.200487,2.862744,2.828005,0.5076864,0.07817338
123,vP680_f,-0.0001477223,-1.075685e-06,0.0002897383,-4.980763e-05,6.41022e-07,-8.005377e-08,-6.725962e-05,2.846686e-06,3.852032e-07,-1.587202e-05,-4.218032e-05,-4.797887e-06,5.731702e-07,1.817901e-07
124,Vva,0.0,0.0,0.0,0.02400323,0.02465072,0.02265721,0.02192673,0.02133559,0.02180396,0.02276268,0.02505974,0.01506906,0.0,0.0
125,Vaz,0.0,0.0,0.0,0.03537703,0.0626571,0.07778691,0.08147985,0.08415421,0.08205568,0.07721554,0.0546291,0.009247208,0.0,0.0
126,Vza,2.043355e-11,1.487144e-11,3.211852e-79,0.03537694,0.0626571,0.07778691,0.08147984,0.08415421,0.08205563,0.07721409,0.05462896,0.009247502,1.554485e-11,9.05568e-81
127,Vav,4.194735e-10,3.148812e-10,5.270429e-77,0.02400309,0.02465072,0.02265721,0.02192672,0.02133558,0.0218039,0.02276149,0.02505958,0.01506955,3.29592e-10,1.532028e-78
128,Vvf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,Vv2ABA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,VABAdg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,ve2GAPDH,-3.873135e-12,5.830401e-12,-1.360518e-11,1.792392e-11,-2.490837e-13,-5.651048e-13,-8.30572e-13,-7.042564e-13,1.700543e-12,-6.337716e-11,-4.94607e-13,1.21827e-12,6.681879e-12,-2.311395e-11
132,ve2FBPase,-1.147476e-12,2.9496e-12,-1.329128e-12,2.408076e-12,-2.504333e-14,2.997626e-14,1.332709e-14,2.124972e-14,-1.663066e-12,-6.468179e-12,1.768178e-14,7.034426e-13,3.40169e-12,-7.417199e-12
133,ve2SBPase,-3.71125e-12,8.163863e-12,-5.917234e-12,1.012023e-11,-1.114898e-13,-2.500853e-13,-3.897935e-13,-2.951712e-13,-7.277998e-12,-2.881374e-11,-2.551092e-13,2.969211e-12,1.447267e-11,-3.24217e-11
134,ve2PRK,-3.728058e-12,1.998871e-12,-1.342422e-11,1.669626e-11,-2.467434e-13,-5.369831e-13,-7.996627e-13,-6.811868e-13,2.017059e-12,-6.1914e-11,-4.762317e-13,8.448887e-13,5.292024e-12,-5.500485e-12
135,ve2ATPase,-4.195914e-13,2.233912e-13,-1.50999e-12,1.877737e-12,-2.775504e-14,-6.039492e-14,-8.994455e-14,-7.661854e-14,2.268212e-13,-6.963681e-12,-5.356559e-14,9.507077e-14,5.952037e-13,-6.150138e-13
136,ve2ATPGPP,-4.339271e-12,8.696415e-12,-1.27637e-11,1.882943e-11,-2.360587e-13,-5.679467e-13,-8.309935e-13,-6.986713e-13,-4.131758e-12,-6.06999e-11,-5.019581e-13,3.723693e-12,1.649825e-11,-5.081324e-11
137,ve2MDH,-1.386911e-14,-2.219646e-14,-5.23047e-14,6.117315e-14,-9.676775e-16,-2.030467e-15,-3.07065e-15,-2.616397e-15,7.371003e-15,-2.405312e-13,-1.848456e-15,3.744943e-15,1.942619e-14,6.126854e-15
138,ve2Fd,4.034823,7.837569,12.48286,13.36616,13.99005,13.11282,13.87806,13.6002,13.47932,9.266115,13.68694,13.9447,11.30116,4.949602
139,veFd2Thio,-2.071446e-11,2.123584e-11,-6.211907e-10,8.404773e-11,-1.147958e-12,-2.474994e-12,-4.617391e-12,-3.12012e-12,-7.877493e-12,-2.875361e-10,-2.84978e-12,1.081483e-11,5.3141e-11,-1.229908e-10
140,veFd2Calvin,0.3122196,0.7612119,2.276146,1.941877,1.705782,2.037749,1.748162,1.853311,1.899055,3.493452,1.820488,1.722943,1.297432,0.4201095
141,ve2RuACT,-4.605558e-13,9.2315e-13,-1.357418e-12,2.000739e-12,-2.510073e-14,-6.037123e-14,-8.832785e-14,-7.426809e-14,-4.328281e-13,-6.454433e-12,-5.33431e-14,3.937087e-13,1.744157e-12,-5.383636e-12
