,Reaction,Hour 1,Hour 2,Hour 3,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12
104,v2_2,1685.361,1648.345,1772.722,1800.95,1972.422,1881.071,3053.347,895.2536,5286.93,1141.845,7959.177,4025.653
105,v2_00_1,1.607686,4.540789,5.332401,5.468043,5.255667,4.874987,2.613668,8.835964,2.185906,5.523352,0.5531337,0.2922141
106,v2_01_1,3.47163,8.954947,10.50775,10.78081,10.39267,9.639994,5.636485,17.30816,5.248211,10.77727,3.208137,1.878581
107,v2_02_1,71.7292,120.5117,135.6094,138.5053,142.5624,133.893,124.6642,117.0804,149.9846,108.8948,75.75563,35.11402
108,v2_00_2,35.27644,55.85352,62.41593,63.63428,65.52266,61.79043,60.04193,55.23098,73.41394,50.37573,55.36544,31.55045
109,v2_01_2,76.1758,110.1494,122.9935,125.4615,129.566,122.1869,129.483,108.1882,176.2619,98.29406,321.1158,202.831
110,v2_02_2,1573.909,1482.342,1587.313,1611.854,1777.333,1697.094,2863.822,731.8345,5037.254,993.1748,7582.695,3791.272
111,vr2_00_1,0.0005189438,0.001643334,0.002134478,0.002238585,0.002339722,0.002038643,0.001609269,0.001960456,0.002303392,0.001437187,0.0007286195,0.000189628
112,vr2_01_1,0.0006537524,0.00145754,0.001833081,0.001906297,0.002028529,0.001798734,0.001950902,0.001531493,0.003539502,0.001187731,0.004748619,0.001418374
113,vr2_02_1,0.02599729,0.04505511,0.05528048,0.05750597,0.06484103,0.05764585,0.08487913,0.02449415,0.1785417,0.02831389,0.1274416,0.02909493
114,vr2_1,0.02716999,0.04815599,0.05924804,0.06165085,0.06920928,0.06148322,0.0884393,0.02798609,0.1843845,0.03093881,0.1329189,0.03070293
115,vr2_00_2,32.16197,56.08793,63.63716,65.14529,66.45985,62.18747,55.50824,61.94122,66.00967,52.77481,43.62661,24.86182
116,vr2_01_2,40.51685,49.74667,54.65133,55.47535,57.6204,54.86921,67.29215,48.38802,101.4336,43.61457,284.327,185.9607
117,vr2_02_2,1611.204,1537.757,1648.128,1673.487,1841.81,1758.449,2927.722,773.9004,5116.575,1039.712,7630.659,3814.59
118,vr2_2,1683.883,1643.591,1766.416,1794.108,1965.891,1875.506,3050.522,884.2296,5284.018,1136.101,7958.612,4025.412
119,vP680qU,0.1611043,0.7262736,1.129402,1.321286,1.278955,0.9406762,0.3730417,2.102126,0.4352962,0.905564,0.04094016,0.0129206
120,vP680qA,0.1635255,0.7361181,1.143443,1.337181,1.294393,0.9525923,0.3779372,2.12965,0.4402737,0.9182567,0.04146848,0.01309824
121,vU_P680,78.42096,139.4387,158.8257,162.8515,165.9514,154.8524,136.0237,156.3153,160.5812,131.8167,80.03204,37.50788
122,vP680_d,0.1611043,0.7262729,1.129402,1.321285,1.278955,0.9406762,0.3730418,2.102125,0.4352962,0.9055643,0.0409354,0.0129206
123,vP680_f,-3.130635e-09,1.200376e-06,-1.854089e-09,-0.001417167,-4.226321e-06,7.840581e-06,5.639755e-07,-0.004296717,1.171184e-06,0.001404025,0.001369885,5.767782e-14
124,Vva,0.0,0.0,0.0,0.005973184,0.008452935,0.0,0.0,0.0,0.003918625,0.0,0.0,0.0
125,Vaz,0.0,0.0,0.0,0.001247753,0.002581327,0.0,0.0,0.0,0.0005250788,0.0,0.0,0.0
126,Vza,1.23106e-11,1.123494e-11,3.811515e-79,0.001247474,0.002582542,1.957183e-11,1.736718e-11,3.157084e-11,0.0005250962,8.730583e-12,1.040516e-80,2.157584e-79
127,Vav,2.652773e-10,2.513982e-10,6.240697e-77,0.005972263,0.008455684,4.191191e-10,3.672208e-10,6.444692e-10,0.003918696,1.972239e-10,1.761235e-78,3.535817e-77
128,Vvf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,Vv2ABA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,VABAdg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,ve2GAPDH,3.692584e-13,-1.050094e-11,2.012695e-14,-1.291351e-11,2.100684e-11,1.201939e-13,2.187754e-12,1.274536e-11,1.348972e-12,4.019932e-11,1.12231e-09,5.155607e-19
132,ve2FBPase,-5.740639e-13,-1.318913e-12,1.479854e-14,-1.319613e-12,6.967546e-12,7.911016e-14,-1.822968e-13,1.205199e-12,2.129511e-13,3.20494e-12,9.158586e-11,1.083186e-20
133,ve2SBPase,-1.18624e-12,-6.114364e-12,6.354944e-14,-6.199685e-12,2.565269e-11,1.792111e-13,-5.759642e-13,5.801454e-12,7.412074e-13,1.504453e-11,4.208833e-10,4.730891e-20
134,ve2PRK,-2.097766e-14,-8.452906e-12,1.958781e-15,-1.25872e-11,1.505475e-11,8.808923e-14,2.146603e-12,1.242655e-11,1.261369e-12,3.971382e-11,1.111873e-09,1.367619e-18
135,ve2ATPase,-2.421771e-15,-9.502859e-13,2.186306e-16,-1.41581e-12,1.691902e-12,9.952024e-15,2.414583e-13,1.397778e-12,1.418562e-13,4.467428e-12,1.250627e-10,2.393927e-19
136,ve2ATPGPP,1.266505e-12,-1.230755e-11,7.800193e-14,-1.260197e-11,2.799552e-11,2.218743e-13,2.102192e-12,1.248096e-11,1.392209e-12,3.766658e-11,1.027472e-09,1.370542e-19
137,ve2MDH,-2.631359e-16,-2.532585e-14,8.836248e-18,-4.874036e-14,4.02545e-14,2.352177e-16,8.339466e-15,4.819384e-14,4.711888e-15,1.547956e-13,4.350989e-12,0.0
138,ve2Fd,7.012654,12.16976,13.92108,13.70786,13.8215,13.75637,11.48276,14.23149,10.45595,11.65689,5.067728,3.363006
139,veFd2Thio,-7.692948e-14,-4.627087e-11,1.89044e-13,-5.651895e-11,1.094077e-10,6.036675e-11,8.09232e-12,6.014871e-11,6.278932e-12,1.788481e-10,5.054785e-10,1.207022e-18
140,veFd2Calvin,0.6584038,1.391858,1.731881,1.81257,1.769562,1.681693,1.585539,1.521461,3.043183,1.214905,2.562724,0.3829532
141,ve2RuACT,1.340143e-13,-1.307449e-12,8.249701e-15,-1.339724e-12,2.972378e-12,2.339099e-14,2.235022e-13,1.326799e-12,1.479641e-13,4.006114e-12,1.09305e-10,1.648335e-20
