,Reaction,Hour 1,Hour 2,Hour 3,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12
0,vc,15.68275,27.80362,31.58951,32.34703,32.54537,30.83786,27.17443,30.89685,32.07438,26.23546,16.03648,7.495345
1,vo,3.835456,6.799797,7.725696,7.910959,7.959466,7.541868,6.64592,7.556295,7.844277,6.416281,3.921966,1.833101
2,v2,37.10893,65.78524,74.74813,76.5431,77.01321,72.96789,64.29634,73.10755,75.89693,62.07455,37.9458,17.73748
3,v3,37.10893,65.78524,74.74813,76.5431,77.01321,72.96785,64.29634,73.10755,75.89693,62.07455,37.9458,17.73748
4,v5,6.642637,12.16822,14.37367,14.94166,15.10461,13.87708,11.8494,13.91487,14.72808,11.38662,6.795401,3.145803
5,v6,6.642637,12.16822,14.37367,14.94166,15.10461,13.87708,11.8494,13.91487,14.72808,11.38662,6.795402,3.145803
6,v7,6.50607,11.53447,13.10507,13.41933,13.50161,12.79324,11.27345,12.81772,13.30622,10.88391,6.652811,3.109482
7,v8,6.50607,11.53447,13.10507,13.41933,13.50161,12.79324,11.27345,12.81772,13.30622,10.88392,6.652815,3.109482
8,v9,6.50607,11.53447,13.10507,13.41933,13.50161,12.79368,11.27345,12.81772,13.30622,10.88392,6.652816,3.109482
9,v10,6.50607,11.53447,13.10507,13.41933,13.50161,12.79324,11.27345,12.81772,13.30622,10.88392,6.652816,3.109482
10,v13,19.51821,34.60341,39.31521,40.25799,40.50484,38.37974,33.82035,38.45315,39.91865,32.65174,19.95844,9.328446
11,v23,0.1509548,0.6477616,1.282505,1.536276,1.616963,1.097724,0.5899958,1.111039,1.435787,0.5167891,0.1569897,0.05056408
12,v24,0.1509548,0.6477616,1.282505,1.536276,1.616963,1.097724,0.5899957,1.111039,1.435787,0.5167891,0.1569897,0.05056408
13,v25,0.01438734,0.01401162,0.01390767,0.01394197,0.01396363,0.01389136,0.01404164,0.01389056,0.01392154,0.01408795,0.01438466,0.01424254
14,v112,3.835456,6.799797,7.725696,7.910959,7.959466,7.541869,6.64592,7.556295,7.844277,6.416281,3.921966,1.833101
15,v113,1.917728,3.399899,3.862848,3.95548,3.979733,3.770934,3.32296,3.778147,3.922139,3.208138,1.960989,0.9165503
16,v121,3.835456,6.799797,7.725696,7.910959,7.959466,7.541868,6.64592,7.556295,7.844277,6.416281,3.921967,1.833101
17,v122,1.917728,3.399899,3.862848,3.95548,3.979733,3.770934,3.32296,3.778147,3.922139,3.208138,1.960989,0.9165503
18,v123,1.917728,3.399899,3.862848,3.95548,3.979733,3.770934,3.32296,3.778147,3.922139,3.208138,1.960989,0.9165503
19,v124,1.917728,3.399899,3.862848,3.955479,3.979733,3.770934,3.32296,3.778148,3.922139,3.208143,1.960978,0.9165503
20,v131,1.917728,3.399899,3.862848,3.95548,3.979733,3.770934,3.32296,3.778147,3.922139,3.20814,1.960985,0.9165503
21,vlin,1.917728,3.399899,3.862848,3.95548,3.979733,3.770934,3.32296,3.778147,3.922139,3.208138,1.960989,0.9165503
22,v2out,3.835456,6.799797,7.725696,7.910959,7.959466,7.541868,6.64592,7.556295,7.844277,6.416281,3.921967,1.833101
23,v51,2.152723,3.42269,3.342793,3.20089,3.149576,3.416984,3.388592,3.412335,3.261055,3.324772,2.198302,1.058713
24,v52,2.152723,3.42269,3.342793,3.200891,3.149577,3.416982,3.388592,3.412335,3.261055,3.324773,2.1983,1.058713
25,v55,1.07636,1.711345,1.671397,1.600446,1.574788,1.708492,1.694296,1.706167,1.630528,1.662387,1.099137,0.5293563
26,v56,1.076362,1.711345,1.671397,1.600445,1.574788,1.708491,1.694296,1.706167,1.630528,1.662387,1.099149,0.5293563
27,v57,1.076362,1.711345,1.671397,1.600445,1.574788,1.708492,1.694296,1.706167,1.630528,1.662387,1.099149,0.5293563
28,v58,0.06656366,0.06106051,0.06133702,0.06184918,0.06204101,0.06107987,0.06117748,0.06109581,0.06162866,0.06140087,0.06631742,0.07389932
29,v59,0.06656368,0.06106049,0.06133702,0.06184905,0.06204096,0.06108001,0.06117748,0.06109588,0.06162866,0.06140045,0.06632048,0.07389932
30,v60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,v62,1.076362,1.711345,1.671397,1.600445,1.574788,1.708492,1.694296,1.706167,1.630528,1.662386,1.09915,0.5293563
32,vdhap_in,20.00942,17.53284,17.68832,17.96211,18.06058,17.54399,17.59933,17.55306,17.84634,17.72322,19.91508,22.83668
33,vgap_in,20.00942,17.53284,17.68832,17.96211,18.06058,17.54399,17.59933,17.55306,17.84634,17.72322,19.91508,22.83668
34,vpga_in,20.00942,17.53284,17.68832,17.96211,18.06058,17.54399,17.59933,17.55306,17.84634,17.72322,19.91508,22.83668
35,vpga_use,0.009760002,0.02169026,0.01944082,0.01740777,0.01672859,0.02067129,0.02139832,0.02058893,0.01823802,0.02078408,0.01012328,0.002863422
36,Vbf1,101.1869,180.8865,206.8907,212.3719,214.1487,201.5915,176.719,202.0044,210.3791,170.4317,103.4841,47.91857
37,Vbf2,101.1869,180.8865,206.8907,212.3718,214.1487,201.5915,176.719,202.0039,210.3791,170.4318,103.4841,47.91857
38,Vbf3,101.1869,180.8865,206.8907,212.3718,214.1487,201.5915,176.719,202.0039,210.3791,170.4318,103.4841,47.91857
39,Vbf4,101.1869,180.8865,206.8907,212.3718,214.1487,201.5915,176.719,202.0039,210.3791,170.4318,103.4841,47.91857
40,Vbf5,39.12993,69.35623,78.84813,80.76509,82.33622,76.95585,67.82534,77.10657,80.07293,65.45558,39.99025,18.74748
41,Vbf6,62.05698,111.5303,128.0426,131.6068,131.8125,124.6357,108.8936,124.8973,130.3061,104.9762,63.48022,29.17109
42,Vbf7,62.05698,111.5303,128.0426,131.6071,131.8125,124.6357,108.8936,124.8982,130.3061,104.9758,63.48831,29.17109
43,Vbf8,101.1869,180.8865,206.8907,212.3719,214.1487,201.5915,176.719,202.0039,210.3791,170.4318,103.4841,47.91857
44,Vbf9,101.1869,180.8865,206.8907,212.3718,214.1487,201.6078,176.719,202.0039,210.3791,170.4319,103.4841,47.91857
45,Vbf10,101.1869,180.8865,206.8907,212.372,214.1486,201.6092,176.7188,202.0029,210.3791,170.432,103.4837,47.91857
46,Vbf11,60.22182,107.4003,122.6347,125.8098,127.2467,119.5484,104.9546,119.7899,124.6575,101.2392,61.57922,28.61204
47,Vqi,124.114,223.0605,256.0852,263.2135,263.6249,249.2714,217.7873,249.7946,260.6123,209.9524,126.9771,58.34218
48,Vipc,12167.38,21807.0,24980.64,25654.78,25873.0,24331.78,21302.67,24380.45,25432.35,20536.76,12450.36,5755.898
49,Vicp,12164.79,21801.92,24974.24,25647.85,25865.86,24325.72,21297.7,24374.37,25425.59,20532.04,12447.69,5754.707
50,Vinc,49.3116,96.7672,121.8827,132.0992,136.1007,115.3442,94.57066,115.838,128.7959,89.85404,50.92921,22.66358
51,Vinp,54.50229,106.9532,134.7125,146.0044,150.4271,127.4857,104.5255,128.0315,142.3534,99.31236,56.29018,25.04922
52,Vdp,44.24702,88.13367,112.5763,122.9081,126.9837,106.101,86.13898,106.5902,119.5703,81.65591,45.77173,20.23266
53,Vdc,44.2376,88.11314,112.5474,122.8749,126.9486,106.0746,86.1189,106.5637,119.5385,81.63715,45.76189,20.22847
54,Vfp,7.665448,13.73841,15.73781,16.16251,16.29999,15.32902,13.42068,15.35969,16.02238,12.93816,7.843728,3.626216
55,Vfc,7.663817,13.73521,15.73377,16.15814,16.29549,15.3252,13.41755,15.35586,16.01812,12.93518,7.842043,3.625466
56,Vsfd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,VsATP,1.476222,1.618953,1.851522,1.964168,2.002364,1.776925,1.601421,1.78215,1.918215,1.580154,1.478658,1.400337
58,VgPQH2,350.3981,690.9606,740.1468,748.9981,691.5424,673.1415,339.7856,1573.494,226.2042,977.3733,61.00045,52.5801
59,Vbf12,8.598e-10,7.310119e-09,9.873441e-12,-1.651743e-07,-6.648346e-08,5.133367e-08,-1.262868e-08,1.70908e-07,1.503731e-09,3.513365e-07,-8.42121e-07,8.329382e-15
60,Vbf13,2.322891e-10,1.978003e-09,3.212938e-12,-4.73956e-08,-1.909191e-08,1.336642e-08,-3.426717e-09,4.787397e-08,4.284473e-10,9.621289e-08,-2.264699e-07,2.218465e-15
61,Vbf14,-7.553201e-11,-6.053097e-10,-3.459824e-12,1.670531e-08,6.331582e-09,-4.547566e-09,1.212284e-09,-1.741531e-08,-1.553417e-10,-3.548592e-08,8.298862e-08,-7.235557e-16
62,Vbf15,101.1869,180.8865,206.8907,212.3718,214.1487,201.5915,176.719,202.0039,210.3791,170.4318,103.4841,47.91857
63,Vbf16,101.1869,180.8865,206.8907,212.3719,214.1487,201.5915,176.719,202.0039,210.3791,170.4318,103.4773,47.91857
64,vbfn2,39.12993,69.35623,78.84813,80.76509,82.33622,76.95585,67.82534,77.10657,80.07293,65.45558,39.99043,18.74748
65,VsNADPH,0.5885861,0.719134,0.7790865,0.7927851,0.7653588,0.7757027,0.8170088,0.7082024,1.065314,0.6645409,1.238673,0.7159413
66,vA_d,18.27256,42.18462,61.45078,71.25832,74.51453,55.99343,42.2556,54.99956,71.01591,37.71164,21.41474,8.761924
67,vA_f,0.6331153,1.31516,1.718125,1.874105,1.91298,1.617938,1.316707,1.585091,1.903222,1.195061,0.7339526,0.3140727
68,vA_U,5024.725,10437.78,13635.91,14873.85,15182.38,12840.78,10450.05,12580.08,15104.94,9484.614,5825.021,2492.641
69,vU_A,4950.33,10298.19,13468.47,14697.04,15001.3,12680.15,10314.69,12417.5,14934.17,9353.511,5750.808,2458.836
70,vU_f,0.6237416,1.297572,1.697028,1.851827,1.890164,1.597699,1.299651,1.564605,1.881705,1.178542,0.7246019,0.3098133
71,vU_d,15.77684,38.93787,57.40627,66.82442,69.61962,51.95658,37.21238,52.6923,61.65967,35.32816,14.55258,5.375282
72,v1,334.8442,1034.118,1369.606,1482.157,1425.637,1216.164,650.6474,2302.982,694.4207,1218.487,170.9434,70.68637
73,v_r1,256.5843,895.4051,1211.91,1320.625,1260.964,1062.252,514.9967,2148.764,534.2748,1087.577,90.95365,33.19142
74,vS1_S2,19.56496,34.67811,39.42407,40.38254,41.16811,38.47792,33.91267,38.55329,40.03647,32.7278,19.99778,9.373739
75,vS2_S3,19.56496,34.67811,39.42407,40.38254,41.16811,38.47792,33.91267,38.55329,40.03647,32.7278,19.99778,9.373739
76,vS3_S0,19.56496,34.67811,39.42407,40.38254,41.16811,38.47792,33.91267,38.55329,40.03647,32.7278,19.99778,9.373739
77,vS0_S1,19.56496,34.67811,39.42407,40.38254,41.16811,38.47792,33.91267,38.55329,40.03647,32.7278,19.99778,9.373739
78,vz_1,1.478511,4.753201,6.305959,6.838216,6.530884,5.565158,2.824752,11.01834,2.911519,5.746141,0.6063636,0.2408377
79,v1z_1,0.3696278,1.1883,1.57649,1.709554,1.632721,1.391289,0.706188,2.754586,0.7278798,1.436535,0.1515909,0.06020943
80,v2z_1,0.3696278,1.1883,1.57649,1.709554,1.632721,1.391289,0.706188,2.754586,0.7278798,1.436535,0.1515909,0.06020943
81,v3z_1,0.3696278,1.1883,1.57649,1.709554,1.632721,1.391289,0.706188,2.754586,0.7278798,1.436535,0.1515909,0.06020943
82,v0z_1,0.3696278,1.1883,1.57649,1.709554,1.632721,1.391289,0.706188,2.754586,0.7278798,1.436535,0.1515909,0.06020943
83,vz_2,76.78135,133.9593,151.3903,154.692,158.1416,148.3465,132.8259,143.1948,157.2343,125.165,79.38478,37.25412
84,v1z_2,19.19534,33.48981,37.84758,38.67299,39.53539,37.08663,33.20648,35.7987,39.30859,31.29126,19.84619,9.313529
85,v2z_2,19.19534,33.48981,37.84758,38.67299,39.53539,37.08663,33.20648,35.7987,39.30859,31.29126,19.84619,9.313529
86,v3z_2,19.19534,33.48981,37.84758,38.67299,39.53539,37.08663,33.20648,35.7987,39.30859,31.29126,19.84619,9.313529
87,v0z_2,19.19534,33.48981,37.84758,38.67299,39.53539,37.08663,33.20648,35.7987,39.30859,31.29126,19.84619,9.313529
88,v1z,19.56496,34.67811,39.42407,40.38254,41.16811,38.47792,33.91267,38.55329,40.03647,32.7278,19.99778,9.373739
89,v2z,19.56496,34.67811,39.42407,40.38254,41.16811,38.47792,33.91267,38.55329,40.03647,32.7278,19.99778,9.373739
90,v3z,19.56496,34.67811,39.42407,40.38254,41.16811,38.47792,33.91267,38.55329,40.03647,32.7278,19.99778,9.373739
91,v0z,19.56496,34.67811,39.42407,40.38254,41.16811,38.47792,33.91267,38.55329,40.03647,32.7278,19.99778,9.373739
92,vAB1,40.2034,70.11294,79.55053,81.43598,83.07936,77.73819,69.38833,77.43035,82.51681,65.97114,54.53488,31.07767
93,vBA1,1.07347,0.7567095,0.7024016,0.6709003,0.7431418,0.7823472,1.562992,0.3237615,2.443877,0.515537,14.53935,12.3302
94,vAB2,66.85436,82.08555,90.17932,91.53923,95.07887,90.53869,111.0369,79.84418,167.3751,71.96691,469.1534,306.8391
95,vBA2,27.72443,12.72932,11.33119,10.77415,12.74264,13.58285,43.21157,2.737589,87.30213,6.511308,429.1578,288.0916
96,v3,4.857293,4.39773,4.193373,4.034909,4.406039,4.571589,7.341336,2.15379,9.874054,3.18199,13.08941,7.573942
97,v_r3,0.135659,0.0929978,0.08434193,0.08010366,0.0899001,0.09568234,0.1955839,0.0301041,0.2861839,0.05915688,0.7980711,0.5932854
98,v3_n,35.28599,66.41095,76.24494,78.34413,79.60999,73.98398,62.17759,76.11174,72.34106,63.51419,29.09296,12.53588
99,v_r3_n,0.8776948,1.35945,1.505837,1.533629,1.589905,1.504042,1.497996,1.128233,1.856,1.181668,1.388941,0.7690612
100,v_pq_ox,2728.92,2423.679,2366.165,2354.04,2392.147,2418.442,2698.574,1821.367,2811.549,2238.986,3183.607,3093.303
101,Ic,20.42673,40.08464,50.48845,54.72051,56.37807,47.77994,39.17475,47.98448,53.35215,37.22095,21.09681,9.388115
102,Ia,93.30049,183.0893,230.6094,249.9396,257.5106,218.2381,178.9333,219.1724,243.6895,170.0092,96.3611,42.88085
103,v2_1,76.80852,134.0074,151.4496,154.7542,158.2108,148.408,132.9144,143.2245,157.4187,125.1954,79.51691,37.28482
