,Reaction,Hour 1,Hour 2,Hour 3,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13
0,vc,5.670207,9.931625,17.20559,25.42302,26.28044,26.34216,26.38453,26.42156,26.38546,26.337,26.15244,20.50222,9.444271
1,vo,2.057736,3.604219,6.243963,9.226097,9.537255,9.559654,9.575032,9.588471,9.575368,9.557781,9.490804,7.44032,3.427356
2,v2,14.42554,25.26586,43.76817,64.67373,66.85705,67.01406,67.12185,67.21605,67.12421,67.00094,66.53122,52.15354,24.02615
3,v3,14.42554,25.26586,43.76817,64.67373,66.85705,67.01406,67.12185,67.21605,67.12421,67.00094,66.53122,52.15354,24.02615
4,v5,2.599494,4.58074,8.020698,12.43556,13.11246,13.14475,13.16583,13.18415,13.16629,13.14216,13.02156,9.641102,4.353335
5,v6,2.599494,4.580739,8.020698,12.43556,13.11246,13.14475,13.16583,13.18415,13.16629,13.14216,13.02156,9.641102,4.353335
6,v7,2.575981,4.51195,7.816517,11.54971,11.93923,11.96727,11.98652,12.00335,11.98694,11.96493,11.88108,9.314179,4.290542
7,v8,2.575981,4.511949,7.816517,11.54971,11.93923,11.96727,11.98652,12.00335,11.98694,11.96493,11.88108,9.314179,4.290542
8,v9,2.575981,4.511948,7.816517,11.54971,11.93923,11.96727,11.98652,12.00335,11.98694,11.96492,11.88108,9.314179,4.290542
9,v10,2.575981,4.511948,7.816517,11.54971,11.93923,11.96727,11.98652,12.00335,11.98694,11.96493,11.88108,9.314179,4.290542
10,v13,7.727944,13.53585,23.44955,34.64912,35.81769,35.90181,35.95957,36.01004,35.96083,35.89478,35.64324,27.94254,12.87163
11,v23,0.03858421,0.08400316,0.2191452,0.8984794,1.185185,1.189477,1.191336,1.192864,1.191376,1.189225,1.152449,0.3414782,0.07800562
12,v24,0.03858421,0.08400316,0.2191451,0.8984794,1.185185,1.189477,1.191336,1.192864,1.191376,1.189225,1.152449,0.3414782,0.07800562
13,v25,0.01507185,0.01521611,0.01496294,0.01262029,0.01195393,0.01199601,0.01203079,0.01206101,0.01203155,0.01199261,0.01196912,0.01455461,0.01521256
14,v112,2.057736,3.604219,6.243963,9.226097,9.537255,9.559654,9.575032,9.588471,9.575368,9.557781,9.490804,7.44032,3.427356
15,v113,1.028868,1.802108,3.121982,4.613049,4.768628,4.779827,4.787516,4.794236,4.787684,4.778891,4.745402,3.72016,1.713678
16,v121,2.057736,3.604219,6.243963,9.226097,9.537255,9.559654,9.575032,9.588471,9.575368,9.557781,9.490804,7.44032,3.427356
17,v122,1.028868,1.802108,3.121982,4.613049,4.768628,4.779827,4.787516,4.794236,4.787684,4.778891,4.745402,3.72016,1.713678
18,v123,1.028868,1.802108,3.121982,4.613049,4.768628,4.779827,4.787516,4.794236,4.787684,4.778891,4.745402,3.72016,1.713678
19,v124,1.028868,1.802111,3.121982,4.613048,4.768628,4.779827,4.787516,4.794236,4.787684,4.778891,4.745402,3.72016,1.713678
20,v131,1.028868,1.802109,3.121982,4.613048,4.768628,4.779827,4.787516,4.794236,4.787684,4.778891,4.745402,3.72016,1.713678
21,vlin,1.028868,1.802108,3.121982,4.613049,4.768628,4.779827,4.787516,4.794236,4.787684,4.778891,4.745402,3.72016,1.713678
22,v2out,2.057736,3.604219,6.243963,9.226097,9.537255,9.559654,9.575032,9.588471,9.575368,9.557781,9.490804,7.44032,3.427356
23,v51,0.7493039,1.284262,2.138614,2.57674,2.407218,2.411375,2.415317,2.418858,2.415403,2.41092,2.422429,2.4644,1.223928
24,v52,0.7493036,1.284262,2.138614,2.57674,2.407218,2.411375,2.415317,2.418858,2.415403,2.41092,2.422429,2.4644,1.223928
25,v55,0.3746522,0.6421336,1.069306,1.28837,1.203609,1.205687,1.207659,1.209429,1.207702,1.20546,1.211214,1.232201,0.6119627
26,v56,0.3746519,0.6421311,1.069307,1.28837,1.203609,1.205687,1.207659,1.209429,1.207702,1.20546,1.211214,1.2322,0.6119638
27,v57,0.3746519,0.6421311,1.069307,1.28837,1.203609,1.205687,1.207659,1.209429,1.207702,1.20546,1.211214,1.2322,0.6119638
