,Reaction,Hour 1,Hour 2,Hour 3,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13
0,vc,7.984514,13.63528,17.16655,20.3455,26.15333,26.35801,26.37131,26.38607,26.36409,26.20727,23.14171,14.61675,9.727681
1,vo,2.897606,4.948286,6.229797,7.383447,9.491127,9.565406,9.570235,9.575589,9.567615,9.510701,8.3982,5.304466,3.530207
2,v2,20.31284,34.68675,43.66888,51.7549,66.53351,67.05445,67.0883,67.12582,67.06993,66.67086,58.8681,37.18325,24.74708
3,v3,20.31284,34.68675,43.66888,51.7549,66.53351,67.05445,67.0883,67.12582,67.06993,66.67086,58.8681,37.18325,24.74708
4,v5,3.673576,6.318768,8.001877,9.562235,13.02511,13.16044,13.16693,13.17439,13.16348,13.06865,11.02315,6.78327,4.485533
5,v6,3.673576,6.318768,8.001877,9.562235,13.02511,13.16044,13.16693,13.17439,13.16348,13.06865,11.02315,6.78327,4.485533
6,v7,3.627373,6.194521,7.79876,9.242982,11.88149,11.97447,11.9805,11.98722,11.97724,11.90599,10.5133,6.640406,4.419296
7,v8,3.627373,6.194521,7.798765,9.242982,11.88149,11.97447,11.98047,11.98722,11.97724,11.90599,10.5133,6.640406,4.419296
8,v9,3.627373,6.194521,7.799336,9.242982,11.88149,11.97447,11.98047,11.98722,11.97724,11.90599,10.5133,6.640406,4.419296
9,v10,3.627373,6.194521,7.798774,9.242982,11.88149,11.97447,11.98047,11.98722,11.97724,11.90599,10.5133,6.640406,4.419296
10,v13,10.88212,18.58356,23.39636,27.72894,35.64446,35.92341,35.94145,35.96166,35.93171,35.71797,31.53991,19.92122,13.25789
11,v23,0.06138792,0.1394113,0.218049,0.3338344,1.155583,1.197943,1.198428,1.199168,1.198222,1.174587,0.5237501,0.157989,0.08145284
12,v24,0.06138792,0.1394113,0.2180501,0.3338344,1.155583,1.197943,1.19843,1.199168,1.198222,1.174587,0.5237501,0.157989,0.08145284
13,v25,0.01518489,0.0151634,0.01496592,0.01458123,0.01195539,0.01197607,0.01198732,0.0119986,0.01198088,0.01192586,0.013899,0.01512515,0.01521486
14,v112,2.897606,4.948286,6.229798,7.383447,9.491127,9.565406,9.570235,9.575589,9.567615,9.510701,8.3982,5.304466,3.530207
15,v113,1.448803,2.474143,3.114899,3.691723,4.745564,4.782703,4.785124,4.787794,4.783807,4.755351,4.1991,2.652233,1.765104
16,v121,2.897606,4.948286,6.229797,7.383447,9.491127,9.565406,9.570235,9.575589,9.567615,9.510701,8.3982,5.304466,3.530207
17,v122,1.448803,2.474143,3.114899,3.691723,4.745564,4.782703,4.785123,4.787794,4.783807,4.755351,4.1991,2.652233,1.765104
18,v123,1.448803,2.474143,3.114899,3.691723,4.745564,4.782703,4.785123,4.787794,4.783807,4.755351,4.1991,2.652233,1.765104
19,v124,1.448803,2.474143,3.114898,3.691723,4.745564,4.782703,4.785112,4.787794,4.783807,4.755351,4.1991,2.652233,1.765103
