,Reaction,Hour 1,Hour 2,Hour 3,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14
18,v123,1.095468,2.188203,3.868641,4.067248,4.077799,4.085567,4.088037,4.090061,4.088535,4.0856,4.074482,4.0396,3.227518,1.352086
19,v124,1.095469,2.188202,3.868641,4.067248,4.077799,4.085567,4.088039,4.090061,4.088535,4.0856,4.074482,4.0396,3.227524,1.352085
20,v131,1.095468,2.188202,3.868641,4.067248,4.077799,4.085567,4.088038,4.090061,4.088535,4.0856,4.074482,4.0396,3.22752,1.352086
21,vlin,1.095468,2.188203,3.868641,4.067248,4.077799,4.085567,4.088037,4.090061,4.088535,4.0856,4.074482,4.0396,3.227518,1.352086
22,v2out,2.190937,4.376405,7.737283,8.134496,8.155597,8.171135,8.176076,8.180122,8.177071,8.171201,8.148964,8.0792,6.455042,2.704171
23,v51,1.25852,2.433269,3.335586,2.918055,2.922458,2.929224,2.931403,2.933195,2.931845,2.929255,2.919802,2.98712,3.336521,1.542428
24,v52,1.25852,2.433269,3.335586,2.918055,2.922458,2.929224,2.931403,2.933195,2.931845,2.929255,2.919802,2.98712,3.33652,1.542428
25,v55,0.6292595,1.216634,1.667793,1.459027,1.461229,1.464612,1.465703,1.466597,1.465923,1.464628,1.459908,1.493561,1.66826,0.771213
26,v56,0.6292599,1.216634,1.667793,1.459027,1.461229,1.464612,1.465702,1.466597,1.465923,1.464628,1.459903,1.49356,1.66826,0.7712139
27,v57,0.6292599,1.216634,1.667793,1.459027,1.461229,1.464612,1.465702,1.466597,1.465923,1.464628,1.459903,1.49356,1.66826,0.771214
28,v58,0.07230559,0.06512438,0.06136237,0.06295269,0.06293463,0.06290695,0.06289817,0.06289072,0.06289623,0.06290682,0.06294549,0.06267281,0.06135903,0.07025991
29,v59,0.07230587,0.06512441,0.06136238,0.06295269,0.06293463,0.06290694,0.06289801,0.06289072,0.06289623,0.06290682,0.06294555,0.06267267,0.06135909,0.07026071
30,v60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,v62,0.6292599,1.216634,1.667793,1.459027,1.461229,1.464612,1.465701,1.466597,1.465923,1.464628,1.459902,1.49356,1.66826,0.7712141
32,vdhap_in,22.19421,19.44087,17.70229,18.5031,18.49469,18.48177,18.4776,18.47419,18.47677,18.48171,18.49976,18.37121,17.70048,21.40699
33,vgap_in,22.19421,19.44087,17.70229,18.5031,18.49469,18.48177,18.4776,18.47419,18.47677,18.48171,18.49976,18.37121,17.70048,21.40699
34,vpga_in,22.19421,19.44087,17.70229,18.5031,18.49469,18.48177,18.4776,18.47419,18.47677,18.48171,18.49976,18.37121,17.70048,21.40699
35,vpga_use,0.003855012,0.01208954,0.01933123,0.01392118,0.01395412,0.01401676,0.01403702,0.01405368,0.01404113,0.01401705,0.01392997,0.01472496,0.02090081,0.005474719
36,Vbf1,56.87599,113.7538,203.3414,215.1671,215.7328,216.141,216.2708,216.377,216.2969,216.1427,215.558,213.495,168.3468,70.21532
37,Vbf2,56.87599,113.7538,203.3414,215.1671,215.7328,216.141,216.2708,216.377,216.2969,216.1427,215.558,213.4951,168.3468,70.21532
38,Vbf3,56.87599,113.7538,203.3414,215.1671,215.7328,216.141,216.2708,216.377,216.2969,216.1427,215.558,213.4951,168.3468,70.21532
39,Vbf4,56.87599,113.7538,203.3414,215.1671,215.7328,216.141,216.2708,216.377,216.2969,216.1427,215.558,213.4951,168.3468,70.21532
40,Vbf5,21.19954,42.34178,74.86037,78.70993,78.9141,79.0644,79.1122,79.15135,79.12183,79.06505,78.84994,78.17399,62.44959,26.16489
41,Vbf6,35.67645,71.41202,128.481,136.4572,136.8187,137.0766,137.1585,137.2256,137.175,137.0777,136.708,135.3211,105.8972,44.05043
42,Vbf7,35.67644,71.41202,128.481,136.4572,136.8187,137.0766,137.1585,137.2256,137.175,137.0777,136.708,135.3209,105.8972,44.05043
43,Vbf8,56.87599,113.7538,203.3414,215.1671,215.7328,216.141,216.2708,216.377,216.2969,216.1427,215.558,213.4951,168.3468,70.21532
44,Vbf9,56.87599,113.7538,203.3414,215.1671,215.7328,216.141,216.1819,216.377,216.2969,216.1427,215.558,213.4951,168.3469,70.21532
45,Vbf10,56.87599,113.7538,203.3413,215.1671,215.7328,216.141,216.0535,216.377,216.2969,216.1427,215.558,213.4951,168.3479,70.21527
46,Vbf11,33.50878,66.99382,119.3999,126.1275,126.4579,126.6976,126.7738,126.8362,126.7891,126.6986,126.3553,125.1799,99.05424,41.3649
47,Vqi,71.35289,142.824,256.962,272.9144,273.6374,274.1532,274.3171,274.4512,274.3501,274.1553,273.4161,270.6421,211.7944,88.10085
48,Vipc,6832.936,13683.1,24550.35,26026.46,26114.32,26203.65,26237.98,26267.16,26243.08,26199.26,26086.11,25801.67,20285.87,8437.692
49,Vicp,6831.523,13680.16,24544.08,26017.03,26102.41,26189.26,26222.71,26251.16,26227.66,26184.98,26075.1,25793.94,20281.23,8435.931
50,Vinc,26.90343,56.02043,119.533,179.8103,227.3169,274.9939,291.6808,305.8136,294.5755,272.9506,210.1192,147.2878,88.37265,33.54415
51,Vinp,29.73537,61.91732,132.1154,198.7376,251.245,303.9406,322.3841,338.0046,325.5835,301.6822,232.237,162.7917,97.67504,37.07511
52,Vdp,24.01758,50.35486,110.3735,172.9116,222.8835,273.0385,290.5918,305.4588,293.6374,270.8892,204.7905,138.8079,80.25439,29.99757
53,Vdc,24.01261,50.34403,110.3453,172.8489,222.7819,272.8885,290.4228,305.2728,293.465,270.7415,204.7041,138.7663,80.23603,29.99131
54,Vfp,4.30475,8.620354,15.46672,16.39667,16.45202,16.5083,16.52993,16.54831,16.53314,16.50554,16.43425,16.25505,12.7801,5.315746
55,Vfc,4.303859,8.6185,15.46277,16.39073,16.44452,16.49923,16.52031,16.53823,16.52343,16.49654,16.42731,16.25018,12.77717,5.314636
56,Vsfd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,VsATP,1.418519,1.491612,1.857565,2.174178,2.175934,2.175063,2.174769,2.174525,2.174708,2.175058,2.176162,2.120759,1.583386,1.439768
58,VgPQH2,181.8618,352.258,668.7768,435.1332,861.8326,668.5119,643.5537,1014.11,858.9177,1234.19,542.9292,849.2001,605.8308,168.3022
59,Vbf12,1.633372e-08,-4.481497e-10,1.631644e-08,6.224652e-09,-3.53877e-09,1.987048e-07,-1.940354e-07,-3.912924e-12,1.298191e-14,1.164253e-11,5.458029e-08,-3.195763e-07,7.433932e-07,4.178495e-09
60,Vbf13,4.53271e-09,-1.221307e-10,4.601471e-09,1.993081e-09,-1.133779e-09,7.993963e-08,-7.622154e-08,-1.743576e-12,4.941672e-15,-2.536463e-11,1.75025e-08,-9.49172e-08,2.027678e-07,1.063645e-09
61,Vbf14,-2.374661e-10,1.808529e-11,-1.632878e-09,-6.235535e-10,2.998026e-10,-1.881839e-08,1.630144e-08,3.912278e-13,-5.745762e-16,3.066875e-11,-3.085545e-09,3.199738e-08,-6.71834e-08,1.757228e-09
62,Vbf15,56.87599,113.7538,203.3414,215.1671,215.7328,216.141,216.2708,216.377,216.2969,216.1427,215.558,213.4951,168.3468,70.21532
63,Vbf16,56.87599,113.7538,203.3414,215.1671,215.7328,216.141,216.2707,216.377,216.2969,216.1427,215.558,213.495,168.3468,70.21532
64,vbfn2,21.19954,42.34178,74.86037,78.70993,78.9141,79.0644,79.1122,79.15135,79.12183,79.06505,78.84994,78.17399,62.44959,26.16489
65,VsNADPH,0.6769714,0.7616035,0.8940976,0.9771311,0.8762125,0.8911555,0.8921776,0.8462126,0.8617627,0.8391246,0.9331052,0.8946742,0.8233855,0.7341189
66,vA_d,10.44679,22.78515,62.78508,130.1941,182.6302,239.2784,258.9756,272.54,260.5577,233.4433,164.6759,90.90228,39.48839,13.34856
67,vA_f,0.3744826,0.7801274,1.759624,2.469181,2.69615,2.893423,2.946295,2.952985,2.93412,2.844784,2.643017,2.129016,1.257664,0.4730888
68,vA_U,2972.084,6191.488,13965.27,19596.68,21398.01,22963.68,23383.3,23436.39,23286.67,22577.65,20976.33,16896.95,9981.464,3754.673
69,vU_A,2932.003,6109.059,13803.65,19389.13,21153.24,22685.55,23093.34,23133.27,22992.8,22297.5,20746.09,16711.31,9855.004,3705.027
70,vU_f,0.3694323,0.7697414,1.73926,2.44303,2.665308,2.858379,2.909761,2.914791,2.897093,2.809485,2.614007,2.105625,1.241731,0.4668334
71,vU_d,8.409461,19.97831,58.62832,120.7635,174.666,227.2308,245.6641,262.0423,249.4281,225.4494,154.7863,86.31532,36.32879,10.6867
72,v1,132.206,395.008,1277.887,1206.301,2155.173,1851.137,1819.602,2643.618,2290.019,3036.191,1480.983,1780.854,885.9748,160.1006
73,v_r1,89.80688,310.3244,1128.166,1048.881,1997.345,1693.008,1661.378,2485.316,2131.776,2878.061,1323.283,1624.507,761.0756,107.7708
74,vS1_S2,10.59977,21.17089,37.43018,39.35496,39.45705,39.53219,39.55611,39.57567,39.56092,39.53252,39.42497,39.08701,31.22478,13.08245
75,vS2_S3,10.59977,21.17089,37.43018,39.35496,39.45705,39.53219,39.55611,39.57567,39.56092,39.53252,39.42497,39.08701,31.22478,13.08245
76,vS3_S0,10.59977,21.17089,37.43018,39.35496,39.45705,39.53219,39.55611,39.57567,39.56092,39.53252,39.42497,39.08701,31.22478,13.08245
77,vS0_S1,10.59977,21.17089,37.43018,39.35496,39.45705,39.53219,39.55611,39.57567,39.56092,39.53252,39.42497,39.08701,31.22478,13.08245
78,vz_1,0.5538235,1.765025,5.906566,5.490228,10.2385,8.713276,8.554515,12.67852,10.90917,14.64593,6.863709,8.377808,4.088447,0.6627757
79,v1z_1,0.1384559,0.4412562,1.476642,1.372557,2.559625,2.178319,2.138629,3.16963,2.727292,3.661484,1.715927,2.094452,1.022112,0.1656939
80,v2z_1,0.1384559,0.4412562,1.476642,1.372557,2.559625,2.178319,2.138629,3.16963,2.727292,3.661484,1.715927,2.094452,1.022112,0.1656939
81,v3z_1,0.1384559,0.4412562,1.476642,1.372557,2.559625,2.178319,2.138629,3.16963,2.727292,3.661484,1.715927,2.094452,1.022112,0.1656939
82,v0z_1,0.1384559,0.4412562,1.476642,1.372557,2.559625,2.178319,2.138629,3.16963,2.727292,3.661484,1.715927,2.094452,1.022112,0.1656939
83,vz_2,41.84526,82.91854,143.8142,151.9296,147.5897,149.4155,149.6699,145.6242,147.3345,143.4842,150.8362,147.9702,120.8107,51.66701
84,v1z_2,10.46132,20.72964,35.95354,37.98241,36.89743,37.35388,37.41748,36.40604,36.83362,35.87104,37.70904,36.99255,30.20267,12.91675
85,v2z_2,10.46132,20.72964,35.95354,37.98241,36.89743,37.35388,37.41748,36.40604,36.83362,35.87104,37.70904,36.99255,30.20267,12.91675
86,v3z_2,10.46132,20.72964,35.95354,37.98241,36.89743,37.35388,37.41748,36.40604,36.83362,35.87104,37.70904,36.99255,30.20267,12.91675
87,v0z_2,10.46132,20.72964,35.95354,37.98241,36.89743,37.35388,37.41748,36.40604,36.83362,35.87104,37.70904,36.99255,30.20267,12.91675
88,v1z,10.59977,21.17089,37.43018,39.35496,39.45705,39.53219,39.55611,39.57567,39.56092,39.53252,39.42497,39.08701,31.22478,13.08245
89,v2z,10.59977,21.17089,37.43018,39.35496,39.45705,39.53219,39.55611,39.57567,39.56092,39.53252,39.42497,39.08701,31.22478,13.08245
90,v3z,10.59977,21.17089,37.43018,39.35496,39.45705,39.53219,39.55611,39.57567,39.56092,39.53252,39.42497,39.08701,31.22478,13.08245
91,v0z,10.59977,21.17089,37.43018,39.35496,39.45705,39.53219,39.55611,39.57567,39.56092,39.53252,39.42497,39.08701,31.22478,13.08245
92,vAB1,22.53014,43.35139,75.55093,79.59586,79.31203,79.55815,79.61926,79.45985,79.49428,79.32026,79.51245,78.66477,63.19009,27.94276
93,vBA1,1.330603,1.009604,0.6905625,0.8859337,0.397925,0.4937597,0.5070472,0.3084981,0.3724514,0.2552128,0.6625106,0.4907711,0.7404878,1.777864
94,vAB2,64.90715,69.21251,87.04511,101.2587,84.72714,88.07649,88.68077,83.07163,84.59938,81.78652,93.13317,85.34673,76.34581,86.01647
95,vBA2,43.70761,26.87072,12.18474,22.54876,5.813043,9.012101,9.568554,3.920279,5.477544,2.721478,14.28324,7.172729,13.89621,59.85158
96,v3,3.974372,4.732713,4.074437,4.905856,2.504935,3.012348,3.078939,1.987797,2.35238,1.679411,3.877393,3.045541,4.209375,5.036576
97,v_r3,0.1387678,0.1281021,0.08440236,0.1117744,0.0453605,0.05898829,0.0608326,0.0332264,0.04210611,0.02574216,0.08207063,0.05682953,0.09290351,0.1793867
98,v3_n,17.8845,38.68131,72.3335,75.55944,77.88405,77.62318,77.61596,78.54993,78.23403,78.67591,76.63627,76.62121,59.59449,21.9567
99,v_r3_n,0.5205619,0.944136,1.463167,1.643592,1.42952,1.512135,1.521869,1.353157,1.422472,1.264528,1.581654,1.436007,1.261325,0.6489942
100,v_pq_ox,2888.141,2722.335,2420.828,2581.151,2253.0,2375.833,2389.291,2128.68,2236.752,1992.757,2486.488,2281.846,2495.101,2903.231
101,Ic,11.14442,23.20578,49.51508,74.48422,94.16329,113.9129,120.8253,126.6796,122.0243,113.0665,87.03933,61.01217,36.6073,13.89526
102,Ia,50.90289,105.994,226.1635,340.2117,430.0972,520.3048,551.8775,578.6177,557.3544,516.4388,397.558,278.6772,167.2063,63.46753
103,v2_1,41.85928,82.95063,143.8726,152.0273,147.6407,149.4809,149.7378,145.6679,147.3858,143.5202,150.9156,148.021,120.8545,51.6901
104,v2_2,1631.353,1835.299,1849.537,2908.714,1570.87,1983.434,2055.555,1365.822,1583.032,1147.552,2385.231,1566.589,1674.737,2162.472
105,v2_00_1,0.5468696,1.698815,4.650157,3.400873,5.662248,4.667392,4.529679,6.314461,5.613269,7.237638,4.010914,5.690752,3.679489,0.6352529
106,v2_01_1,1.514474,3.644873,9.210433,6.957655,11.19112,9.281966,9.02087,12.48004,11.10601,14.2991,8.05072,11.21401,7.317479,1.827832
107,v2_02_1,39.79793,77.60694,130.012,141.6688,130.7874,135.5315,136.1872,126.8734,130.6666,121.9834,138.854,131.1162,109.8575,49.22701
108,v2_00_2,21.31277,37.58661,59.77953,65.06834,60.24527,61.93074,62.18205,59.20613,60.29062,57.87038,63.39274,60.22842,50.98839,26.57601
109,v2_01_2,59.02256,80.64352,118.4036,133.1197,119.0714,123.1607,123.8358,117.0163,119.2867,114.3321,127.2421,118.6842,101.4017,76.46795
110,v2_02_2,1551.017,1717.069,1671.353,2710.526,1391.553,1798.342,1869.537,1189.6,1403.455,975.3498,2194.596,1387.676,1522.347,2059.428
111,vr2_00_1,0.0001548947,0.0006068311,0.001915281,0.002142898,0.002074841,0.00210746,0.002112807,0.00205169,0.002076602,0.00201775,0.002125652,0.00206113,0.001323374,0.0002386978
112,vr2_01_1,0.0003380579,0.0007339652,0.001671718,0.002065235,0.001679169,0.001767505,0.001782778,0.00162496,0.001674213,0.001576126,0.001886199,0.001694096,0.001211281,0.0005566559
113,vr2_02_1,0.0135219,0.03074221,0.05483791,0.09349912,0.0472826,0.06151582,0.06400855,0.03999952,0.04758736,0.03243194,0.07547068,0.04728181,0.041202,0.02228879
114,vr2_1,0.01401485,0.03208301,0.0584249,0.09770725,0.05103661,0.06539078,0.06790414,0.04367617,0.05133818,0.03602581,0.07948253,0.05103703,0.04373665,0.02308414
115,vr2_00_2,18.02388,34.6802,60.43774,63.67298,63.44587,63.64266,63.69151,63.56397,63.59154,63.45233,63.6062,62.9284,50.55009,22.35384
116,vr2_01_2,39.33715,41.94588,52.75199,61.36533,51.34675,53.37645,53.74263,50.34334,51.26922,49.56456,56.44102,51.72248,46.26837,52.13033
117,vr2_02_2,1573.438,1756.908,1730.44,2778.185,1445.839,1857.701,1929.566,1239.236,1457.262,1019.889,2258.32,1443.562,1573.829,2087.325
118,vr2_2,1630.799,1833.534,1843.63,2903.224,1560.631,1974.72,2047.0,1353.143,1572.123,1132.906,2378.367,1558.213,1670.648,2161.809
119,vP680qU,0.04805545,0.2028827,1.045533,1.406237,3.774595,3.827948,3.982635,6.544447,5.318025,6.828275,2.178229,1.889102,0.5979016,0.05780672
120,vP680qA,0.04871238,0.2056201,1.057775,1.42129,3.818272,3.87488,4.03264,6.630201,5.385992,6.914066,2.202403,1.910088,0.605574,0.05858131
121,vU_P680,42.44714,84.88645,150.7663,158.8261,161.6028,161.9567,162.2071,164.8471,163.5617,164.9584,159.8781,158.2371,125.4971,52.38759
122,vP680_d,0.04805541,0.2028827,1.045533,1.406237,3.774595,3.827948,3.982634,6.544447,5.318025,6.828275,2.178229,1.889102,0.5979016,0.0578067
123,vP680_f,4.367548e-06,-2.394967e-07,-2.396164e-06,-5.013336e-09,4.592217e-08,-3.229506e-05,0.0001040651,-2.38523e-10,-1.496048e-11,3.123478e-07,4.179102e-11,0.0007367322,-0.0001107251,-1.323368e-07
124,Vva,0.0,0.0,0.0,0.02425498,0.02455113,0.02251862,0.02179403,0.02120636,0.02167115,0.02260892,0.02502042,0.01612362,0.0,0.0
125,Vaz,0.0,0.0,0.0,0.03729366,0.06385056,0.0785274,0.08210109,0.08470863,0.08266563,0.07804727,0.05606186,0.01086505,0.0,0.0
126,Vza,9.346264e-12,1.616379e-11,2.26847e-11,0.03729336,0.06385054,0.07852737,0.08210126,0.08470863,0.08266563,0.07804727,0.05606194,0.0108649,1.848687e-11,2.605877e-11
127,Vav,2.050806e-10,3.379961e-10,4.79724e-10,0.02425458,0.0245511,0.02251859,0.02179409,0.02120636,0.02167115,0.02260891,0.0250205,0.01612338,3.888777e-10,5.236196e-10
128,Vvf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,Vv2ABA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,VABAdg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,ve2GAPDH,-7.378794e-12,2.397212e-12,-1.708266e-12,2.034687e-13,2.038314e-12,-7.773144e-12,7.556499e-13,2.815119e-15,-7.764469e-21,-1.778709e-16,3.427768e-12,1.677513e-11,4.42364e-11,-7.845301e-11
132,ve2FBPase,-1.774123e-13,5.717415e-12,-5.867083e-13,1.247245e-13,8.130624e-13,-8.228655e-13,6.992441e-14,1.447223e-13,1.517355e-20,8.139236e-14,3.188492e-12,1.577004e-12,3.844617e-12,-1.480942e-11
133,ve2SBPase,-1.668602e-12,2.753433e-11,-2.23076e-12,1.280818e-13,3.287783e-12,-4.027003e-12,-2.90479e-14,2.758427e-13,6.777799e-20,2.957268e-14,1.269376e-11,7.08759e-12,1.881991e-11,-6.657849e-11
134,ve2PRK,-8.194282e-12,-1.574616e-12,-1.67156e-12,1.987371e-13,3.645173e-13,-7.331288e-12,1.080655e-12,1.226173e-15,-1.318022e-19,-5.643791e-16,1.423181e-12,1.645806e-11,4.329106e-11,-3.858902e-11
135,ve2ATPase,-9.227771e-13,-1.771736e-13,-1.880166e-13,2.235337e-14,4.068101e-14,-8.245449e-13,1.216211e-13,1.379296e-16,1.518042e-20,-6.342906e-17,1.597438e-13,1.851199e-12,4.869575e-12,-4.330182e-12
136,ve2ATPGPP,-7.320255e-12,3.214811e-11,-1.640425e-12,1.966268e-13,4.961806e-12,-8.002515e-12,2.100253e-13,1.068929e-13,1.172098e-19,1.866201e-15,1.052652e-11,1.600642e-11,4.284149e-11,-1.189641e-10
137,ve2MDH,-3.484509e-14,-4.71262e-15,-6.496323e-15,7.713014e-16,1.180696e-16,-2.775425e-14,5.313187e-15,4.743385e-18,-5.421011e-20,-4.336809e-19,3.208994e-15,6.40442e-14,1.677765e-13,-3.620059e-14
138,ve2Fd,3.977351,7.649183,13.22073,11.99151,13.11287,12.95678,12.94322,13.37067,13.23377,13.43735,12.52384,12.98364,10.94617,4.855986
139,veFd2Thio,-7.724463e-11,6.844353e-11,-9.711004e-12,1.635319e-12,1.203071e-11,-3.597379e-11,-6.434274e-11,5.439342e-13,1.960881e-17,1.122687e-13,3.308816e-11,7.535626e-11,2.017545e-10,-3.391978e-10
140,veFd2Calvin,0.4074794,0.9111681,1.996914,2.462083,2.037731,2.0968,2.10193,1.94017,1.99198,1.914937,2.260635,2.086634,1.476562,0.5445609
141,ve2RuACT,-7.754263e-13,3.390768e-12,-1.743162e-13,2.090551e-14,5.257986e-13,-8.505033e-13,2.262095e-14,1.118583e-14,1.45644e-20,1.964533e-16,1.111074e-12,1.702025e-12,4.554771e-12,-1.262344e-11
