,Reaction,Hour 1,Hour 2,Hour 3,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13
0,vc,7.381641,13.18036,22.43469,32.1023,33.25485,33.28482,33.29806,33.30711,33.32307,33.33919,33.23139,27.13698,10.88808
1,vo,1.805293,3.223459,5.486745,7.851106,8.132979,8.14031,8.143547,8.145761,8.149664,8.153607,8.127243,6.636761,2.662847
2,v2,17.46843,31.18859,53.08238,75.96311,78.69523,78.7662,78.79752,78.81895,78.85671,78.89485,78.63969,64.20772,25.7651
3,v3,17.46843,31.18859,53.08238,75.96311,78.69523,78.7662,78.79752,78.81895,78.85671,78.89485,78.63969,64.20772,25.7651
4,v5,3.097628,5.566672,9.613542,14.75005,15.73517,15.75306,15.75984,15.76431,15.77192,15.7794,15.71863,11.83064,4.587387
5,v6,3.097628,5.566672,9.613542,14.75005,15.73517,15.75306,15.75984,15.76431,15.77192,15.7794,15.71863,11.83064,4.587387
6,v7,3.062311,5.46794,9.307146,13.3178,13.79594,13.80838,13.81387,13.81763,13.82425,13.83093,13.78621,11.25791,4.516977
7,v8,3.062311,5.467941,9.307146,13.3178,13.79594,13.80838,13.81387,13.81763,13.82425,13.83093,13.78621,11.25791,4.516977
8,v9,3.062311,5.467941,9.307146,13.3178,13.79594,13.80838,13.81387,13.81763,13.82425,13.83093,13.78621,11.25791,4.516977
9,v10,3.062311,5.467941,9.307146,13.3178,13.79594,13.80838,13.81387,13.81763,13.82425,13.83093,13.78621,11.25791,4.516977
10,v13,9.186934,16.40382,27.92144,39.95341,41.38782,41.42513,41.44161,41.45288,41.47274,41.4928,41.35864,33.77374,13.55093
11,v23,0.04955327,0.1131193,0.320644,1.446173,1.953378,1.958865,1.960159,1.960887,1.961892,1.962698,1.946556,0.5867727,0.08476573
12,v24,0.04955327,0.1131193,0.320644,1.446173,1.953378,1.958865,1.960159,1.960887,1.961892,1.962698,1.946556,0.5867727,0.08476573
13,v25,0.01423681,0.01438618,0.01424825,0.0139222,0.01415393,0.01417932,0.01419228,0.01420137,0.01421693,0.0142333,0.01413714,0.01404379,0.01435631
14,v112,1.805293,3.223459,5.486745,7.851106,8.132979,8.14031,8.143547,8.145761,8.149664,8.153607,8.127243,6.636761,2.662847
15,v113,0.9026463,1.61173,2.743372,3.925553,4.066489,4.070155,4.071774,4.072881,4.074832,4.076804,4.063622,3.31838,1.331423
16,v121,1.805293,3.223459,5.486745,7.851106,8.132979,8.14031,8.143547,8.145761,8.149664,8.153607,8.127243,6.636761,2.662847
17,v122,0.9026463,1.61173,2.743372,3.925553,4.066489,4.070155,4.071774,4.072881,4.074832,4.076804,4.063622,3.31838,1.331423
18,v123,0.9026463,1.61173,2.743372,3.925553,4.066489,4.070155,4.071774,4.072881,4.074832,4.076804,4.063622,3.31838,1.331423
19,v124,0.9026463,1.611729,2.743373,3.925553,4.066489,4.070155,4.071774,4.072881,4.074832,4.076804,4.063622,3.318381,1.331423
20,v131,0.9026463,1.611729,2.743373,3.925553,4.066489,4.070155,4.071774,4.072881,4.074832,4.076804,4.063622,3.318381,1.331423
21,vlin,0.9026463,1.61173,2.743372,3.925553,4.066489,4.070155,4.071774,4.072881,4.074832,4.076804,4.063622,3.31838,1.331423
22,v2out,1.805293,3.223459,5.486745,7.851106,8.132979,8.14031,8.143547,8.145761,8.149664,8.153607,8.127243,6.636761,2.662847
23,v51,1.04312,1.825715,2.96693,3.254799,2.918539,2.91747,2.918123,2.918726,2.920066,2.921627,2.921893,3.386349,1.519699
24,v52,1.04312,1.825715,2.96693,3.254799,2.918539,2.91747,2.918123,2.918726,2.920066,2.921627,2.921893,3.386349,1.519699
25,v55,0.5215598,0.9128546,1.483465,1.6274,1.459269,1.458735,1.459062,1.459363,1.460033,1.460814,1.460946,1.693176,0.7598495
26,v56,0.5215601,0.9128568,1.483465,1.627399,1.459269,1.458735,1.459062,1.459363,1.460033,1.460814,1.460946,1.693174,0.7598494
27,v57,0.5215601,0.9128569,1.483465,1.627399,1.459269,1.458735,1.459062,1.459363,1.460033,1.460814,1.460946,1.693174,0.7598494
28,v58,0.07402964,0.06843756,0.06275388,0.06165136,0.06295071,0.06295509,0.06295241,0.06294994,0.06294444,0.06293804,0.06293695,0.06118525,0.07041579
29,v59,0.07402965,0.06843828,0.06275381,0.06165136,0.06295071,0.06295509,0.06295241,0.06294994,0.06294444,0.06293804,0.06293695,0.06118523,0.07041573
30,v60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,v62,0.5215601,0.912857,1.483465,1.627399,1.459269,1.458735,1.459062,1.459363,1.460033,1.460814,1.460946,1.693174,0.7598494
32,vdhap_in,22.89078,20.7214,18.40977,17.8584,18.50218,18.50422,18.50297,18.50182,18.49926,18.49628,18.49577,17.60369,21.46573
33,vgap_in,22.89078,20.7214,18.40977,17.8584,18.50218,18.50422,18.50297,18.50182,18.49926,18.49628,18.49577,17.60369,21.46573
34,vpga_in,22.89078,20.7214,18.40977,17.8584,18.50218,18.50422,18.50297,18.50182,18.49926,18.49628,18.49577,17.60369,21.46573
35,vpga_use,0.002791338,0.007329362,0.01711741,0.01815048,0.01392751,0.01391074,0.01391554,0.01392052,0.01393232,0.0139465,0.01396802,0.02137796,0.005336162
36,Vbf1,46.85719,83.72064,142.7957,206.6385,215.1246,215.3272,215.414,215.4731,215.5765,215.6804,214.9601,173.1881,69.14101
37,Vbf2,46.85719,83.72064,142.7957,206.6385,215.1246,215.3272,215.414,215.4731,215.5765,215.6804,214.9601,173.1881,69.141
38,Vbf3,46.85719,83.72064,142.7957,206.6385,215.1246,215.3272,215.414,215.4731,215.5765,215.6804,214.9601,173.1881,69.141
39,Vbf4,46.85719,83.72064,142.7957,206.6385,215.1246,215.3272,215.414,215.4731,215.5765,215.6804,214.9601,173.1881,69.141
40,Vbf5,17.46843,31.18857,53.08239,75.96311,78.69524,78.7662,78.79752,78.81895,78.85671,78.89485,78.63969,64.20772,25.76508
41,Vbf6,29.38876,52.53207,89.71329,130.6754,136.4293,136.561,136.6165,136.6541,136.7198,136.7856,136.3204,108.9804,43.37593
42,Vbf7,29.38876,52.53207,89.71332,130.6754,136.4293,136.561,136.6165,136.6541,136.7198,136.7855,136.3204,108.9804,43.37595
43,Vbf8,46.85719,83.72064,142.7957,206.6385,215.1246,215.3272,215.414,215.4731,215.5765,215.6804,214.9601,173.1881,69.141
44,Vbf9,46.85719,83.72064,142.7957,206.6385,215.1246,215.3272,215.414,215.4731,215.5765,215.6805,214.9601,173.1881,69.14101
45,Vbf10,46.85721,83.72064,142.7957,206.6381,215.1245,215.3272,215.414,215.4732,215.5765,215.6805,214.9601,173.1881,69.14101
46,Vbf11,27.60756,49.31726,84.06784,121.2882,126.1029,126.2203,126.2711,126.3056,126.3662,126.4272,126.0085,101.8866,40.73222
47,Vqi,58.77752,105.0641,179.4266,261.3508,272.8587,273.122,273.2331,273.3082,273.4395,273.5711,272.6409,217.9607,86.75185
48,Vipc,5628.262,10063.37,17190.9,24955.61,26014.99,26048.28,26058.26,26066.33,26087.37,26106.24,25991.21,20873.17,8308.443
49,Vicp,5627.108,10061.25,17187.1,24949.05,26005.69,26038.22,26047.94,26055.75,26076.28,26094.61,25982.28,20868.36,8306.708
50,Vinc,21.96546,40.35514,72.36681,124.9817,177.4264,191.8998,196.8377,201.7757,211.6516,222.0384,170.2749,91.60787,33.03332
51,Vinp,24.27761,44.60305,79.98437,138.1377,196.1029,212.0997,217.5575,223.0153,233.9308,245.4109,188.1985,101.2508,36.51051
52,Vdp,19.5781,36.14365,65.35375,115.855,170.4086,185.6284,190.8219,196.0168,206.4035,217.3298,162.893,83.29035,29.54123
53,Vdc,19.57409,36.13604,65.3393,115.8245,170.3476,185.5567,190.7464,195.9373,206.3158,217.233,162.8371,83.27116,29.53506
54,Vfp,3.545805,6.339921,10.83027,15.72204,16.38945,16.41041,16.4167,16.42179,16.43504,16.44693,16.37446,13.1501,5.234319
55,Vfc,3.545078,6.338586,10.82787,15.7179,16.38358,16.40408,16.4102,16.41512,16.42806,16.4396,16.36884,13.14707,5.233226
56,Vsfd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,VsATP,1.39877,1.457706,1.527537,1.92293,2.173561,2.175767,2.17605,2.176148,2.176149,2.176024,2.170291,1.600458,1.438208
58,VgPQH2,267.6397,309.3757,456.4352,630.4994,684.3303,556.2464,835.8259,1318.558,668.0975,659.3532,743.5322,788.1546,135.6837
59,Vbf12,1.164247e-08,-6.378186e-08,2.948206e-08,2.289307e-09,-1.072531e-07,-5.756826e-09,7.878961e-10,6.072568e-08,5.959679e-10,1.687512e-08,3.793606e-10,5.584762e-10,1.546331e-08
60,Vbf13,3.095603e-09,-1.751286e-08,8.015419e-09,5.902039e-10,-3.527248e-08,-1.902031e-09,2.536897e-10,2.077874e-08,2.094113e-10,6.04803e-09,1.232466e-10,1.531748e-10,4.143202e-09
61,Vbf14,-9.987755e-10,1.079759e-08,-3.090374e-09,-1.47527e-10,1.462889e-08,5.685384e-10,-5.449775e-11,-6.638134e-09,-6.093049e-11,-1.706923e-09,-4.90101e-11,-3.594742e-11,-1.546721e-09
62,Vbf15,46.85719,83.72064,142.7957,206.6385,215.1246,215.3272,215.414,215.4731,215.5765,215.6804,214.9601,173.1881,69.141
63,Vbf16,46.85719,83.72064,142.7957,206.6385,215.1246,215.3272,215.414,215.4731,215.5765,215.6804,214.9601,173.1881,69.14101
64,vbfn2,17.46843,31.18857,53.08239,75.96311,78.69524,78.7662,78.79752,78.81895,78.85671,78.89485,78.63969,64.20772,25.76508
65,VsNADPH,0.6135835,0.7014413,0.7985208,0.9095906,0.9122943,0.9349438,0.8867206,0.8522164,0.9059118,0.9048235,0.9051625,0.8097714,0.7659113
66,vA_d,8.190445,15.82954,30.72257,68.07187,125.8367,143.3569,147.5508,151.518,165.5734,177.6979,117.3378,41.11412,13.32465
67,vA_f,0.2966756,0.5553289,1.018254,1.847531,2.420528,2.534685,2.538803,2.538759,2.636783,2.689539,2.359024,1.298241,0.4721907
68,vA_U,2354.568,4407.372,8081.382,14662.95,19210.54,20116.55,20149.23,20148.88,20926.85,21345.55,18722.42,10303.5,3747.545
69,vU_A,2321.495,4347.403,7976.2,14496.39,19003.1,19899.35,19926.89,19921.16,20694.6,21105.83,18519.94,10172.59,3698.841
70,vU_f,0.2925084,0.5477727,1.005001,1.826545,2.394391,2.507318,2.510788,2.510066,2.60752,2.659334,2.333513,1.281746,0.466054
71,vU_d,6.888239,13.63834,27.63555,63.50284,119.0548,134.6957,140.7937,146.3734,156.9235,168.4201,111.2669,38.36359,10.34438
72,v1,129.8378,261.7636,600.5721,1273.888,1658.698,1465.309,2009.707,2933.675,1731.51,1738.291,1735.35,1102.092,143.7149
73,v_r1,94.90098,199.3864,494.4072,1121.962,1501.307,1307.777,1852.112,2776.037,1573.796,1580.501,1578.07,973.6767,92.18472
74,vS1_S2,8.734216,15.59429,26.54119,37.98156,39.34762,39.3831,39.39876,39.40948,39.42835,39.44743,39.31984,32.10386,12.88254
75,vS2_S3,8.734216,15.59429,26.54119,37.98156,39.34762,39.3831,39.39876,39.40948,39.42835,39.44743,39.31984,32.10386,12.88254
76,vS3_S0,8.734216,15.59429,26.54119,37.98156,39.34762,39.3831,39.39876,39.40948,39.42835,39.44743,39.31984,32.10386,12.88254
