,Reaction,Hour 1,Hour 2,Hour 3,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14,Hour 15
0,vc,16.81967,29.47859,33.15146,33.32102,33.3879,33.41451,33.43591,33.43261,33.43107,33.42208,33.41238,33.3693,33.30756,32.77639,17.93888
1,vo,4.113507,7.209438,8.107693,8.149163,8.16552,8.172026,8.177262,8.176453,8.176076,8.173879,8.171505,8.160969,8.14587,8.015965,4.387226
2,v2,39.79867,69.74957,78.45022,78.85186,79.01009,79.07303,79.12368,79.11586,79.11221,79.09096,79.06799,78.96607,78.82,77.5609,42.44646
3,v3,39.79867,69.74957,78.45022,78.85186,79.01009,79.07303,79.12368,79.11586,79.11221,79.09096,79.06799,78.96607,78.82,77.5609,42.44646
4,v5,7.134623,13.06604,15.65095,15.77097,15.80158,15.81363,15.82332,15.82183,15.82113,15.81706,15.81267,15.79314,15.76453,15.3062,7.621424
5,v6,7.134623,13.06604,15.65095,15.77097,15.80158,15.81363,15.82332,15.82183,15.82113,15.81706,15.81267,15.79314,15.76453,15.3062,7.621424
6,v7,6.977727,12.22934,13.75305,13.8234,13.85114,13.86218,13.87106,13.86969,13.86905,13.86532,13.86129,13.84342,13.81781,13.59745,7.442018
7,v8,6.977728,12.22934,13.75304,13.8234,13.85114,13.86218,13.87106,13.86969,13.86905,13.86532,13.86129,13.84342,13.81781,13.59745,7.44201
8,v9,6.977711,12.22934,13.75304,13.8234,13.85114,13.86218,13.87106,13.86969,13.86905,13.86532,13.86129,13.84342,13.81784,13.59745,7.442554
9,v10,6.977727,12.22934,13.75304,13.8234,13.85114,13.86218,13.87106,13.86969,13.86905,13.86532,13.86129,13.84342,13.81781,13.59745,7.442024
10,v13,20.93318,36.68803,41.25913,41.47019,41.55342,41.58653,41.61318,41.60906,41.60714,41.59596,41.58388,41.53027,41.45343,40.79235,22.32611
11,v23,0.1712747,0.8506282,1.912,1.961793,1.964725,1.965766,1.966597,1.966468,1.966409,1.96606,1.965683,1.963984,1.960922,1.722741,0.1937318
12,v24,0.1712746,0.8506282,1.911999,1.961793,1.964725,1.965766,1.966597,1.966468,1.966409,1.96606,1.965683,1.963984,1.960922,1.722741,0.1937337
13,v25,0.0143779,0.01393264,0.01409491,0.01421413,0.01428328,0.01431099,0.01433319,0.01433005,0.01432814,0.0143189,0.0143087,0.01426371,0.01420144,0.01399413,0.01436314
14,v112,4.113507,7.209438,8.107693,8.149163,8.16552,8.172026,8.177262,8.176453,8.176076,8.173879,8.171505,8.160969,8.14587,8.015965,4.387227
15,v113,2.056754,3.604719,4.053848,4.074582,4.08276,4.086013,4.088631,4.088227,4.088038,4.08694,4.085753,4.080485,4.072935,4.007982,2.193613
