,Reaction,Hour 1,Hour 2,Hour 3,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13
0,vc,7.344198,13.18715,22.42886,32.10307,33.25522,33.28823,33.29792,33.30703,33.32288,33.3394,33.23188,27.12701,10.88691
1,vo,1.796135,3.225118,5.48532,7.851293,8.133069,8.141144,8.143512,8.145741,8.149618,8.153657,8.127362,6.634322,2.662559
2,v2,17.37983,31.20464,53.06859,75.96493,78.69611,78.77427,78.79719,78.81875,78.85626,78.89533,78.64083,64.18412,25.76231
3,v3,17.37983,31.20464,53.06859,75.96493,78.69611,78.77427,78.79719,78.81875,78.85626,78.89533,78.64083,64.18412,25.76231
4,v5,3.081751,5.56958,9.610899,14.75066,15.73541,15.75478,15.75976,15.76427,15.77183,15.77949,15.71895,11.82566,4.586908
5,v6,3.081751,5.56958,9.610899,14.75066,15.73541,15.75478,15.75976,15.76427,15.77183,15.77949,15.71895,11.82566,4.586907
6,v7,3.046778,5.470756,9.304727,13.31812,13.7961,13.80979,13.81381,13.81759,13.82417,13.83102,13.78641,11.25378,4.516494
7,v8,3.046778,5.470756,9.304727,13.31812,13.7961,13.80979,13.81381,13.81759,13.82417,13.83102,13.78641,11.25378,4.516489
8,v9,3.046778,5.470756,9.304727,13.31812,13.7961,13.80979,13.81381,13.81759,13.82417,13.83102,13.78641,11.25378,4.516488
9,v10,3.046778,5.470756,9.304727,13.31812,13.7961,13.80979,13.81381,13.81759,13.82417,13.83102,13.78641,11.25378,4.516488
10,v13,9.140334,16.41227,27.91418,39.95436,41.38829,41.42938,41.44143,41.45277,41.4725,41.49305,41.35924,33.76133,13.54947
11,v23,0.04920743,0.1132096,0.3204225,1.446463,1.953468,1.959172,1.96014,1.960879,1.961882,1.962707,1.946674,0.5859221,0.08475852
12,v24,0.04920743,0.1132096,0.3204225,1.446463,1.953468,1.959172,1.96014,1.960879,1.961882,1.962707,1.946674,0.5859218,0.08475852
13,v25,0.0142347,0.01438623,0.01424834,0.01392229,0.01415432,0.0141827,0.01419168,0.01420113,0.01421672,0.01423354,0.01413754,0.01404431,0.01435645
14,v112,1.796135,3.225118,5.48532,7.851293,8.133069,8.141144,8.143512,8.145741,8.149618,8.153657,8.127362,6.634322,2.662559
15,v113,0.8980677,1.612559,2.742661,3.925647,4.066535,4.070572,4.071756,4.07287,4.074809,4.076829,4.063681,3.31716,1.331276
16,v121,1.796135,3.225118,5.48532,7.851293,8.133069,8.141144,8.143512,8.145741,8.149618,8.153657,8.127362,6.634322,2.662559
17,v122,0.8980677,1.612559,2.742661,3.925647,4.066535,4.070572,4.071756,4.07287,4.074809,4.076829,4.063681,3.31716,1.331276
18,v123,0.8980677,1.612559,2.742661,3.925647,4.066535,4.070572,4.071756,4.07287,4.074809,4.076829,4.063681,3.31716,1.331276
19,v124,0.8980677,1.612559,2.742659,3.925647,4.066535,4.070572,4.071756,4.07287,4.074809,4.076829,4.063681,3.317162,1.331283
20,v131,0.8980677,1.612559,2.74266,3.925647,4.066535,4.070572,4.071756,4.07287,4.074809,4.076829,4.063681,3.317161,1.331278
21,vlin,0.8980677,1.612559,2.742661,3.925647,4.066535,4.070572,4.071756,4.07287,4.074809,4.076829,4.063681,3.31716,1.331276
22,v2out,1.796135,3.225118,5.48532,7.851293,8.133069,8.141144,8.143512,8.145741,8.149618,8.153657,8.127362,6.634322,2.662559
23,v51,1.037998,1.826604,2.96631,3.254622,2.918503,2.917665,2.918121,2.918721,2.920047,2.921648,2.921845,3.385731,1.519492
24,v52,1.037998,1.826604,2.96631,3.254622,2.918503,2.917665,2.918121,2.918721,2.920047,2.921648,2.921845,3.385731,1.51949
25,v55,0.518999,0.9133029,1.483153,1.627311,1.459251,1.458832,1.459061,1.459361,1.460024,1.460824,1.46093,1.692866,0.7598472
26,v56,0.5189992,0.9133022,1.483155,1.627311,1.459251,1.458832,1.459061,1.459361,1.460024,1.460824,1.460923,1.692865,0.7597463
27,v57,0.5189992,0.9133022,1.483155,1.627311,1.459251,1.458832,1.459061,1.459361,1.460024,1.460824,1.460923,1.692865,0.7597461
28,v58,0.07407266,0.06843304,0.0627561,0.06165199,0.06295086,0.0629543,0.06295242,0.06294996,0.06294452,0.06293795,0.06293712,0.06118728,0.07041943
29,v59,0.07407265,0.06843264,0.06275639,0.061652,0.06295086,0.06295429,0.06295242,0.06294996,0.06294452,0.06293795,0.06293717,0.06118739,0.07041678
30,v60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,v62,0.5189992,0.9133021,1.483155,1.627311,1.459251,1.458832,1.459061,1.459361,1.460024,1.460824,1.460923,1.692865,0.7597455
32,vdhap_in,22.90869,20.71932,18.41097,17.85874,18.50225,18.50385,18.50298,18.50183,18.4993,18.49624,18.49586,17.6049,21.46613
33,vgap_in,22.90869,20.71932,18.41097,17.85874,18.50225,18.50385,18.50298,18.50183,18.4993,18.49624,18.49586,17.6049,21.46613
34,vpga_in,22.90869,20.71932,18.41097,17.85874,18.50225,18.50385,18.50298,18.50183,18.4993,18.49624,18.49586,17.6049,21.46613
35,vpga_use,0.002767856,0.007335588,0.01711115,0.01814802,0.01392705,0.01391226,0.01391554,0.01392049,0.01393215,0.01394669,0.01396743,0.02137223,0.00533493
36,Vbf1,46.6193,83.76379,142.7582,206.644,215.1271,215.3495,215.412,215.4725,215.5752,215.6817,214.9635,173.123,69.13351
