,Reaction,Hour 1,Hour 2,Hour 3,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14,Hour 15
0,vc,16.8161,29.4221,33.15386,33.32238,33.38835,33.41643,33.43619,33.43386,33.43209,33.42211,33.41285,33.36888,33.30765,32.77632,17.91943
1,vo,4.112633,7.195622,8.108281,8.149496,8.16563,8.172496,8.17733,8.17676,8.176326,8.173885,8.17162,8.160868,8.145892,8.015948,4.382469
2,v2,39.79021,69.61585,78.45592,78.85508,79.01115,79.07758,79.12434,79.11882,79.11463,79.09102,79.0691,78.96509,78.82021,77.56074,42.40045
3,v3,39.79021,69.61585,78.45592,78.85508,79.01115,79.07758,79.12434,79.11882,79.11463,79.09102,79.0691,78.96509,78.82021,77.56074,42.40045
4,v5,7.133056,13.03425,15.65307,15.7716,15.80179,15.81451,15.82345,15.82239,15.82159,15.81708,15.81288,15.79295,15.76457,15.30617,7.612928
5,v6,7.133056,13.03425,15.65307,15.7716,15.80179,15.81451,15.82345,15.82239,15.82159,15.81708,15.81288,15.79295,15.76457,15.30617,7.612928
6,v7,6.976244,12.20591,13.75405,13.82396,13.85133,13.86298,13.87117,13.87021,13.86947,13.86533,13.86149,13.84325,13.81785,13.59742,7.433967
7,v8,6.976244,12.20591,13.75405,13.82396,13.85133,13.86298,13.87117,13.87021,13.86947,13.86533,13.86149,13.84325,13.81785,13.59742,7.433967
8,v9,6.976244,12.20591,13.75405,13.82396,13.85133,13.86298,13.87117,13.87021,13.86947,13.86533,13.86149,13.84325,13.81785,13.59742,7.433967
9,v10,6.976244,12.20591,13.75405,13.82396,13.85133,13.86298,13.87117,13.87021,13.86947,13.86533,13.86149,13.84325,13.81785,13.59742,7.433967
10,v13,20.92873,36.61772,41.26214,41.47188,41.55398,41.58893,41.61352,41.61062,41.60842,41.59599,41.58447,41.52975,41.45354,40.79227,22.3019
11,v23,0.1711906,0.842282,1.913114,1.961851,1.964742,1.965846,1.966614,1.966517,1.966449,1.966065,1.965702,1.963964,1.960928,1.722736,0.1933243
12,v24,0.1711906,0.842282,1.913114,1.961851,1.964742,1.965846,1.966613,1.966517,1.966449,1.966065,1.965702,1.963964,1.960928,1.722736,0.1933243
13,v25,0.01437789,0.01393451,0.01409607,0.01421463,0.01428388,0.01431209,0.01433318,0.01433117,0.01432923,0.0143183,0.01430919,0.01426387,0.01420151,0.01399409,0.01436339
14,v112,4.112633,7.195622,8.108281,8.149496,8.16563,8.172496,8.17733,8.17676,8.176326,8.173885,8.17162,8.160868,8.145892,8.015948,4.382469
15,v113,2.056316,3.597811,4.054141,4.074748,4.082815,4.086248,4.088665,4.08838,4.088163,4.086943,4.08581,4.080434,4.072946,4.007974,2.191235
16,v121,4.112633,7.195622,8.108281,8.149496,8.16563,8.172496,8.17733,8.17676,8.176326,8.173885,8.17162,8.160868,8.145892,8.015948,4.382469
17,v122,2.056316,3.597811,4.054141,4.074748,4.082815,4.086248,4.088665,4.08838,4.088163,4.086943,4.08581,4.080434,4.072946,4.007974,2.191235
18,v123,2.056316,3.597811,4.054141,4.074748,4.082815,4.086248,4.088665,4.08838,4.088163,4.086943,4.08581,4.080434,4.072946,4.007974,2.191235
19,v124,2.056316,3.597811,4.054141,4.074748,4.082815,4.086248,4.088665,4.08838,4.088163,4.086943,4.08581,4.080434,4.072946,4.007974,2.191235
