,Reaction,Hour 1,Hour 2,Hour 3,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13
0,vc,5.750367,10.24575,17.75165,25.62401,17.63801,26.36843,26.40612,26.44641,26.41137,26.36369,26.19749,20.96767,9.668489
1,vo,2.086827,3.718214,6.442131,9.299036,6.400892,9.569188,9.582867,9.597487,9.584773,9.567467,9.507155,7.609234,3.508726
2,v2,14.62946,26.0649,45.15712,65.18548,93.95146,67.08096,67.17684,67.27931,67.1902,67.0689,66.64598,53.33752,24.59651
3,v3,14.62946,26.0649,45.15712,65.18548,48.01009,67.08096,67.17684,67.27931,67.1902,67.0689,66.64598,53.33752,24.59651
4,v5,2.63663,4.727419,8.284703,12.58787,8.159598,13.16584,13.1843,13.20417,13.18689,13.16327,13.06113,9.876973,4.457912
5,v6,2.63663,4.727419,8.284703,12.58787,8.327241,13.16584,13.1843,13.20417,13.18689,13.16327,13.06113,9.876973,4.457912
6,v7,2.612398,4.654653,8.064593,11.64102,8.696416,11.97921,11.99633,12.01463,11.99872,11.97705,11.90155,9.525634,4.392405
7,v8,2.612398,4.654653,8.064593,11.64102,8.031292,11.97922,11.99633,12.01463,11.99872,11.97705,11.90155,9.525634,4.392405
8,v9,2.612398,4.654653,8.064593,11.64102,8.30579,11.97922,11.99633,12.01463,11.99872,11.97705,11.90155,9.525634,4.392405
9,v10,2.612398,4.654653,8.064593,11.64102,7.985383,11.97922,11.99633,12.01463,11.99872,11.97705,11.90155,9.525634,4.392405
10,v13,7.837193,13.96396,24.19378,34.92305,48.87437,35.93765,35.98899,36.0439,35.99615,35.93115,35.70465,28.5769,13.17722
11,v23,0.0393096,0.08798315,0.2350248,0.9592925,0.2114464,1.198605,1.199989,1.201586,1.200198,1.198199,1.171509,0.3658047,0.08072059
12,v24,0.0393096,0.08798315,0.2350248,0.9592924,0.1922462,1.198606,1.199989,1.201586,1.200198,1.198199,1.171509,0.3658047,0.08072059
13,v25,0.01507776,0.01521734,0.01491488,0.01243927,0.02048848,0.01198387,0.012015,0.01204907,0.01201935,0.01198113,0.01192946,0.01446605,0.01521454
14,v112,2.086827,3.718214,6.442131,9.299036,6.890605,9.569189,9.582867,9.597487,9.584773,9.567467,9.507155,7.609234,3.508726
15,v113,1.043413,1.859107,3.221065,4.649518,3.19258,4.784591,4.791433,4.798743,4.792386,4.783733,4.753577,3.804617,1.754363
16,v121,2.086827,3.718214,6.442131,9.299036,6.372934,9.569188,9.582867,9.597487,9.584773,9.567467,9.507155,7.609234,3.508726
17,v122,1.043413,1.859107,3.221065,4.649518,3.212737,4.784591,4.791433,4.798743,4.792386,4.783733,4.753577,3.804617,1.754363
18,v123,1.043413,1.859107,3.221065,4.649518,3.21162,4.784591,4.791433,4.798743,4.792386,4.783733,4.753577,3.804617,1.754363
19,v124,1.043413,1.859107,3.221065,4.649518,3.155894,4.784597,4.791433,4.798743,4.792386,4.783733,4.753577,3.804617,1.754363
20,v131,1.043413,1.859107,3.221065,4.649518,3.149176,4.784593,4.791433,4.798743,4.792386,4.783733,4.753577,3.804617,1.754363
21,vlin,1.043413,1.859107,3.221065,4.649518,3.199383,4.784591,4.791433,4.798743,4.792386,4.783733,4.753577,3.804617,1.754363
22,v2out,2.086827,3.718214,6.442131,9.299036,6.387493,9.569189,9.582867,9.597487,9.584773,9.567467,9.507155,7.609234,3.508726
23,v51,0.7595042,1.32305,2.196969,2.543346,2.418874,2.405817,2.409622,2.413539,2.410131,2.405602,2.409538,2.503337,1.251733
24,v52,0.7595042,1.32305,2.196969,2.543346,2.387882,2.405805,2.409622,2.413539,2.410131,2.405602,2.409538,2.503337,1.251733
25,v55,0.3797521,0.6615249,1.098485,1.271665,0.8442748,1.205736,1.204811,1.20677,1.205065,1.202801,1.204769,1.251668,0.6258667
26,v56,0.3797521,0.6615248,1.098485,1.271673,1.35815,1.20289,1.204811,1.20677,1.205065,1.202801,1.204769,1.251669,0.6258666
27,v57,0.3797521,0.6615248,1.098485,1.271673,1.380999,1.20289,1.204811,1.20677,1.205065,1.202801,1.204769,1.251669,0.6258666
28,v58,0.07656899,0.07181974,0.06632692,0.06459791,0.07809737,0.06526013,0.06524021,0.06522097,0.06523772,0.06526,0.06524063,0.06478694,0.07235773
29,v59,0.07656899,0.07181965,0.06632692,0.06459797,0.06159525,0.06526435,0.06524023,0.06522097,0.06523772,0.06526,0.06524063,0.06478693,0.07235772
30,v60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,v62,0.3797521,0.6615248,1.098485,1.271673,1.320958,1.202892,1.204811,1.20677,1.205065,1.202801,1.204769,1.251669,0.6258666
32,vdhap_in,24.00876,22.00406,19.91769,19.22456,19.09542,19.49316,19.48775,19.47997,19.48674,19.49573,19.48791,19.30284,22.21464
33,vgap_in,24.00876,22.00406,19.91769,19.22456,19.09542,19.49316,19.48775,19.47997,19.48674,19.49573,19.48791,19.30284,22.21464
34,vpga_in,24.00876,22.00406,19.91769,19.22456,19.09542,19.49316,19.48775,19.47997,19.48674,19.49573,19.48791,19.30284,22.21464
35,vpga_use,0.001512313,0.003914128,0.009369947,0.01109505,0.003622118,0.009678935,0.009706372,0.009735545,0.009710161,0.009676655,0.009737748,0.01166523,0.003558592
36,Vbf1,40.24059,71.73905,124.4832,181.1359,162.0196,186.8933,187.1595,187.4445,187.1967,186.8591,185.6364,147.2402,67.69201
37,Vbf2,40.24059,71.73905,124.4832,181.1359,168.2543,186.8933,187.1595,187.4445,187.1967,186.8591,185.6364,147.2402,67.69201
38,Vbf3,40.24059,71.73905,124.4832,181.1359,168.2544,186.8933,187.1595,187.4445,187.1967,186.8591,185.6364,147.2402,67.69201
39,Vbf4,40.24059,71.73905,124.4832,181.1359,166.4507,186.8933,187.1595,187.4445,187.1967,186.8591,185.6364,147.2402,67.69201
40,Vbf5,14.62946,26.06491,45.15712,65.18548,47.6259,67.08096,67.17686,67.27931,67.1902,67.06889,66.64598,53.33752,24.59651
41,Vbf6,25.61113,45.67414,79.32605,115.9504,118.5401,119.8124,119.9827,120.1652,120.0065,119.7902,118.9905,93.90265,43.0955
42,Vbf7,25.61113,45.67414,79.32605,115.9504,115.6447,119.8124,119.9828,120.1652,120.0065,119.7902,118.9905,93.90265,43.09551
43,Vbf8,40.24059,71.73905,124.4832,181.1359,168.5276,186.8933,187.1595,187.4445,187.1967,186.8591,185.6364,147.2402,67.69201
44,Vbf9,40.24059,71.73906,124.4832,181.1359,166.118,186.8923,187.1595,187.4445,187.1967,186.8591,185.6364,147.2402,67.69202
45,Vbf10,40.24059,71.73906,124.4832,181.1344,164.8918,186.8073,187.1596,187.4448,187.1968,186.8591,185.6364,147.2402,67.69215
46,Vbf11,23.54938,41.97595,72.80699,105.7173,387420400000.0,109.0018,109.1572,109.3235,109.1789,108.982,108.2757,86.08485,39.6088
47,Vqi,51.22225,91.34829,158.6521,231.9009,224.7879,239.6247,239.9654,240.3304,240.013,239.5805,237.9809,187.8053,86.19101
48,Vipc,4832.982,8621.258,14978.73,21853.65,26154.17,22560.36,22605.32,22636.93,22609.8,22553.6,22396.83,17729.17,8134.184
49,Vicp,4831.971,8619.424,14975.39,21847.82,26145.84,22550.75,22594.76,22625.42,22599.21,22544.15,22389.78,17725.06,8132.449
50,Vinc,19.24106,34.90635,63.51252,111.1895,158.8664,183.2157,201.6054,219.8248,202.1163,180.3211,134.3469,78.15616,33.03332
51,Vinp,21.26643,38.5807,70.19805,122.8936,175.5892,202.5016,222.8271,242.9643,223.3917,199.3022,148.4886,86.38312,36.51051
52,Vdp,17.21109,31.31604,57.42613,103.2894,150.7774,178.6867,198.0245,217.1921,198.5596,175.6427,127.33,71.10979,29.65109
53,Vdc,17.20749,31.30938,57.41334,103.2618,150.7293,178.6107,197.932,217.0817,198.4666,175.5691,127.2899,71.09333,29.64477
54,Vfp,3.044779,5.431392,9.4366,13.7678,16.47713,14.21302,14.24135,14.26127,14.24417,14.20877,14.11,11.16937,5.124536
55,Vfc,3.044142,5.430237,9.434499,13.76412,16.47188,14.20698,14.2347,14.25402,14.2375,14.20281,14.10556,11.16679,5.123443
56,Vsfd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,VsATP,1.24433,1.302315,1.371828,1.654476,3.259601,1.769979,1.769881,1.769724,1.769861,1.769985,1.758962,1.416534,1.296462
58,VgPQH2,205.7495,111.9313,326.9367,238.3786,4529.37,632.7029,272.988,1079.121,275.4442,1552.346,539.8628,768.7402,136.5685
59,Vbf12,2.076812e-10,1.522175e-08,2.44052e-13,1.031094e-07,-1.819588,-1.232082e-07,-4.428624e-07,1.430096e-08,1.63638e-07,7.475041e-09,-2.338759e-09,3.066812e-09,8.578072e-08
60,Vbf13,5.606177e-11,4.087299e-09,6.861737e-14,2.961034e-08,-0.4398902,-4.269143e-08,-1.614848e-07,4.487899e-09,5.755943e-08,2.569993e-09,-7.076175e-10,8.411755e-10,2.306402e-08
61,Vbf14,-1.9719e-11,-1.569549e-09,-4.007644e-14,-1.017833e-08,0.09772282,1.186862e-08,4.483556e-08,-8.836069e-10,-1.250694e-08,-7.44947e-10,2.376451e-10,-2.793331e-10,-8.354323e-09
62,Vbf15,40.24059,71.73905,124.4832,181.1359,163.6331,186.8933,187.1595,187.4445,187.1967,186.8591,185.6364,147.2402,67.69201
63,Vbf16,40.24059,71.73905,124.4832,181.1359,163.6299,186.8933,187.1595,187.4445,187.1967,186.8591,185.6364,147.2402,67.69201
64,vbfn2,14.62946,26.06491,45.15712,65.18548,47.01018,67.08096,67.17686,67.27931,67.1902,67.06889,66.64598,53.33752,24.59651
65,VsNADPH,0.5500967,0.7061098,0.6907734,0.8611357,0.9618712,0.7267167,0.8292499,0.6885266,0.8271233,0.6815679,0.7489482,0.664021,0.6620378
66,vA_d,7.944015,15.41663,28.71112,64.98591,127.2552,144.6529,170.0547,184.8206,170.5993,138.1628,88.61721,36.48779,14.48434
67,vA_f,0.2810719,0.5347661,0.9435962,1.73244,2.78132,2.301184,2.445968,2.427138,2.447674,2.235359,1.964013,1.146244,0.5006597
68,vA_U,2230.73,4244.175,7488.859,13749.52,22073.97,18263.37,19412.45,19263.0,19425.98,17740.95,15587.41,9097.173,3973.49
69,vU_A,2202.55,4194.082,7398.344,13605.86,21903.42,18063.66,19203.5,19034.33,19216.62,17540.17,15423.8,8986.931,3925.974
70,vU_f,0.2775212,0.5284543,0.9321913,1.714339,2.759831,2.276022,2.419641,2.398325,2.421294,2.210061,1.943398,1.132353,0.4946727
71,vU_d,6.573603,11.84888,25.33898,57.22494,126.0169,136.9499,154.54,178.0413,155.1301,134.0265,82.84835,34.11956,11.46062
72,v1,100.7267,141.1323,436.7666,614.3088,9731.886,1435.727,818.5766,2307.935,823.7661,2955.804,1138.914,936.9617,144.463
73,v_r1,71.46781,89.00253,346.4524,483.9379,9638.048,1301.564,684.2225,2173.377,689.3857,2821.666,1005.622,830.2867,95.26997
74,vS1_S2,7.31473,13.03245,22.57856,32.59274,23.45917,33.54047,33.58843,33.63966,33.5951,33.53445,33.32299,26.66876,12.29825
75,vS2_S3,7.31473,13.03245,22.57856,32.59274,23.4594,33.54047,33.58843,33.63966,33.5951,33.53445,33.32299,26.66876,12.29825
76,vS3_S0,7.31473,13.03245,22.57856,32.59274,23.45924,33.54047,33.58843,33.63966,33.5951,33.53445,33.32299,26.66876,12.29825
77,vS0_S1,7.31473,13.03245,22.57856,32.59274,23.45778,33.54047,33.58843,33.63966,33.5951,33.53445,33.32299,26.66876,12.29825
78,vz_1,0.437059,0.5618006,1.956663,2.6683,50.51447,6.827418,3.686201,11.2609,3.712442,14.56208,5.323411,4.468445,0.5918064
79,v1z_1,0.1092648,0.1404501,0.4891657,0.6670749,12.62839,1.706854,0.9215503,2.815226,0.9281104,3.640519,1.330853,1.117111,0.1479516
80,v2z_1,0.1092648,0.1404501,0.4891657,0.6670749,12.6286,1.706854,0.9215503,2.815226,0.9281104,3.640519,1.330853,1.117111,0.1479516
81,v3z_1,0.1092648,0.1404501,0.4891657,0.6670749,12.62873,1.706854,0.9215503,2.815226,0.9281104,3.640519,1.330853,1.117111,0.1479516
82,v0z_1,0.1092648,0.1404501,0.4891657,0.6670749,12.62875,1.706854,0.9215503,2.815226,0.9281104,3.640519,1.330853,1.117111,0.1479516
83,vz_2,28.82186,51.56802,88.35759,127.7027,43.32423,127.3345,130.6675,123.2977,130.6679,119.5757,127.9686,102.2066,48.6012
84,v1z_2,7.205466,12.892,22.0894,31.92567,10.83087,31.83362,32.66688,30.82443,32.66699,29.89393,31.99214,25.55165,12.1503
85,v2z_2,7.205466,12.892,22.0894,31.92567,10.83105,31.83362,32.66688,30.82443,32.66699,29.89393,31.99214,25.55165,12.1503
86,v3z_2,7.205466,12.892,22.0894,31.92567,10.83115,31.83362,32.66688,30.82443,32.66699,29.89393,31.99214,25.55165,12.1503
87,v0z_2,7.205466,12.892,22.0894,31.92567,10.83117,31.83362,32.66688,30.82443,32.66699,29.89393,31.99214,25.55165,12.1503
88,v1z,7.31473,13.03245,22.57856,32.59274,23.45926,33.54047,33.58843,33.63966,33.5951,33.53445,33.32299,26.66876,12.29825
89,v2z,7.31473,13.03245,22.57856,32.59274,23.45965,33.54047,33.58843,33.63966,33.5951,33.53445,33.32299,26.66876,12.29825
90,v3z,7.31473,13.03245,22.57856,32.59274,23.45988,33.54047,33.58843,33.63966,33.5951,33.53445,33.32299,26.66876,12.29825
91,v0z,7.31473,13.03245,22.57856,32.59274,23.45992,33.54047,33.58843,33.63966,33.5951,33.53445,33.32299,26.66876,12.29825
92,vAB1,15.33699,29.05371,46.19295,66.88429,46.93075,67.55093,68.30898,67.53116,68.31017,67.24701,67.27714,53.80296,26.64537
93,vBA1,0.7075304,2.988806,1.035829,1.698804,0.01085721,0.469972,1.132142,0.2518496,1.119973,0.1781169,0.6311553,0.4654342,2.048865
94,vAB2,38.0197,132.467,74.77254,126.0821,46.95686,76.03057,107.5179,70.30586,106.8888,68.61621,80.1539,60.606,98.04147
95,vBA2,23.39024,106.4021,29.61541,60.89666,0.03821897,8.94961,40.34107,3.026552,39.6986,1.547318,13.50792,7.268481,73.44496
96,v3,2.406265,5.954863,4.841183,7.258231,0.08655393,2.831222,5.506314,1.633008,5.467375,1.200987,3.646212,2.793787,5.015133
97,v_r3,0.07862995,0.2427852,0.1306522,0.2039713,7.957891e-07,0.05766561,0.1408738,0.02715825,0.1395139,0.01652964,0.07935475,0.05675438,0.1876251
98,v3_n,12.65372,21.04629,41.45875,59.63334,46.83643,65.62814,63.31098,66.82426,63.36027,66.87107,64.4378,51.63311,20.39631
99,v_r3_n,0.3518992,0.6934594,1.012159,1.50212,0.0005512509,1.320709,1.499505,1.1508,1.497931,0.9866294,1.358678,1.032625,0.6273078
100,v_pq_ox,2868.059,2983.523,2738.944,2807.312,1.468256,2443.913,2743.974,2130.127,2741.048,1833.965,2524.405,2399.089,2942.855
101,Ic,7.970376,14.45953,26.30929,46.0589,65.8085,75.89491,83.51261,91.05978,83.72422,74.69582,55.65156,32.37524,13.68365
102,Ia,36.40523,66.04489,120.1695,210.3771,300.5848,346.6551,381.4495,415.9217,382.416,341.1782,254.1923,147.8761,62.50102
103,v2_1,28.82785,51.60118,88.3971,127.8174,43.32636,127.3834,130.7768,123.327,130.7762,119.5962,128.0247,102.2319,48.62596
104,v2_2,1019.75,3112.49,2113.122,4134.991,281.9466,1766.486,3833.992,1098.635,3803.412,799.1442,2017.382,1158.857,2470.864
105,v2_00_1,0.4013107,0.472207,1.672946,1.81587,5.012068,3.821302,1.979456,5.614425,1.993616,7.157068,3.424535,3.711127,0.5045708
106,v2_01_1,1.035681,1.734352,3.632756,4.245703,10.04013,7.611184,4.365121,11.09048,4.386801,14.14386,6.87581,7.301483,1.621487
107,v2_02_1,27.39085,49.39462,83.09139,121.7559,28.27417,115.951,124.4323,106.6221,124.3958,98.29524,117.7243,91.21925,46.49991
108,v2_00_2,14.19588,28.48268,39.99157,58.74478,32.61607,52.9918,58.03183,50.01504,57.98105,47.82368,53.96299,42.06776,25.6391
109,v2_01_2,36.63595,104.613,86.84059,137.3517,65.3362,105.5479,127.9725,98.79741,127.5829,94.5096,108.3474,82.76652,82.39372
110,v2_02_2,968.918,2979.394,1986.29,3938.895,183.9943,1607.947,3647.988,949.8223,3617.848,656.8109,1855.071,1034.023,2362.832
111,vr2_00_1,7.202607e-05,0.0002476809,0.000691555,0.001486082,0.0003452983,0.001500381,0.001557133,0.001452778,0.001557193,0.001402598,0.001500863,0.0009417969,0.0002136817
112,vr2_01_1,0.0001352647,0.000855509,0.0008480455,0.002122259,0.0002617351,0.001279336,0.001856756,0.00114581,0.001845931,0.001084209,0.001354642,0.0008036979,0.0005956367
113,vr2_02_1,0.005776425,0.03205862,0.03796938,0.1111657,0.001521643,0.04607768,0.1057337,0.02664336,0.1048747,0.01796966,0.05325507,0.02351418,0.02395393
114,vr2_1,0.005983716,0.03316181,0.03950898,0.114774,0.002128677,0.0488574,0.1091476,0.02924195,0.1082778,0.02045647,0.05611058,0.02525968,0.02476324
115,vr2_00_2,12.26948,23.24256,36.95329,53.50491,37.54123,54.03804,54.6443,54.02216,54.64525,53.79489,53.81916,43.04091,21.31595
116,vr2_01_2,23.04203,80.28159,45.31537,76.40982,28.45614,46.07683,65.15893,42.60743,64.77767,41.58348,48.57582,36.72967,59.4181
117,vr2_02_2,984.0013,3008.404,2028.896,4002.408,165.4348,1659.543,3710.501,990.7443,3680.276,689.2038,1909.663,1074.618,2389.539
118,vr2_2,1019.313,3111.928,2111.165,4132.323,231.4322,1759.658,3830.304,1087.374,3799.699,784.5821,2012.058,1154.389,2470.273
119,vP680qU,0.04047496,0.04587081,0.2386369,0.4074383,13.74128,2.20819,1.148069,4.735493,1.161416,5.101611,1.178897,0.6903722,0.05137423
120,vP680qA,0.04099281,0.04641868,0.2415565,0.4117403,13.84827,2.232603,1.160561,4.792384,1.17407,5.160009,1.191402,0.698841,0.05199601
121,vU_P680,29.2994,52.17569,90.55289,130.7784,107.58,136.3702,135.5018,139.2941,135.5418,139.2394,134.4709,107.3654,49.24438
122,vP680_d,0.04047496,0.04587101,0.2386369,0.4074382,13.74128,2.208191,1.14807,4.735493,1.161416,5.101611,1.178897,0.6903723,0.05137421
123,vP680_f,-2.440879e-10,-1.043763e-06,-4.224371e-12,7.562444e-07,1.263123e-07,-0.000218165,-0.0003698444,3.768183e-06,2.180128e-07,9.414563e-07,-1.735585e-06,-2.219939e-07,-3.93127e-06
124,Vva,0.0,0.0,0.0,0.004505294,0.0,0.02498863,0.02434037,0.02345049,0.02431899,0.02504455,0.01939651,0.0,0.0
125,Vaz,0.0,0.0,0.0,0.0006990907,0.0,0.05693818,0.06606313,0.07306252,0.06627043,0.05525657,0.01740841,0.0,0.0
126,Vza,6.661705e-80,3.135134e-11,1.950648e-79,0.0007004789,0.0500639,0.05693916,0.06606303,0.07306246,0.06627021,0.05525632,0.01740824,1.510889e-11,8.519428e-12
127,Vav,1.102286e-77,6.182345e-10,3.196785e-77,0.004509906,0.02549066,0.02498923,0.02434027,0.02345044,0.02431876,0.02504426,0.01939626,3.203879e-10,1.886044e-10
128,Vvf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,Vv2ABA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,VABAdg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,ve2GAPDH,2.209705e-14,2.849855e-11,-2.608388e-17,4.296359e-12,7.608384e-07,3.590172e-12,6.969062e-12,-5.116342e-12,2.795783e-12,-4.689726e-13,-1.800305e-14,-7.012818e-13,2.98553e-12
132,ve2FBPase,2.349615e-15,3.072132e-12,-2.125144e-18,4.230381e-11,4.513117e-09,2.87493e-13,9.690995e-13,-1.525161e-12,-2.759198e-12,-3.299958e-12,1.364324e-13,-1.205411e-11,-7.510065e-13
133,ve2SBPase,1.045536e-14,1.343272e-11,-9.465642e-18,1.480804e-10,2.424928e-08,1.12147e-12,3.760674e-12,-7.172238e-12,-1.204635e-11,-9.911958e-12,3.519969e-14,-3.526745e-11,-3.129127e-12
