,Reaction,Hour 1,Hour 2,Hour 3,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13
0,vc,7.283199,13.00466,22.0798,31.8163,33.19278,33.25424,33.24615,33.25816,33.27511,33.29184,33.17473,26.71484,10.77438
1,vo,1.781217,3.180488,5.399951,7.781161,8.117799,8.132831,8.130851,8.13379,8.137934,8.142026,8.113386,6.53352,2.635039
2,v2,17.23549,30.77289,52.2428,75.28543,78.54802,78.69357,78.67442,78.70285,78.74296,78.78254,78.50531,63.20884,25.49616
3,v3,17.23549,30.77289,52.2428,75.28543,78.54802,78.69357,78.67442,78.70285,78.74296,78.78254,78.50531,63.20884,25.49608
4,v5,3.055927,5.491433,9.453355,14.53602,15.67332,15.71301,15.70976,15.71594,15.72431,15.73227,15.66259,11.62109,4.538943
5,v6,3.055927,5.491433,9.453355,14.53602,15.67332,15.71301,15.70976,15.71594,15.72431,15.73227,15.66259,11.62109,4.538943
6,v7,3.021472,5.395051,9.159917,13.19916,13.77019,13.79569,13.79233,13.79732,13.80435,13.81129,13.76271,11.08279,4.469819
7,v8,3.021472,5.395051,9.159917,13.19916,13.77019,13.79569,13.79233,13.79732,13.80435,13.81129,13.76271,11.08279,4.469821
8,v9,3.021472,5.395051,9.159917,13.19916,13.77019,13.79569,13.79233,13.79732,13.80435,13.81129,13.76271,11.08279,4.469556
9,v10,3.021472,5.395051,9.159917,13.19916,13.77019,13.79569,13.79233,13.79732,13.80435,13.81129,13.76271,11.08279,4.469815
10,v13,9.064416,16.18515,27.47975,39.59747,41.31058,41.38707,41.377,41.39195,41.41304,41.43387,41.28812,33.24836,13.40943
11,v23,0.04868611,0.1107681,0.307699,1.350779,1.917261,1.931501,1.931596,1.932805,1.934166,1.9352,1.913998,0.5523637,0.08349892
12,v24,0.04868611,0.110768,0.307699,1.350779,1.917261,1.931496,1.931595,1.932805,1.934166,1.9352,1.913998,0.5523637,0.08349816
13,v25,0.01423157,0.01438501,0.01426072,0.013912,0.01413414,0.01417822,0.01417009,0.01418342,0.01419986,0.0142162,0.01411887,0.01406509,0.01435408
14,v112,1.781217,3.180488,5.399951,7.781161,8.117799,8.132829,8.130851,8.13379,8.137934,8.142026,8.113386,6.53352,2.635039
15,v113,0.8906086,1.590244,2.699975,3.890581,4.058899,4.066416,4.065425,4.066895,4.068967,4.071013,4.056693,3.26676,1.317521
16,v121,1.781217,3.180488,5.399951,7.781161,8.117799,8.132831,8.130851,8.13379,8.137934,8.142026,8.113386,6.53352,2.635039
17,v122,0.8906086,1.590244,2.699975,3.890581,4.058899,4.066416,4.065425,4.066895,4.068967,4.071013,4.056693,3.26676,1.317516
18,v123,0.8906086,1.590244,2.699975,3.890581,4.058899,4.066416,4.065425,4.066895,4.068967,4.071013,4.056693,3.26676,1.317521
19,v124,0.8906086,1.590244,2.699975,3.890581,4.058899,4.066415,4.065426,4.066895,4.068967,4.071013,4.056693,3.26676,1.317519
20,v131,0.8906086,1.590244,2.699975,3.890581,4.058899,4.066416,4.065426,4.066895,4.068967,4.071013,4.056693,3.26676,1.317521
21,vlin,0.8906086,1.590244,2.699975,3.890581,4.058899,4.066416,4.065425,4.066895,4.068967,4.071013,4.056693,3.26676,1.317521
22,v2out,1.781217,3.180488,5.399951,7.781161,8.117799,8.132831,8.130851,8.13379,8.137934,8.142026,8.113386,6.53352,2.635039
23,v51,1.029612,1.802438,2.928168,3.307962,2.945404,2.940238,2.938952,2.939512,2.940642,2.942065,2.946007,3.359153,1.504385
24,v52,1.029612,1.802438,2.928168,3.307962,2.945404,2.940238,2.938952,2.939512,2.940642,2.942065,2.946007,3.359153,1.504382
25,v55,0.5148062,0.9012169,1.464084,1.653981,1.472702,1.470072,1.469477,1.469756,1.470321,1.471033,1.473003,1.679576,0.752191
26,v56,0.514806,0.901219,1.464084,1.653981,1.472702,1.470119,1.469476,1.469756,1.470321,1.471033,1.473003,1.679577,0.7521918
27,v57,0.514806,0.901219,1.464084,1.653981,1.472702,1.470119,1.469476,1.469756,1.470321,1.471033,1.473003,1.679577,0.7521931
28,v58,0.07414334,0.06858034,0.06291128,0.06146021,0.06284099,0.06286196,0.06286726,0.06286496,0.06286036,0.06285457,0.06283854,0.06127971,0.07052149
29,v59,0.07414328,0.06858053,0.06291124,0.06146021,0.06284099,0.06286191,0.06286724,0.06286496,0.06286036,0.06285457,0.06283854,0.06127971,0.07052101
30,v60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,v62,0.514806,0.9012191,1.464084,1.653981,1.472702,1.470119,1.469476,1.469756,1.470321,1.471033,1.473003,1.679577,0.7521928
32,vdhap_in,22.93818,20.77487,18.48379,17.75577,18.45087,18.46079,18.46319,18.46213,18.45997,18.45725,18.44972,17.65657,21.50568
33,vgap_in,22.93818,20.77487,18.48379,17.75577,18.45087,18.46079,18.46319,18.46213,18.45997,18.45725,18.44972,17.65657,21.50568
34,vpga_in,22.93818,20.77487,18.48379,17.75577,18.45087,18.46079,18.46319,18.46213,18.45997,18.45725,18.44972,17.65657,21.50568
35,vpga_use,0.002729521,0.007168126,0.0167282,0.01891616,0.01423211,0.01416445,0.0141518,0.01415583,0.01416525,0.01417793,0.01424194,0.02112198,0.005243692
36,Vbf1,46.54166,83.7467,142.9947,208.5202,219.0204,218.7928,218.7034,218.7468,218.776,218.8081,218.3993,173.6282,69.23526
